Tournament,Match ID,Player ID,Player,Number,Nation,Pos,Age,Min,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Serie A,6b610c5c,45b9b619,Joaquín Correa,11.0,ar ARG,LM,28-000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,6b610c5c,74419746,Samir Handanović,1.0,si SVN,GK,38-030,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,4d8cd038,Luka Jović,7.0,rs SRB,FW,24-234,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,3ed8bdff,94816803,Riccardo Sottil,33.0,it ITA,LW,23-072,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,2374aaca,Nicolás González,22.0,ar ARG,"RW,LW",24-130,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,58e933d2,Christian Kouamé,99.0,ci CIV,RW,24-251,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,3bb7af3b,Riccardo Saponara,8.0,it ITA,"LW,RW",30-236,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,4c8845f7,Youssef Maleh,14.0,it ITA,LM,23-357,70.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Serie A,3ed8bdff,4e1d5e59,Szymon Żurkowski,27.0,pl POL,LM,24-323,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,5a2cb25d,Sofyan Amrabat,34.0,ma MAR,CM,25-358,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0
Serie A,3ed8bdff,c7259b83,Rolando Mandragora,38.0,it ITA,CM,25-046,13.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Serie A,3ed8bdff,d995ed27,Giacomo Bonaventura,5.0,it ITA,RM,32-357,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Serie A,3ed8bdff,9e1577aa,Cristiano Biraghi,3.0,it ITA,LB,29-347,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Serie A,3ed8bdff,3ec3c1c9,Lucas Martínez Quarta,28.0,ar ARG,CB,26-096,90.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0
Serie A,3ed8bdff,bee704fc,Nikola Milenković,4.0,rs SRB,CB,24-306,90.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
Serie A,3ed8bdff,0000acda,Marco Benassi,24.0,it ITA,RB,27-340,70.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
Serie A,3ed8bdff,b5f7d10b,Dodô,2.0,br BRA,RB,23-270,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,3ed8bdff,f0f7f62f,Pierluigi Gollini,95.0,it ITA,GK,27-149,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,3ed8bdff,d125f22f,David Okereke,77.0,ng NGA,"FW,AM",24-350,86.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Serie A,3ed8bdff,ef94dc2f,Samuel Di Carmine,11.0,it ITA,AM,33-319,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,dcb38abe,Cyriel Dessers,90.0,ng NGA,FW,27-249,90.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Serie A,3ed8bdff,5e834dce,Luca Zanimacchia,98.0,it ITA,"LM,AM",24-026,90.0,7.0,3.0,2.0,4.0,1.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0
Serie A,3ed8bdff,3f79a1c8,Gonzalo Escalante,32.0,ar ARG,CM,29-140,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Serie A,3ed8bdff,f71ad8cb,Charles Pickel,6.0,ch SUI,"CM,RM",25-091,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,3ed8bdff,f3a9fa26,Cristian Buonaiuto,10.0,it ITA,RM,29-228,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
Serie A,3ed8bdff,dd7febd8,Leonardo Sernicola,17.0,it ITA,WB,25-015,45.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
Serie A,3ed8bdff,1b9c7401,Giacomo Quagliata,33.0,it ITA,LB,22-176,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Serie A,3ed8bdff,71dc23da,Paolo Ghiglione,18.0,it ITA,"WB,RB",25-193,81.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0
Serie A,3ed8bdff,d810c13b,Emanuel Aiwum,4.0,at AUT,RB,21-232,9.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Serie A,3ed8bdff,5eaed77a,Johan Vásquez,5.0,mx MEX,CB,23-296,90.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0
Serie A,3ed8bdff,c316607a,Vlad Chiricheș,21.0,ro ROU,CB,32-273,45.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0
Serie A,3ed8bdff,e26fcca3,Santiago Ascacíbar,8.0,ar ARG,CM,25-170,45.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0
Serie A,3ed8bdff,b3a20f18,Matteo Bianchetti,15.0,it ITA,CB,29-150,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0
Serie A,3ed8bdff,67f649be,Ionuț Radu,97.0,ro ROU,GK,25-078,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Serie A,c5003e68,4431aed2,Ciro Immobile,17.0,it ITA,FW,32-175,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Serie A,c5003e68,d85c238b,Mattia Zaccagni,20.0,it ITA,"LM,LW",27-059,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,c5003e68,9f1893b9,Felipe Anderson,7.0,br BRA,"RM,RW",29-121,82.0,4.0,2.0,0.0,4.0,0.0,2.0,3.0,66.7,1.0,6.0,0.0,6.0,0.0,4.0,2.0,0.0
Serie A,c5003e68,b6a1cdf9,Matteo Cancellieri,11.0,it ITA,RM,20-183,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,80556f08,Toma Bašić,88.0,hr CRO,LM,25-262,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,277da414,Ivan Provedel,94.0,it ITA,GK,28-150,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,ba3d3bea,Danilo Cataldi,32.0,it ITA,CM,28-008,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,c5003e68,5294a83f,Luis Alberto,10.0,es ESP,CM,29-320,26.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,c5003e68,4e6dbac4,Sergej Milinković-Savić,21.0,rs SRB,"CM,RM",27-168,82.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
Serie A,c5003e68,44ac04e9,Matías Vecino,5.0,uy URU,CM,30-355,8.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Serie A,c5003e68,d4535821,Adam Marušić,77.0,me MNE,LB,29-301,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,3ead85f9,Alessio Romagnoli,13.0,it ITA,CB,27-214,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0
Serie A,c5003e68,f7223718,Patric,4.0,es ESP,CB,29-119,90.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Serie A,c5003e68,02caf6e0,Manuel Lazzari,29.0,it ITA,RB,28-258,82.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Serie A,c5003e68,2f3452eb,Elseid Hysaj,23.0,al ALB,RB,28-175,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,c5003e68,3318286e,Luís Maximiano,1.0,pt POR,GK,23-221,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,7eb97a8e,Nicola Sansone,10.0,it ITA,FW,30-338,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,fb77bfef,Kevin Bonifazi,14.0,it ITA,CB,26-087,45.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Serie A,c5003e68,459419,Marko Arnautović,9.0,at AUT,FW,33-117,90.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Serie A,c5003e68,9d4c45d6,Roberto Soriano,21.0,it ITA,"AM,FW",31-187,64.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Serie A,c5003e68,f9c927de,Michel Aebischer,20.0,ch SUI,"CM,FW",25-220,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,20b3a502,Nicolás Domínguez,8.0,ar ARG,CM,24-047,72.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0
Serie A,c5003e68,e5bf73f3,Musa Barrow,99.0,gm GAM,FW,23-273,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,2cfae697,Jerdy Schouten,30.0,nl NED,CM,25-214,90.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,3.0,5.0,3.0,0.0
Serie A,c5003e68,247ed022,Andrea Cambiaso,50.0,it ITA,WB,22-175,85.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0
Serie A,c5003e68,ec5dae45,Emanuel Vignato,55.0,it ITA,WB,21-355,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,e74f0e59,Lorenzo De Silvestri,29.0,it ITA,"WB,CB",34-083,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Serie A,c5003e68,5efc5389,Charalambos Lykogiannis,22.0,gr GRE,CB,28-296,64.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0
Serie A,c5003e68,7ae36711,Denso Kasius,33.0,nl NED,WB,19-312,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,c5003e68,563a68ad,Gary Medel,17.0,cl CHI,CB,35-011,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
Serie A,c5003e68,7b075c75,Adama Soumaoro,5.0,fr FRA,CB,30-057,44.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Serie A,c5003e68,ab4449d6,Łukasz Skorupski,28.0,pl POL,GK,31-101,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Serie A,26520b87,a4948e67,M'Bala Nzola,18.0,ao ANG,FW,25-361,90.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
Serie A,26520b87,d3298c99,Daniele Verde,10.0,it ITA,FW,26-055,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,26520b87,f503ea63,Albin Ekdal,8.0,se SWE,CM,33-017,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,26520b87,1ac232b8,Simone Bastoni,20.0,it ITA,"CM,WB",25-282,90.0,3.0,1.0,1.0,2.0,0.0,1.0,4.0,25.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,0.0
Serie A,26520b87,0d077b88,Mehdi Bourabia,6.0,ma MAR,CM,31-007,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0
Serie A,26520b87,da5a981b,Jacopo Sala,7.0,it ITA,CM,30-252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,26520b87,46fa7204,Kevin Agudelo,33.0,co COL,"CM,FW",23-273,89.0,8.0,2.0,2.0,5.0,1.0,4.0,8.0,50.0,4.0,2.0,0.0,2.0,0.0,8.0,1.0,0.0
Serie A,26520b87,c55967eb,Mikael Ellertsson,28.0,is ISL,CM,20-156,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Serie A,26520b87,6213fd82,Arkadiusz Reca,13.0,pl POL,WB,27-058,74.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0
Serie A,26520b87,c2357b65,Emil Holm,2.0,se SWE,WB,22-093,16.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
Serie A,26520b87,f9758dae,Emmanuel Gyasi,11.0,gh GHA,WB,28-215,74.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0
Serie A,26520b87,2cb9486d,Dávid Strelec,44.0,sk SVK,FW,21-132,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,26520b87,cf961d8d,Dimitris Nikolaou,43.0,gr GRE,CB,24-001,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0
Serie A,26520b87,dc3e663e,Jakub Kiwior,14.0,pl POL,CB,22-180,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0
Serie A,26520b87,ac7e640b,Mattia Caldara,29.0,it ITA,CB,28-101,90.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,8.0,0.0
Serie A,26520b87,085e71a7,Bartłomiej Drągowski,69.0,pl POL,GK,24-360,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serie A,26520b87,d7d32194,Mattia Destro,23.0,it ITA,FW,31-147,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,26520b87,86383d0e,Martin Satriano,9.0,uy URU,FW,21-175,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,26520b87,c283ddef,Sam Lammers,7.0,nl NED,FW,25-106,90.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Serie A,26520b87,f42d6c13,Nedim Bajrami,10.0,al ALB,AM,23-167,90.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Serie A,26520b87,d44360be,Filippo Bandinelli,25.0,it ITA,LM,27-138,87.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
Serie A,26520b87,06b08c45,Jacopo Fazzini,21.0,it ITA,LM,19-151,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Serie A,26520b87,7fac99d4,Răzvan Marin,18.0,ro ROU,CM,26-083,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Serie A,26520b87,d7918b13,Liam Henderson,8.0,sct SCO,RM,26-111,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,26520b87,91ff775f,Nicolò Cambiaghi,28.0,it ITA,RM,21-229,37.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,26520b87,0967845b,Fabiano Parisi,65.0,it ITA,LB,21-278,90.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
Serie A,26520b87,997fff07,Sebastiano Luperto,33.0,it ITA,CB,25-342,90.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
Serie A,26520b87,6b635f5c,Ardian Ismajli,34.0,al ALB,CB,25-318,90.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,4.0,1.0,3.0,1.0,3.0,5.0,0.0
Serie A,26520b87,13b44b02,Petar Stojanović,30.0,si SVN,RB,26-311,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0
Serie A,26520b87,77d6fd4d,Guglielmo Vicario,13.0,it ITA,GK,25-311,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Serie A,ff9838f3,3d13d9e4,Erik Botheim,11.0,no NOR,FW,22-216,61.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,ff9838f3,71005acd,Diego Valencia,14.0,cl CHI,"WB,FW",22-212,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,bf57eaab,Federico Bonazzoli,9.0,it ITA,FW,25-085,90.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Serie A,ff9838f3,c7069d87,Tonny Vilhena,10.0,nl NED,CM,27-223,90.0,5.0,2.0,1.0,4.0,0.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
Serie A,ff9838f3,85a44ecc,Lassana Coulibaly,18.0,ml MLI,CM,26-126,72.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Serie A,ff9838f3,b804c280,Julian Kristoffersen,19.0,no NOR,FW,25-096,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,2a82aa85,Grigoris Kastanos,20.0,cy CYP,CM,24-196,53.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
Serie A,ff9838f3,f61c7c4e,Franck Ribéry,7.0,fr FRA,"AM,CM",39-129,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,eb0ec070,Pasquale Mazzocchi,30.0,it ITA,WB,27-018,61.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Serie A,ff9838f3,24eb7ed6,Junior Sambia,6.0,fr FRA,"CM,WB",25-341,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,356c9002,Antonio Candreva,87.0,it ITA,WB,35-167,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
Serie A,ff9838f3,4e358a2d,Federico Fazio,17.0,ar ARG,CB,35-150,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0
Serie A,ff9838f3,0be276c6,Norbert Gyömbér,23.0,sk SVK,CB,30-042,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0
Serie A,ff9838f3,edd81e2a,Dylan Bronn,2.0,tn TUN,CB,27-056,90.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,5.0,4.0,1.0,2.0,4.0,5.0,0.0
Serie A,ff9838f3,343f753a,Luigi Sepe,33.0,it ITA,GK,31-098,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,f586779e,Tammy Abraham,9.0,eng ENG,FW,24-316,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
Serie A,ff9838f3,eb7822d7,Nemanja Matić,8.0,rs SRB,CM,34-013,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Serie A,ff9838f3,9907b1c8,Nicolò Zaniolo,22.0,it ITA,AM,23-043,77.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
Serie A,ff9838f3,eb58eef0,Georginio Wijnaldum,25.0,nl NED,CM,31-276,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,e0921a4f,Paulo Dybala,21.0,ar ARG,"AM,FW",28-272,88.0,3.0,1.0,0.0,3.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Serie A,ff9838f3,d3aaad90,Stephan El Shaarawy,92.0,it ITA,FW,29-291,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,16657b95,Bryan Cristante,4.0,it ITA,CM,27-164,90.0,5.0,2.0,3.0,2.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0
Serie A,ff9838f3,4a5a45c7,Lorenzo Pellegrini,7.0,it ITA,"CM,FW,AM",26-056,90.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
Serie A,ff9838f3,3626daea,Leonardo Spinazzola,37.0,it ITA,WB,29-142,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Serie A,ff9838f3,9f84febe,Rick Karsdorp,2.0,nl NED,WB,27-184,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
Serie A,ff9838f3,82efe6fa,Roger Ibanez,3.0,br BRA,CB,23-264,90.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,1.0,3.0,2.0,4.0,1.0,0.0
Serie A,ff9838f3,b6964eb6,Chris Smalling,6.0,eng ENG,CB,32-265,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
Serie A,ff9838f3,5aa53281,Gianluca Mancini,23.0,it ITA,CB,26-119,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0
