Tournament,Player,Nation,Age,Min,Market_value,Shot_Stopping_SoTA,Shot_Stopping_GA,Shot_Stopping_Saves,Shot_Stopping_Save%,Shot_Stopping_PSxG,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist
Serie A,Mamadou Samassa,ml MLI,27,90.0,100000,4.809523809523809,1.4761904761904763,3.3333333333333335,70.1047619047619,1.3666666666666667,6.190476190476191,19.714285714285715,33.166666666666664,22.61904761904762,4.714285714285714,51.32857142857142,41.114285714285714,8.761904761904763,90.31904761904761,58.36190476190477,17.38095238095238,1.0,4.961904761904762,1.0,12.542857142857144
Premier League,Ederson,br BRA,28,89.36224489795919,45000000,2.454258675078864,0.7634069400630915,1.7003154574132493,63.55173501577288,0.7659305993690851,2.444794952681388,5.801261829652997,43.920820189274444,26.58044164037855,4.662460567823344,15.813564668769718,26.33880126182966,4.1545741324921135,29.37539432176656,33.04984227129337,7.605678233438486,0.47634069400630913,6.674132492113564,1.5678233438485805,16.546056782334386
Laliga,Juan Carlos,es ESP,34,47.64,300000,4.3,1.8,2.5,64.52000000000001,1.67,2.3,6.4,39.57,27.8,5.1,17.4,28.540000000000003,6.2,22.169999999999998,29.96,12.0,0.6,5.880000000000001,2.1,17.220000000000002
Ligue 1,Landry Bonnefoi,fr FRA,34,68.0,100000,4.25,1.5,2.75,48.35,1.2,4.25,10.5,29.424999999999997,11.25,3.0,42.475,34.775,7.0,56.0,43.775,13.25,0.25,1.475,0.0,6.975
Serie A,Albano Bizzarri,ar ARG,39,89.96875,200000,4.46875,1.625,2.875,63.353125,1.40625,7.90625,18.0,43.659375,24.71875,4.40625,46.68125,38.321875,9.375,70.14375,48.23125,16.40625,0.78125,4.8625,0.9375,13.146875
Serie A,Christian Puggioni,it ITA,36,86.34782608695652,50000,5.130434782608695,1.6521739130434783,3.4782608695652173,65.41304347826087,1.791304347826087,5.913043478260869,14.0,41.44782608695652,25.782608695652176,6.3478260869565215,33.20434782608695,31.852173913043476,8.608695652173912,56.03043478260869,42.608695652173914,15.391304347826088,1.2173913043478262,7.165217391304348,1.565217391304348,14.939130434782612
Serie A,Luca Crosta,it ITA,19,90.0,100000,3.0,3.0,0.0,33.3,2.5,2.0,10.0,20.0,12.0,3.0,25.0,30.8,10.0,70.0,48.3,18.0,0.0,0.0,0.0,8.8
Serie A,Gabriele Marchegiani,it ITA,21,1.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ligue 1,Rémy Vercoutre,fr FRA,37,88.61764705882354,250000,3.823529411764706,1.3823529411764706,2.5588235294117645,67.37352941176471,1.1617647058823533,9.764705882352942,21.647058823529413,45.658823529411755,23.0,2.823529411764706,64.60000000000001,44.71764705882352,7.352941176470588,86.68529411764706,54.88235294117647,13.647058823529411,0.38235294117647056,2.7558823529411764,0.38235294117647056,11.820588235294117
Ligue 1,Raïs M'Bolhi,dz ALG,31,90.0,250000,6.0,3.0,3.0,83.3,2.3,3.0,14.0,21.4,20.0,2.0,55.0,44.0,4.0,75.0,57.0,9.0,0.0,0.0,0.0,12.0
Laliga,Raúl Fernández,es ESP,29,90.0,300000,4.818181818181818,1.3636363636363635,3.4545454545454546,72.11818181818182,1.481818181818182,9.818181818181818,22.545454545454547,43.76363636363636,20.727272727272727,3.0,68.44545454545454,47.39090909090908,8.636363636363637,93.18181818181819,62.17272727272727,16.818181818181817,0.7272727272727273,4.927272727272728,1.5454545454545454,17.363636363636363
Laliga,Nereo Champagne,ar ARG,33,90.0,50000,4.5,3.0,1.5,33.35,2.35,9.5,21.5,44.4,19.0,2.0,65.1,46.25,9.5,95.85,59.0,10.5,0.5,4.55,1.0,15.1
Ligue 1,Jean-Christophe Bouet,fr FRA,34,90.0,100000,7.0,1.0,6.0,85.7,1.3,7.0,21.0,33.3,17.0,4.0,52.9,40.4,13.0,92.3,55.4,19.0,0.0,0.0,0.0,5.0
Laliga,Dani Giménez,es ESP,34,77.0,100000,2.0,0.0,2.0,50.0,0.37500000000000006,2.0,10.0,26.875,23.5,2.5,26.5,34.4,5.0,35.0,34.6,15.5,0.75,5.575,0.5,9.5
Laliga,Pedro López,es ESP,23,82.4,100000,3.2,1.6,1.6,37.339999999999996,0.9399999999999998,3.0,9.4,43.17999999999999,28.6,4.6,20.0,27.22,7.8,41.12,39.14,10.8,1.0,8.9,1.0,12.1
Laliga,Raúl Lizoain,es ESP,26,90.0,400000,6.0,2.4545454545454546,3.5454545454545454,61.127272727272725,2.0909090909090904,3.8181818181818183,10.545454545454545,45.64545454545454,26.181818181818183,5.818181818181818,21.563636363636366,28.545454545454547,8.545454545454545,52.56363636363637,42.43636363636363,14.272727272727273,0.6363636363636364,7.309090909090909,0.8181818181818182,14.390909090909092
Laliga,Francis Uzoho,ng NGA,18,90.0,450000,4.5,1.0,3.5,91.65,1.45,5.0,18.5,29.65,15.0,3.0,68.65,44.5,9.0,87.5,54.3,18.0,1.0,4.0,0.5,14.75
Premier League,Boaz Myhill,wls WAL,34,90.0,350000,3.0,1.0,2.0,66.7,0.3,7.0,16.0,43.8,12.0,0.0,83.3,50.2,7.0,85.7,53.4,22.0,3.0,13.6,0.0,7.5
Laliga,Roberto Santamaría,es ESP,33,90.0,100000,4.8,1.5,3.35,79.875,1.67,10.95,24.15,45.24499999999999,20.9,1.85,77.39,51.005,8.25,95.19500000000001,63.035000000000004,15.45,0.25,1.86,0.35,8.115
Serie A,Stefano Sorrentino,it ITA,39,89.98550724637681,500000,5.130434782608695,1.7246376811594204,3.420289855072464,67.0927536231884,1.5376811594202897,6.521739130434782,15.681159420289855,42.22028985507246,20.318840579710145,3.9130434782608696,46.20724637681159,37.03623188405796,10.0,62.64347826086956,41.90144927536232,16.768115942028984,0.34782608695652173,2.252173913043478,0.3188405797101449,8.766666666666666
Serie A,Giacomo Poluzzi,it ITA,31,6.0,400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Serie A,Pierluigi Frattali,it ITA,33,90.0,175000,8.0,2.0,7.0,75.0,0.9,5.0,16.0,31.3,24.0,5.0,37.5,35.0,15.0,46.7,37.3,29.0,0.0,0.0,0.0,6.5
Serie A,Rafael Cabral,br BRA,28,90.0,600000,1.0,0.0,1.0,100.0,0.1,5.5,12.0,45.0,22.5,4.0,36.05,34.8,7.0,62.5,46.9,9.5,0.0,0.0,0.5,8.25
Ligue 1,Mathieu Michel,fr FRA,26,85.42857142857143,400000,3.7142857142857144,1.8571428571428572,2.0,51.699999999999996,1.2571428571428573,5.857142857142857,15.571428571428571,39.94285714285714,18.285714285714285,4.571428571428571,49.15714285714286,38.24285714285714,8.428571428571429,65.92857142857143,49.25714285714286,13.714285714285714,0.7142857142857143,5.571428571428571,0.14285714285714285,10.785714285714286
Ligue 1,Erwin Zelazny,fr FRA,26,90.0,325000,5.411764705882353,1.6470588235294117,3.764705882352941,71.41176470588235,1.5176470588235293,8.529411764705882,24.294117647058822,35.57058823529412,28.294117647058822,4.352941176470588,54.694117647058825,40.911764705882355,10.176470588235293,87.83529411764707,57.84117647058823,16.764705882352942,0.5882352941176471,3.182352941176471,0.5294117647058824,9.917647058823531
Premier League,Ben Hamer,eng ENG,30,75.18181818181819,250000,5.0,2.466666666666667,2.6,53.586666666666666,2.3533333333333335,7.466666666666667,19.8,40.940000000000005,21.066666666666666,2.6,62.04,42.82,6.866666666666666,73.76,49.1,10.466666666666667,0.4666666666666667,4.226666666666667,0.8,12.2
Ligue 1,Mathieu Gorgelin,fr FRA,28,90.0,400000,3.857142857142857,1.5714285714285714,2.2857142857142856,50.0,1.2285714285714289,2.857142857142857,6.571428571428571,53.57142857142857,19.714285714285715,4.857142857142857,22.614285714285717,30.385714285714283,6.714285714285714,34.857142857142854,38.15714285714285,14.857142857142858,0.42857142857142855,2.4285714285714284,1.0,14.299999999999999
Premier League,Joel Coleman,eng ENG,23,90.0,300000,3.0,1.0,2.0,66.7,0.5,7.0,29.0,24.1,31.0,0.0,74.2,48.3,6.0,100.0,65.7,12.0,1.0,8.3,1.0,15.8
Premier League,Danny Ward,wls WAL,29,63.70967741935484,8000000,4.7407407407407405,1.7037037037037037,3.037037037037037,69.66666666666667,1.4037037037037037,2.888888888888889,10.333333333333334,28.799999999999997,30.037037037037038,6.555555555555555,25.929629629629634,29.27777777777778,6.925925925925926,31.455555555555552,30.781481481481478,14.185185185185185,0.7037037037037037,4.566666666666666,1.5555555555555556,16.640740740740743
Premier League,Neil Etheridge,ph PHI,28,90.0,600000,5.447368421052632,1.8157894736842106,3.5526315789473686,68.95,1.7921052631578942,8.868421052631579,28.31578947368421,31.81842105263158,23.05263157894737,1.3421052631578947,87.50526315789473,54.31315789473685,8.394736842105264,98.42105263157895,65.17631578947366,14.105263157894736,0.39473684210526316,2.7947368421052636,1.2105263157894737,13.557894736842107
Ligue 1,Jérôme Prior,fr FRA,22,90.0,600000,4.5,1.5,3.0,66.7,1.45,4.5,11.0,40.85,12.5,2.0,52.6,37.75,6.0,75.0,48.1,10.5,0.0,0.0,0.5,12.05
Premier League,Julián Speroni,ar ARG,39,90.0,250000,4.333333333333333,1.5,2.8333333333333335,63.25,1.4083333333333332,8.083333333333334,22.5,37.49999999999999,20.416666666666668,1.75,71.56666666666668,46.19166666666666,8.5,93.15000000000002,56.041666666666664,16.25,0.5833333333333334,3.416666666666666,0.8333333333333334,10.55
Laliga,Jon Ander Serantes,es ESP,28,90.0,150000,8.0,2.0,6.0,75.0,2.7,8.0,26.0,30.8,25.0,1.0,72.0,54.5,8.0,100.0,71.5,9.0,1.0,11.1,0.0,8.0
Laliga,Alberto García,es ESP,33,90.0,100000,5.117647058823529,2.0588235294117645,2.9411764705882355,63.61176470588236,1.9411764705882353,6.352941176470588,15.235294117647058,42.900000000000006,24.41176470588235,4.823529411764706,42.84705882352941,37.6235294117647,8.117647058823529,59.95882352941176,46.07647058823529,15.0,0.29411764705882354,1.6823529411764706,1.0588235294117647,13.770588235294117
Laliga,Asier Riesgo,es ESP,35,90.0,100000,3.4,1.4,2.066666666666667,58.666666666666664,1.2399999999999998,9.2,20.6,44.793333333333344,22.0,2.8666666666666667,66.22666666666667,44.7,6.066666666666666,95.56,62.346666666666664,10.2,0.4666666666666667,4.239999999999999,1.8,16.753333333333334
Laliga,Gorka Iraizoz,es ESP,37,82.75,200000,4.6875,1.4375,3.4375,71.475,1.53125,6.4375,16.75,38.51875,22.6875,5.6875,52.4375,41.525000000000006,7.25,72.98750000000001,51.54375,11.875,0.5625,4.95625,1.0625,11.399999999999999
Serie A,Enrico Alfonso,it ITA,31,69.75,150000,2.75,1.0,1.75,40.0,0.65,2.0,6.75,24.375,13.75,2.25,29.7,25.974999999999998,6.0,21.05,21.4,13.5,0.0,0.0,1.0,13.125
Serie A,Jesse Joronen,fi FIN,26,90.0,1200000,6.241379310344827,2.0344827586206895,4.275862068965517,73.97586206896553,1.8482758620689652,4.758620689655173,13.10344827586207,37.255172413793105,19.96551724137931,5.655172413793103,45.07931034482759,36.72068965517241,9.482758620689655,43.813793103448276,38.39310344827586,18.275862068965516,0.5862068965517241,3.3241379310344823,0.41379310344827586,8.76206896551724
Serie A,Mauro Vigorito,it ITA,29,84.6,150000,5.8,1.8,4.0,76.34,1.7200000000000002,4.2,10.6,31.6,20.0,5.4,34.54,31.68,9.6,34.160000000000004,28.679999999999996,18.0,0.4,1.5399999999999998,0.6,12.7
Serie A,Gabriel,br BRA,26,85.3015873015873,1500000,6.676470588235294,2.235294117647059,4.470588235294118,70.41764705882352,2.070588235294118,3.6470588235294117,9.117647058823529,38.26764705882353,19.0,5.705882352941177,30.714705882352945,31.9264705882353,9.588235294117647,31.579411764705878,30.22941176470588,17.558823529411764,0.7941176470588235,3.814705882352941,0.4411764705882353,10.644117647058824
Serie A,Silvio Proto,be BEL,35,90.0,100000,6.5,2.0,4.5,70.2,2.1500000000000004,8.5,17.5,49.05,21.0,2.5,47.6,40.15,11.0,54.3,42.8,18.5,0.5,2.1,1.0,20.75
Serie A,Andrea Seculin,it ITA,28,45.5,200000,6.0,3.5,2.5,22.75,2.35,3.0,6.5,25.0,9.5,1.5,75.0,52.15,2.5,30.0,23.5,3.0,0.0,0.0,1.0,9.85
Serie A,Salvador Ichazo,uy URU,26,83.66666666666667,400000,3.0,0.6666666666666666,2.3333333333333335,93.33333333333333,0.8666666666666667,8.0,18.333333333333332,46.36666666666667,20.0,3.0,54.46666666666667,41.0,9.0,81.86666666666666,50.06666666666666,14.333333333333334,0.3333333333333333,3.6999999999999997,0.3333333333333333,11.433333333333332
Serie A,Jandrei,br BRA,26,90.0,1000000,3.0,1.0,2.0,66.7,0.9,12.0,23.0,52.2,26.0,3.0,69.2,44.2,6.0,83.3,54.0,10.0,0.0,0.0,1.0,25.0
Serie A,Demba Thiam,sn SEN,22,90.0,350000,8.0,2.0,6.0,81.65,1.6,4.0,10.5,45.65,21.0,5.0,30.950000000000003,31.0,13.5,33.5,27.549999999999997,18.0,1.0,5.6,0.0,10.3
Premier League,Heurelho Gomes,br BRA,36,88.66666666666667,400000,4.04,1.64,2.44,59.368,1.456,8.2,19.88,43.076,23.48,4.72,58.871999999999986,41.672,7.48,74.944,54.876,14.2,0.64,4.236000000000001,0.88,12.347999999999999
Premier League,Artur Boruc,pl POL,38,90.0,50000,5.176470588235294,1.7058823529411764,3.4705882352941178,75.85294117647058,1.3647058823529412,4.588235294117647,14.411764705882353,34.411764705882355,19.823529411764707,5.529411764705882,40.16470588235295,36.65294117647059,9.764705882352942,66.34117647058825,48.45882352941177,18.470588235294116,0.35294117647058826,1.835294117647059,0.6470588235294118,11.188235294117646
Premier League,Michel Vorm,nl NED,34,90.0,800000,6.0,1.8,4.4,60.32000000000001,1.78,2.0,5.6,37.44,23.8,7.2,12.9,24.74,5.8,36.660000000000004,33.68,10.0,0.4,4.4399999999999995,1.2,14.52
Laliga,Iván Cuéllar,es ESP,35,89.9375,100000,3.6770833333333335,1.1875,2.4895833333333335,67.23645833333335,1.1635416666666667,8.708333333333334,23.5,37.66979166666666,23.614583333333332,3.0104166666666665,69.43958333333333,47.70104166666667,7.802083333333333,91.45833333333333,62.12291666666666,14.78125,0.6979166666666666,5.177083333333333,1.1770833333333333,13.547916666666671
Laliga,Juan Soriano,es ESP,22,89.93333333333334,1000000,3.3333333333333335,1.3333333333333333,2.066666666666667,58.84666666666667,1.2866666666666666,4.6,17.333333333333332,27.72666666666667,22.466666666666665,5.733333333333333,51.013333333333335,41.266666666666666,7.133333333333334,76.66,56.75333333333333,11.533333333333333,0.5333333333333333,5.473333333333333,0.8666666666666667,14.033333333333335
Laliga,Miquel Parera,es ESP,24,90.0,700000,5.0,2.0,3.0,60.0,0.6,6.0,12.0,50.0,21.0,3.0,47.6,37.6,4.0,50.0,57.0,12.0,0.0,0.0,0.0,0.0
Ligue 1,Mauro Goicoechea,uy URU,31,89.3,100000,4.8,1.7,3.1,60.23,1.23,6.4,16.9,37.50000000000001,22.4,4.0,48.23,38.019999999999996,9.2,69.17,48.92999999999999,13.6,0.6,4.8100000000000005,1.2,12.56
Laliga,Mariano Barbosa,ar ARG,33,86.53846153846153,100000,3.6923076923076925,1.0769230769230769,2.6153846153846154,71.80000000000001,1.076923076923077,3.5384615384615383,11.692307692307692,25.976923076923075,17.692307692307693,4.384615384615385,30.49230769230769,32.41538461538461,8.076923076923077,74.92307692307692,53.192307692307686,18.692307692307693,0.38461538461538464,1.9153846153846155,0.38461538461538464,10.823076923076924
Laliga,Leandro Chichizola,ar ARG,28,90.0,600000,5.357142857142857,1.7142857142857142,3.6785714285714284,65.72857142857143,1.8285714285714287,5.857142857142857,16.607142857142858,35.72142857142857,33.25,6.357142857142857,37.167857142857144,34.875,8.321428571428571,54.68928571428571,47.40714285714286,13.678571428571429,0.8214285714285714,6.35,2.0357142857142856,15.525000000000002
Laliga,Andrés Prieto,es ESP,24,90.0,400000,5.0,2.5,2.5,64.275,2.575,7.5,22.25,34.375,19.0,0.75,72.875,47.900000000000006,8.25,100.0,63.8,14.25,0.25,1.075,0.0,8.0
Ligue 1,Nicolas Lemaître,fr FRA,23,90.0,600000,4.0,3.0,1.0,50.0,2.3,2.0,7.0,28.6,19.0,4.0,21.1,26.1,8.0,37.5,41.0,14.0,0.0,0.0,0.0,9.0
Ligue 1,Diego Benaglio,ch SUI,35,87.8076923076923,250000,3.923076923076923,1.4615384615384615,2.423076923076923,64.46153846153847,1.3923076923076925,3.8076923076923075,9.73076923076923,37.03846153846153,19.384615384615383,4.8076923076923075,29.66923076923077,30.507692307692306,8.038461538461538,49.49999999999999,41.46923076923077,14.0,0.38461538461538464,3.7038461538461545,0.6153846153846154,10.11923076923077
Ligue 1,Yannis Clementia,mq MTQ,22,90.0,250000,3.5,1.0,2.5,75.0,1.2,2.0,11.0,24.549999999999997,23.5,8.0,27.35,30.799999999999997,7.0,45.0,39.15,16.5,2.0,11.35,0.0,8.15
Ligue 1,Stéphane Ruffier,fr FRA,32,89.59139784946237,2000000,4.247311827956989,1.3010752688172043,2.935483870967742,73.36774193548386,1.3731182795698924,5.0,14.741935483870968,36.187096774193556,23.473118279569892,3.860215053763441,40.441935483870964,35.08602150537634,8.03225806451613,60.37311827956989,43.9516129032258,13.408602150537634,0.5161290322580645,3.7107526881720427,0.5806451612903226,11.466666666666665
Ligue 1,Régis Gurtner,fr FRA,32,90.0,300000,4.62,1.38,3.25,68.725,1.332,8.0,20.9,38.041000000000004,22.22,2.64,56.736000000000004,41.76700000000001,9.26,84.54299999999999,54.974999999999994,15.88,0.54,3.497,0.51,11.584000000000001
Ligue 1,Baptiste Reynet,fr FRA,29,89.06201550387597,800000,5.062015503875969,1.821705426356589,3.2093023255813953,64.84961240310076,1.6317829457364341,7.387596899224806,19.0,38.81395348837209,30.906976744186046,4.5813953488372094,44.846511627906985,37.196124031007756,8.984496124031008,60.94263565891473,46.01550387596899,16.155038759689923,0.6821705426356589,4.021705426356589,1.3875968992248062,13.65658914728682
Ligue 1,Lucas Dias,fr FRA,20,79.25,300000,4.75,1.5,3.25,76.675,1.4500000000000002,6.5,17.75,37.225,15.0,1.0,63.675,42.05,9.5,91.60000000000001,58.925,15.75,0.0,0.0,1.25,10.4
Serie A,Alberto Paleari,it ITA,28,90.0,1000000,3.5,1.0,2.5,66.65,0.8,3.0,10.0,27.1,25.5,5.5,30.549999999999997,32.2,8.0,20.0,25.4,14.0,0.5,2.25,1.0,15.75
Serie A,Stefano Turati,it ITA,18,90.0,2000000,6.0,2.0,4.0,61.1,2.05,3.0,5.0,62.5,19.0,3.5,18.9,24.8,7.0,22.5,24.1,17.0,0.5,3.85,1.5,18.8
Serie A,Simone Colombi,it ITA,29,90.0,250000,4.833333333333333,1.8333333333333333,3.0,71.66666666666667,1.7999999999999998,4.333333333333333,9.0,39.916666666666664,16.666666666666668,3.3333333333333335,35.699999999999996,31.566666666666663,8.833333333333334,33.18333333333334,30.450000000000003,14.666666666666666,0.16666666666666666,1.2833333333333334,0.0,5.866666666666667
Serie A,Marco Festa,it ITA,28,90.0,400000,8.0,1.0,7.0,87.5,0.9,8.0,13.0,61.5,26.0,9.0,30.8,31.1,10.0,50.0,36.7,20.0,0.0,0.0,1.0,11.5
Serie A,Gianluigi Buffon,it ITA,42,89.49090909090908,1000000,3.1818181818181817,0.8545454545454545,2.3636363636363638,72.33636363636364,0.8781818181818183,2.581818181818182,6.036363636363636,42.08545454545454,21.345454545454544,4.781818181818182,17.405454545454546,26.247272727272726,6.781818181818182,23.240000000000002,30.05090909090909,11.763636363636364,0.16363636363636364,1.0854545454545452,0.9272727272727272,13.303636363636363
Serie A,Rafael,br BRA,38,67.43243243243244,200000,3.8947368421052633,1.4210526315789473,2.473684210526316,60.442105263157885,1.342105263157895,5.7368421052631575,13.842105263157896,43.24210526315789,18.842105263157894,2.789473684210526,50.89473684210526,37.61578947368421,8.052631578947368,55.8421052631579,39.69473684210526,15.157894736842104,0.42105263157894735,3.026315789473684,0.42105263157894735,8.252631578947367
Serie A,Karlo Letica,hr CRO,24,90.0,550000,6.0,2.6363636363636362,3.3636363636363638,54.56363636363637,1.7272727272727275,5.090909090909091,14.545454545454545,32.53636363636363,22.545454545454547,5.545454545454546,41.31818181818181,35.872727272727275,9.090909090909092,48.41818181818182,40.35454545454546,16.818181818181817,0.45454545454545453,2.4181818181818184,0.36363636363636365,8.445454545454545
Premier League,David Button,eng ENG,31,90.0,350000,4.666666666666667,1.3333333333333333,3.3333333333333335,84.45555555555555,1.1222222222222225,6.888888888888889,22.77777777777778,30.38888888888889,19.555555555555557,2.0,68.72222222222223,46.333333333333336,9.444444444444445,98.41111111111111,65.0888888888889,16.444444444444443,0.5555555555555556,4.033333333333333,0.4444444444444444,11.955555555555556
Laliga,Alberto Cifuentes,es ESP,41,90.0,100000,3.0,1.5,1.0,70.0,1.4500000000000002,11.0,30.0,38.4,26.5,1.5,84.45,53.8,7.5,100.0,63.15,16.0,0.0,0.0,2.0,13.5
Laliga,Andrés Fernández,es ESP,33,88.44827586206897,600000,3.8620689655172415,1.4482758620689655,2.4827586206896552,67.76896551724138,1.313793103448276,5.206896551724138,13.931034482758621,37.665517241379305,25.620689655172413,4.068965517241379,37.851724137931036,33.87241379310345,8.241379310344827,52.08620689655172,41.12758620689655,16.275862068965516,0.3448275862068966,2.203448275862069,0.896551724137931,12.079310344827585
Laliga,Roberto,es ESP,33,89.171875,500000,4.816901408450704,1.676056338028169,3.1549295774647885,66.88873239436619,1.7661971830985919,7.492957746478873,21.197183098591548,36.00281690140845,21.56338028169014,2.5492957746478875,67.56760563380281,47.05492957746478,7.52112676056338,87.75633802816901,59.44084507042254,13.647887323943662,0.4507042253521127,3.3028169014084505,0.7464788732394366,11.130985915492955
Premier League,Simon Moore,eng ENG,29,90.0,300000,5.5,3.0,2.5,45.0,2.25,5.0,19.5,25.4,18.5,2.0,76.2,51.400000000000006,5.5,100.0,69.35,10.0,0.0,0.0,0.0,6.0
Ligue 1,Paul Delecroix,gw GNB,31,68.0,200000,3.0,2.0,1.0,70.0,1.05,7.0,15.0,47.3,16.5,2.5,67.2,44.0,5.5,81.25,57.5,5.5,0.0,0.0,1.0,13.25
Ligue 1,Anthony Racioppi,ch SUI,21,90.0,1000000,4.428571428571429,1.5714285714285714,2.8095238095238093,63.06666666666667,1.580952380952381,4.619047619047619,14.142857142857142,31.45714285714286,22.476190476190474,4.904761904761905,38.58095238095238,34.25238095238095,8.428571428571429,66.47142857142858,47.64761904761905,15.714285714285714,0.3333333333333333,1.5523809523809522,0.6190476190476191,9.604761904761904
Ligue 1,Saturnin Allagbé,bj BEN,26,90.0,400000,5.5,2.5,3.0,58.65833333333334,1.6916666666666664,5.5,15.583333333333334,36.06666666666667,24.75,5.833333333333333,40.666666666666664,35.21666666666667,8.75,62.40833333333334,44.59166666666667,13.833333333333334,0.4166666666666667,2.55,1.4166666666666667,14.575000000000001
Laliga,Miguel Ángel Moyá,es ESP,35,88.60606060606061,800000,3.5454545454545454,1.0606060606060606,2.484848484848485,67.8090909090909,1.0484848484848484,6.666666666666667,13.06060606060606,53.72424242424242,28.363636363636363,3.515151515151515,29.62424242424243,32.27575757575758,7.484848484848484,63.07272727272728,43.14848484848484,13.242424242424242,0.6363636363636364,4.642424242424242,1.7878787878787878,16.933333333333334
Ligue 1,Yohann Pelé,fr FRA,38,75.45454545454545,250000,2.909090909090909,1.1818181818181819,1.6818181818181819,61.972727272727276,1.0363636363636364,3.3636363636363638,7.7727272727272725,40.82727272727272,18.727272727272727,4.363636363636363,28.672727272727272,30.781818181818178,6.136363636363637,43.49545454545454,37.33181818181817,9.772727272727273,0.5,4.545454545454545,1.0454545454545454,12.663636363636364
Laliga,Álvaro Fernández,es ESP,23,90.0,3000000,4.866666666666666,1.6666666666666667,3.2888888888888888,64.89333333333333,1.48,5.488888888888889,15.4,37.13333333333334,30.711111111111112,5.022222222222222,37.67333333333334,34.531111111111116,7.555555555555555,45.348888888888894,37.72666666666667,14.222222222222221,0.5777777777777777,3.9577777777777783,1.2444444444444445,14.926666666666666
Ligue 1,Ludovic Butelle,fr FRA,36,89.27160493827161,100000,3.8518518518518516,1.2592592592592593,2.617283950617284,64.77654320987654,1.1580246913580245,5.530864197530864,15.209876543209877,37.97283950617284,19.641975308641975,4.728395061728395,45.55185185185186,37.453086419753085,7.8765432098765435,77.25925925925925,51.441975308641986,13.555555555555555,0.6666666666666666,4.32962962962963,0.9876543209876543,12.32716049382716
Ligue 1,Yoan Cardinale,fr FRA,24,90.0,300000,4.076923076923077,1.6923076923076923,2.4615384615384617,66.20769230769231,1.3076923076923077,3.0,6.153846153846154,39.3,19.923076923076923,4.384615384615385,12.0,24.78461538461538,8.307692307692308,35.300000000000004,37.830769230769235,11.384615384615385,0.38461538461538464,3.076923076923077,0.7692307692307693,13.63846153846154
Ligue 1,Matthieu Dreyer,fr FRA,32,90.0,300000,3.6451612903225805,1.6129032258064515,2.064516129032258,61.71290322580645,1.2967741935483872,4.451612903225806,12.612903225806452,35.696774193548386,17.129032258064516,2.903225806451613,40.254838709677415,36.1741935483871,7.774193548387097,69.86451612903227,47.31935483870968,13.774193548387096,0.1935483870967742,1.3870967741935485,0.5161290322580645,11.683870967741935
Premier League,Will Norris,eng ENG,27,60.333333333333336,200000,2.0,1.3333333333333333,0.6666666666666666,22.233333333333334,0.3,6.666666666666667,16.0,29.03333333333333,13.0,0.3333333333333333,55.23333333333333,36.13333333333333,6.0,59.26666666666667,41.9,9.0,0.6666666666666666,3.6999999999999997,0.3333333333333333,7.266666666666667
Premier League,Bailey Peacock-Farrell,nir NIR,24,90.0,900000,6.0,3.1666666666666665,2.8333333333333335,45.833333333333336,1.9500000000000002,10.833333333333334,22.666666666666668,48.51666666666667,19.833333333333332,1.3333333333333333,79.76666666666667,49.35,7.166666666666667,95.36666666666667,66.38333333333334,12.666666666666666,0.0,0.0,1.1666666666666667,12.1
Ligue 1,Arthur Desmas,fr FRA,27,86.93333333333334,1200000,4.4,2.2,2.2666666666666666,47.93333333333333,1.4933333333333332,2.1333333333333333,8.866666666666667,21.873333333333335,20.133333333333333,3.533333333333333,26.18,29.740000000000002,7.466666666666667,36.65333333333333,31.453333333333333,10.6,0.3333333333333333,3.6599999999999997,0.26666666666666666,6.640000000000001
Ligue 1,Alexandre Oukidja,dz ALG,33,88.62626262626263,600000,4.222222222222222,1.3838383838383839,2.8484848484848486,69.02525252525253,1.272727272727273,6.707070707070707,18.13131313131313,37.53939393939394,22.383838383838384,4.848484848484849,51.74444444444443,40.74747474747474,7.98989898989899,77.78888888888888,54.92525252525253,15.737373737373737,1.2323232323232323,8.155555555555555,1.3333333333333333,13.662626262626262
Ligue 1,Marc-Aurèle Caillard,fr FRA,27,84.28888888888889,700000,4.511111111111111,1.6444444444444444,2.8444444444444446,65.96444444444445,1.4822222222222219,6.0,15.466666666666667,36.871111111111105,16.133333333333333,3.8666666666666667,48.44888888888889,39.26666666666666,8.244444444444444,83.42666666666666,56.01555555555555,13.177777777777777,0.6,4.144444444444445,0.4222222222222222,10.222222222222223
