Tournament,Player,Nation,Age,Min,Market_value,Shot_Stopping_SoTA,Shot_Stopping_GA,Shot_Stopping_Saves,Shot_Stopping_Save%,Shot_Stopping_PSxG,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist
Premier League,Darren Randolph,ie IRL,33,90.0,500000,4.666666666666667,2.0,2.6666666666666665,66.66666666666667,1.5333333333333334,5.333333333333333,13.833333333333334,38.13333333333333,13.0,1.5,62.85,43.75,7.5,77.51666666666667,50.616666666666674,16.333333333333332,0.0,0.0,1.1666666666666667,14.35
Premier League,Mark Travers,ie IRL,23,85.9090909090909,2000000,5.357142857142857,2.7857142857142856,2.7857142857142856,61.4,1.9714285714285715,6.642857142857143,15.428571428571429,43.35714285714285,19.142857142857142,4.214285714285714,43.121428571428574,35.82857142857143,10.142857142857142,67.97142857142858,51.12857142857143,20.0,0.42857142857142855,2.0785714285714287,0.7142857142857143,11.414285714285715
Premier League,Neto,br BRA,33,89.48275862068965,2500000,4.044444444444444,1.011111111111111,3.022222222222222,76.08555555555556,1.228888888888889,4.966666666666667,13.677777777777777,37.95333333333333,18.57777777777778,4.555555555555555,43.76444444444444,37.181111111111115,8.066666666666666,68.1211111111111,50.15888888888888,16.38888888888889,0.5222222222222223,2.9077777777777776,0.5111111111111111,10.281111111111112
Premier League,José Sá,pt POR,29,89.13461538461539,18000000,4.202702702702703,1.1081081081081081,3.081081081081081,75.09324324324325,1.2108108108108107,3.1621621621621623,10.702702702702704,31.056756756756755,23.175675675675677,5.472972972972973,34.54054054054055,33.59864864864865,6.8108108108108105,43.19459459459459,37.27162162162162,14.702702702702704,1.2162162162162162,8.60945945945946,0.972972972972973,12.424324324324324
Premier League,Adrián,es ESP,33,86.51515151515152,1000000,4.441860465116279,1.6744186046511629,2.813953488372093,61.23488372093023,1.344186046511628,5.6976744186046515,16.558139534883722,36.193023255813955,21.13953488372093,3.7209302325581395,56.795348837209296,41.50697674418605,7.72093023255814,62.66046511627907,45.888372093023264,13.651162790697674,0.5813953488372093,4.506976744186046,1.6744186046511629,14.611627906976741
Premier League,Caoimhín Kelleher,ie IRL,22,90.0,8000000,3.3333333333333335,0.5,2.8333333333333335,90.28333333333335,0.9166666666666666,1.0,6.0,20.03333333333333,31.166666666666668,5.5,16.933333333333334,25.3,6.166666666666667,19.116666666666667,25.7,11.5,0.3333333333333333,2.1,1.1666666666666667,16.633333333333333
Premier League,Alisson,br BRA,29,89.63978494623656,50000000,3.094736842105263,0.8,2.287719298245614,70.53508771929825,0.8785964912280703,3.3157894736842106,7.4,46.1919298245614,29.971929824561403,5.698245614035088,18.7459649122807,27.51824561403509,5.298245614035087,29.695087719298247,32.98421052631579,10.171929824561403,0.47719298245614034,5.874035087719298,2.1333333333333333,17.849122807017544
Premier League,Fraser Forster,eng ENG,34,90.0,1500000,4.938461538461539,1.646153846153846,3.3076923076923075,64.41230769230769,1.5,4.984615384615385,17.6,29.046153846153846,22.307692307692307,3.3692307692307693,53.895384615384614,40.40923076923077,7.3538461538461535,76.56153846153846,52.31538461538462,14.584615384615384,0.7846153846153846,5.584615384615384,1.2153846153846153,11.989230769230769
Premier League,Hugo Lloris,fr FRA,35,89.54143646408839,7000000,3.7868217054263567,1.0348837209302326,2.7751937984496124,69.97286821705427,1.0864341085271316,3.852713178294574,9.511627906976743,40.973643410852716,22.4031007751938,4.612403100775194,31.725193798449613,31.837984496124033,6.8023255813953485,32.805426356589145,30.631782945736433,13.631782945736434,0.6395348837209303,5.363565891472867,1.1511627906976745,12.177906976744184
Premier League,Alphonse Areola,fr FRA,29,89.27722772277228,8000000,3.5775862068965516,1.0172413793103448,2.5775862068965516,70.22155172413794,1.0724137931034483,2.9051724137931036,7.275862068965517,41.689655172413794,20.03448275862069,4.706896551724138,23.311206896551724,27.123275862068958,6.844827586206897,35.362931034482756,33.75431034482759,12.594827586206897,0.5689655172413793,5.182758620689653,0.9741379310344828,12.996551724137932
Premier League,Tom Heaton,eng ENG,33,88.5813953488372,600000,4.639344262295082,1.5245901639344261,3.2295081967213113,67.17049180327868,1.3016393442622949,7.344262295081967,20.540983606557376,36.3016393442623,21.81967213114754,3.9836065573770494,61.559016393442626,43.398360655737704,8.934426229508198,75.85081967213114,54.42950819672131,17.37704918032787,0.47540983606557374,2.865573770491803,1.098360655737705,12.429508196721311
Premier League,Jack Butland,eng ENG,29,88.97727272727273,1500000,5.3090909090909095,1.6363636363636365,3.7454545454545456,63.738181818181815,1.6436363636363631,9.654545454545454,25.363636363636363,37.230909090909094,26.2,2.9454545454545453,67.4090909090909,46.50181818181819,9.218181818181819,82.81272727272727,58.19454545454545,17.145454545454545,0.9272727272727272,5.052727272727274,1.0545454545454545,13.212727272727276
Premier League,David de Gea,es ESP,31,89.76439790575917,15000000,4.007168458781362,1.1971326164874552,2.85663082437276,70.85806451612902,1.1519713261648745,3.956989247311828,10.799283154121865,36.43870967741936,18.8673835125448,3.781362007168459,34.34014336917563,33.11075268817204,7.326164874551972,49.369892473118284,39.78530465949821,13.100358422939069,0.24372759856630824,2.018279569892473,0.7132616487455197,11.287455197132616
Premier League,Loris Karius,de GER,24,90.0,1500000,2.161290322580645,0.6451612903225806,1.5161290322580645,73.38709677419355,0.6064516129032257,3.6451612903225805,11.580645161290322,30.916129032258056,26.903225806451612,5.225806451612903,34.84516129032258,33.11290322580644,5.064516129032258,53.0258064516129,45.85161290322581,9.903225806451612,0.45161290322580644,4.5,1.7096774193548387,13.609677419354838
Premier League,Nick Pope,eng ENG,30,89.77564102564102,18000000,4.37037037037037,1.1728395061728396,3.2098765432098766,72.63004115226337,1.1855967078189302,7.802469135802469,22.156378600823047,35.10658436213992,23.0,4.42798353909465,66.02674897119341,46.099999999999994,7.481481481481482,87.45802469135802,60.94814814814815,16.25925925925926,1.3045267489711934,7.757613168724279,1.7613168724279835,15.797942386831274
Premier League,Martin Dúbravka,sk SVK,33,90.0,4000000,4.226130653266332,1.2864321608040201,2.9648241206030153,69.3643216080402,1.307035175879397,7.060301507537688,18.693467336683415,39.0110552763819,21.92964824120603,3.512562814070352,52.73969849246232,39.47738693467336,8.618090452261306,84.16633165829145,57.3175879396985,16.949748743718594,0.8793969849246231,5.492964824120603,0.7788944723618091,11.06030150753769
Premier League,Robin Olsen,se SWE,32,89.24528301886792,2000000,4.844827586206897,1.5862068965517242,3.310344827586207,70.29310344827586,1.4586206896551728,5.206896551724138,13.724137931034482,40.81896551724139,22.051724137931036,4.741379310344827,40.775862068965516,36.52758620689655,8.586206896551724,53.610344827586204,44.23793103448276,15.672413793103448,0.6379310344827587,3.805172413793103,0.6206896551724138,12.118965517241381
Premier League,Emiliano Martínez,ar ARG,29,89.07766990291262,28000000,4.26875,1.225,3.04375,74.05499999999999,1.1731250000000002,5.03125,13.625,36.40625,25.1,4.5125,39.8175,35.146249999999995,6.69375,45.55,38.285000000000004,14.125,1.11875,8.466249999999999,0.80625,11.8875
Premier League,Jed Steer,eng ENG,28,48.5,600000,1.3333333333333333,1.0,0.3333333333333333,8.333333333333334,0.7333333333333334,1.0,4.333333333333333,9.1,11.333333333333334,2.3333333333333335,9.366666666666667,27.46666666666667,2.6666666666666665,77.76666666666667,53.73333333333333,4.333333333333333,0.3333333333333333,3.033333333333333,0.3333333333333333,5.433333333333334
Premier League,Willy Caballero,ar ARG,40,90.0,200000,3.2857142857142856,1.4761904761904763,1.9047619047619047,52.38571428571428,0.9380952380952381,4.809523809523809,11.380952380952381,43.823809523809516,25.523809523809526,2.857142857142857,31.95714285714285,31.452380952380945,5.761904761904762,50.18095238095238,39.46666666666667,10.761904761904763,0.3333333333333333,2.2571428571428576,1.380952380952381,13.066666666666666
Premier League,Alex McCarthy,eng ENG,32,90.0,2000000,4.473118279569892,1.6559139784946237,2.860215053763441,64.25967741935484,1.4118279569892473,5.145161290322581,16.865591397849464,30.49838709677419,22.801075268817204,3.5376344086021505,53.434946236559135,39.45215053763441,6.67741935483871,77.2478494623656,52.67903225806451,14.731182795698924,0.8387096774193549,5.176881720430107,0.7204301075268817,10.71774193548387
Premier League,Gavin Bazunu,ie IRL,20,90.0,15000000,4.136363636363637,1.8181818181818181,2.409090909090909,53.8909090909091,1.263636363636364,8.045454545454545,21.681818181818183,36.91363636363636,31.727272727272727,4.454545454545454,55.881818181818176,40.736363636363635,6.409090909090909,64.76363636363637,49.56818181818182,13.590909090909092,1.2727272727272727,10.44090909090909,1.6363636363636365,13.16818181818182
Premier League,Jordan Pickford,eng ENG,28,89.75257731958763,28000000,4.294915254237288,1.3864406779661016,2.9389830508474577,65.21389830508475,1.3471186440677965,7.461016949152542,20.71186440677966,36.45389830508475,27.477966101694914,4.3254237288135595,56.335254237288126,42.80542372881356,7.359322033898305,71.5,54.44,14.047457627118645,0.5423728813559322,3.7389830508474575,1.0677966101694916,13.407796610169491
Ligue 1,Alexandre Olliero,fr FRA,23,90.0,700000,1.0,1.0,0.0,100.0,1.0,4.0,9.0,44.4,20.0,4.0,30.0,37.6,3.0,100.0,77.0,11.0,0.0,0.0,2.0,18.3
Ligue 1,Yehvann Diouf,fr FRA,22,85.5,1000000,4.7,0.8,3.9,87.69,1.1400000000000001,4.0,11.5,33.739999999999995,22.9,6.4,35.599999999999994,34.71,6.8,50.46999999999999,40.970000000000006,16.8,1.2,6.469999999999999,0.7,11.69
Ligue 1,Jessy Moulin,fr FRA,36,88.80434782608695,250000,3.9347826086956523,1.326086956521739,2.6739130434782608,67.65652173913044,1.1608695652173913,4.043478260869565,12.630434782608695,34.29782608695652,23.782608695652176,5.195652173913044,33.380434782608695,35.03478260869566,7.913043478260869,53.915217391304346,44.48695652173913,14.0,0.782608695652174,6.876086956521739,0.5,12.289130434782608
Ligue 1,Gauthier Gallon,fr FRA,29,90.0,2000000,4.465116279069767,1.6511627906976745,2.9069767441860463,65.22093023255815,1.4534883720930232,4.976744186046512,12.976744186046512,36.818604651162794,24.790697674418606,4.8604651162790695,34.979069767441864,32.95348837209303,7.744186046511628,46.97441860465116,36.439534883720924,13.186046511627907,0.6511627906976745,4.502325581395348,0.6976744186046512,12.474418604651165
Ligue 1,Mateusz Lis,pl POL,25,90.0,1000000,5.666666666666667,1.6666666666666667,3.6666666666666665,81.89999999999999,2.266666666666667,4.666666666666667,16.0,28.5,21.333333333333332,2.6666666666666665,57.43333333333334,42.833333333333336,13.333333333333334,33.333333333333336,30.600000000000005,16.333333333333332,0.3333333333333333,1.8666666666666665,1.0,20.333333333333332
Ligue 1,Maxime Dupé,fr FRA,29,88.14814814814815,2000000,4.62962962962963,1.7407407407407407,2.740740740740741,63.85925925925926,1.62962962962963,5.407407407407407,13.703703703703704,41.62592592592593,24.77777777777778,4.2592592592592595,37.48148148148148,34.1,7.37037037037037,66.1148148148148,47.97037037037038,14.185185185185185,0.8518518518518519,6.162962962962963,0.9629629629629629,11.766666666666666
Ligue 1,Eiji Kawashima,jp JPN,38,89.25454545454545,200000,4.7272727272727275,1.6545454545454545,3.036363636363636,68.55818181818181,1.598181818181818,7.8,18.527272727272727,44.39818181818181,22.236363636363638,4.254545454545455,52.40363636363636,40.632727272727266,8.2,79.96000000000001,55.530909090909084,14.254545454545454,0.38181818181818183,2.632727272727273,0.8,12.356363636363637
Ligue 1,Matz Sels,be BEL,30,90.0,8000000,3.9754098360655736,1.3278688524590163,2.639344262295082,68.4844262295082,1.2114754098360656,5.836065573770492,14.573770491803279,41.65573770491804,21.75409836065574,4.401639344262295,43.778688524590166,36.923770491803275,7.319672131147541,62.333606557377045,47.431147540983595,13.672131147540984,0.6475409836065574,4.603278688524591,0.8114754098360656,11.123770491803278
Ligue 1,Vito Mannone,it ITA,34,88.9090909090909,300000,3.8181818181818183,1.4545454545454546,2.3636363636363638,66.66363636363636,1.3090909090909089,4.363636363636363,13.363636363636363,32.49090909090909,24.636363636363637,2.727272727272727,34.13636363636363,33.07272727272726,7.0,63.2,47.27272727272727,12.545454545454545,0.18181818181818182,1.3,1.0909090909090908,15.409090909090908
Ligue 1,Julian Pollersbeck,de GER,27,72.66666666666667,600000,4.5,1.3125,3.1875,69.69999999999999,1.425,4.0,12.6875,37.18125,38.75,4.625,32.00625,32.849999999999994,6.1875,36.04375,37.66875,10.0625,1.0625,11.706249999999999,1.375,15.993749999999999
Ligue 1,Yvon Mvogo,ch SUI,28,84.42857142857143,3500000,4.052631578947368,1.3157894736842106,2.789473684210526,67.36315789473684,1.068421052631579,4.578947368421052,11.31578947368421,48.1578947368421,23.473684210526315,3.6842105263157894,32.01578947368421,30.426315789473687,6.7368421052631575,46.852631578947374,36.74736842105263,16.789473684210527,0.7368421052631579,4.078947368421052,0.7368421052631579,10.489473684210527
Ligue 1,Yahia Fofana,fr FRA,22,90.0,2500000,5.0,1.875,3.125,64.4875,1.625,3.25,11.375,33.875,23.75,6.125,34.325,33.2875,6.625,45.625,39.85,13.125,1.375,8.85,0.625,11.787500000000001
Ligue 1,Paul Bernardoni,fr FRA,25,89.66428571428571,5000000,4.357142857142857,1.6357142857142857,2.757142857142857,67.81428571428572,1.4721428571428572,4.764285714285714,14.464285714285714,34.12428571428571,20.614285714285714,4.978571428571429,43.54357142857143,36.39428571428572,7.357142857142857,66.99857142857142,48.56285714285715,12.57857142857143,0.7571428571428571,6.3757142857142854,1.0785714285714285,12.910714285714286
Premier League,Illan Meslier,fr FRA,22,89.58620689655173,22000000,5.481751824817518,1.854014598540146,3.664233576642336,68.17372262773722,1.5029197080291972,2.5985401459854014,9.671532846715328,28.138686131386862,28.598540145985403,7.109489051094891,25.96642335766423,29.04014598540146,6.956204379562044,30.837226277372263,30.47737226277372,11.562043795620438,0.6423357664233577,4.841605839416058,1.0656934306569343,13.724087591240874
Premier League,Kristoffer Klaesson,no NOR,21,36.0,2000000,4.0,0.0,4.0,100.0,0.6,1.0,3.0,33.3,8.0,2.0,25.0,30.4,3.0,33.3,28.7,7.0,0.0,0.0,2.0,23.7
Ligue 1,Donovan Léon,gf GUF,26,61.5,600000,5.5,1.5,4.0,85.7,2.15,4.0,10.0,51.0,17.0,4.0,33.35,33.2,4.0,63.35,43.95,15.0,1.0,4.0,0.0,2.65
Premier League,Joel Robles,es ESP,30,88.51785714285714,1200000,3.7857142857142856,1.3928571428571428,2.4285714285714284,65.64107142857144,1.3517857142857144,4.5,13.214285714285714,33.73571428571429,26.839285714285715,4.285714285714286,36.8,33.95178571428571,6.857142857142857,39.14642857142858,35.62678571428571,13.089285714285714,0.375,2.894642857142857,1.6964285714285714,16.794642857142854
Ligue 1,Ouparine Djoco,sn SEN,23,88.16666666666667,600000,4.125,1.5,2.7083333333333335,66.61666666666666,1.1833333333333333,3.8333333333333335,12.583333333333334,33.37916666666666,24.333333333333332,4.458333333333333,35.525,33.15,6.416666666666667,52.4375,38.13333333333333,12.666666666666666,0.9583333333333334,6.808333333333334,1.1666666666666667,14.570833333333333
Ligue 1,Mory Diaw,sn SEN,29,90.0,1500000,5.266666666666667,1.5333333333333334,3.6,77.64666666666668,1.9266666666666667,6.4,16.0,34.693333333333335,28.2,5.266666666666667,42.61333333333333,38.26,7.333333333333333,47.88666666666667,42.04,13.533333333333333,0.9333333333333333,7.06,0.5333333333333333,10.7
Ligue 1,Rémy Riou,fr FRA,34,82.75,400000,3.0,1.0,2.0,82.5,0.925,2.0,5.25,35.725,25.0,5.25,15.875,26.95,6.0,22.75,26.0,10.25,1.25,13.200000000000001,1.25,16.225
Ligue 1,Anthony Lopes,pt POR,31,89.20224719101124,9000000,3.848314606741573,1.1573033707865168,2.747191011235955,70.1938202247191,1.0707865168539326,3.601123595505618,8.662921348314606,43.0438202247191,24.53370786516854,4.938202247191011,25.14831460674157,29.89101123595506,6.825842696629214,31.28932584269663,34.00505617977528,12.640449438202246,0.43258426966292135,3.59438202247191,0.9943820224719101,14.268539325842697
Ligue 1,Steve Mandanda,fr FRA,37,88.31506849315069,1500000,3.4657534246575343,1.1027397260273972,2.3835616438356166,65.23904109589041,1.0342465753424657,4.5,12.883561643835616,37.24452054794521,26.08219178082192,4.568493150684931,36.14520547945206,33.928082191780824,6.376712328767123,49.86643835616438,40.384246575342466,12.356164383561644,0.726027397260274,5.656849315068492,0.8767123287671232,12.446575342465755
Ligue 1,Romain Salin,fr FRA,37,90.0,300000,3.8,1.05,2.7,68.925,0.9800000000000001,5.05,12.95,40.65,27.45,5.15,29.109999999999996,31.1,8.05,57.61,45.19500000000001,13.0,0.25,2.9000000000000004,2.15,17.595000000000002
Ligue 1,Rubén Blanco,es ESP,25,88.80392156862744,3000000,3.950980392156863,1.4215686274509804,2.5392156862745097,60.71764705882353,1.2950980392156861,5.7745098039215685,16.362745098039216,35.305882352941175,24.980392156862745,4.0,43.37745098039217,36.741176470588236,8.176470588235293,66.17058823529412,49.076470588235296,14.490196078431373,0.39215686274509803,3.036274509803922,0.7745098039215687,10.784313725490197
Ligue 1,Pau López,es ESP,25,89.2516129032258,12000000,3.890322580645161,1.2193548387096773,2.6774193548387095,70.5509677419355,1.235483870967742,3.967741935483871,10.561290322580644,39.09870967741936,28.903225806451612,5.109677419354838,27.255483870967744,30.6116129032258,6.638709677419355,43.05161290322581,38.47225806451613,11.470967741935484,0.6064516129032258,5.32258064516129,1.2838709677419355,15.410322580645161
Ligue 1,Alexandre Letellier,fr FRA,31,84.14285714285714,400000,3.142857142857143,1.2142857142857142,2.0,58.69285714285714,1.0285714285714285,6.428571428571429,14.428571428571429,43.67857142857143,16.714285714285715,4.285714285714286,43.45,37.371428571428574,7.357142857142857,78.12142857142855,57.07857142857142,13.428571428571429,0.2857142857142857,2.8000000000000003,0.35714285714285715,11.421428571428573
Ligue 1,Sergio Rico,es ESP,25,87.9875,4000000,4.865979381443299,1.7835051546391754,3.11340206185567,61.71134020618557,1.5721649484536082,6.350515463917525,15.742268041237113,36.981443298969076,19.61855670103093,3.5876288659793816,47.41649484536083,37.08350515463918,8.1340206185567,66.91237113402062,48.43298969072166,14.845360824742269,0.29896907216494845,1.9896907216494846,0.6701030927835051,11.208247422680413
Ligue 1,Thomas Didillon,fr FRA,21,90.0,1200000,3.888888888888889,1.5555555555555556,2.4444444444444446,59.78888888888889,1.5111111111111113,8.11111111111111,18.333333333333332,42.422222222222224,21.555555555555557,5.111111111111111,50.67777777777778,40.9,8.777777777777779,86.32222222222222,55.833333333333336,16.11111111111111,1.3333333333333333,12.4,1.1111111111111112,13.066666666666666
Ligue 1,Alexander Nübel,de GER,25,90.0,10000000,4.292929292929293,1.3333333333333333,3.01010101010101,67.3868686868687,1.3161616161616163,5.0606060606060606,13.202020202020202,41.55050505050505,24.22222222222222,4.252525252525253,35.868686868686865,33.95757575757575,7.646464646464646,58.17878787878789,44.67878787878788,12.191919191919192,0.6868686868686869,6.072727272727273,0.98989898989899,14.296969696969699
Ligue 1,Gianluigi Donnarumma,it ITA,21,88.93820224719101,50000000,3.5898876404494384,1.0056179775280898,2.5730337078651684,68.6129213483146,0.9932584269662922,3.8707865168539324,8.758426966292134,45.94101123595506,24.651685393258425,4.769662921348314,23.389887640449437,27.91966292134832,6.713483146067416,36.21348314606742,32.67359550561798,13.303370786516854,0.6067415730337079,4.943820224719101,1.050561797752809,13.37247191011236
Premier League,Marcus Bettinelli,eng ENG,26,90.0,2000000,5.8,3.0,2.7,42.39,2.7,9.8,21.2,45.95,25.8,4.6,49.75,37.35,9.7,87.49000000000001,55.15,17.0,0.1,0.71,1.7,14.870000000000001
Premier League,Edouard Mendy,sn SEN,30,89.33823529411765,25000000,3.1595744680851063,0.9148936170212766,2.2606382978723403,69.03989361702128,0.9053191489361702,3.7127659574468086,9.308510638297872,38.66489361702128,24.617021276595743,4.170212765957447,26.543085106382975,29.37872340425532,5.941489361702128,38.32127659574468,32.50904255319149,12.601063829787234,0.7659574468085106,6.766489361702127,0.9840425531914894,13.070744680851066
Premier League,Kepa Arrizabalaga,es ESP,27,89.22413793103448,15000000,3.4662576687116564,1.2208588957055215,2.2699386503067487,65.51779141104294,1.1276073619631903,4.147239263803681,9.558282208588958,39.36196319018405,26.496932515337424,4.4969325153374236,25.206748466257668,29.749693251533735,6.3496932515337425,41.155214723926385,37.28957055214724,10.83435582822086,0.5521472392638037,5.1294478527607374,1.0613496932515338,14.21717791411043
Ligue 1,Joaquín Blázquez,ar ARG,21,90.0,500000,3.0,0.0,3.0,100.0,0.2,8.0,13.0,61.5,18.0,3.0,61.1,45.7,11.0,18.2,26.3,11.0,2.0,18.2,0.0,3.5
Ligue 1,Brice Samba,cg CGO,28,89.2280701754386,8000000,4.491228070175438,1.1929824561403508,3.3157894736842106,75.11929824561403,1.4736842105263157,8.105263157894736,17.771929824561404,47.9859649122807,25.210526315789473,4.56140350877193,51.05789473684211,39.108771929824556,7.157894736842105,65.2,46.487719298245615,14.0,0.8947368421052632,6.517543859649122,0.7017543859649122,12.307017543859649
Ligue 1,Jean-Louis Leca,fr FRA,35,87.90625,300000,3.6875,1.3125,2.40625,66.18125,1.1609375,4.59375,11.765625,41.02343749999999,20.296875,4.28125,40.8984375,33.892187500000006,7.125,39.9671875,35.51718749999999,12.078125,0.546875,6.471875,0.828125,13.353125
Ligue 1,Marco Bizot,nl NED,31,90.0,4000000,4.634615384615385,1.6346153846153846,3.019230769230769,67.35000000000001,1.4807692307692308,6.711538461538462,14.961538461538462,44.87692307692306,22.115384615384617,5.019230769230769,41.2326923076923,36.62884615384615,8.153846153846153,65.05576923076923,48.77884615384615,13.403846153846153,0.46153846153846156,3.3346153846153848,0.8461538461538461,10.949999999999998
Premier League,Scott Carson,eng ENG,35,90.0,250000,5.0,3.0,1.0,60.0,2.4,0.0,1.0,0.0,14.0,6.0,0.0,18.9,2.0,50.0,29.5,10.0,0.0,0.0,0.0,16.5
Ligue 1,Kasper Schmeichel,dk DEN,35,89.9746192893401,2500000,3.8836363636363638,1.3054545454545454,2.5745454545454547,68.09127272727272,1.1894545454545455,5.643636363636364,13.676363636363636,43.01745454545454,25.44727272727273,4.032727272727273,37.81890909090909,35.120363636363635,6.796363636363636,50.145818181818186,41.603272727272724,13.33090909090909,0.45454545454545453,3.4890909090909092,0.8836363636363637,13.697454545454546
Ligue 1,Benoît Costil,fr FRA,35,90.0,1500000,4.206703910614525,1.5083798882681565,2.6815642458100557,64.95921787709497,1.3268156424581006,6.687150837988827,15.94413407821229,43.48770949720671,24.71508379888268,3.664804469273743,41.579888268156424,36.38882681564246,8.29050279329609,65.0877094972067,47.322905027932954,14.620111731843576,0.49162011173184356,3.564245810055866,0.9050279329608939,13.236312849162012
Bundesliga,Ralf Fährmann,de GER,31,21.0,400000,4.797297297297297,1.5405405405405406,3.27027027027027,66.37837837837837,1.362162162162162,5.1891891891891895,14.337837837837839,37.76081081081081,23.68918918918919,4.297297297297297,41.1,36.372972972972974,7.324324324324325,60.13108108108108,44.87027027027027,13.95945945945946,1.027027027027027,7.186486486486486,0.7972972972972973,12.01081081081081
Ligue 1,Lucas Chevalier,fr FRA,20,90.0,5000000,3.5555555555555554,1.1111111111111112,2.4444444444444446,79.26666666666667,0.9333333333333331,2.3333333333333335,11.666666666666666,20.46666666666667,25.11111111111111,3.888888888888889,37.72222222222222,34.67777777777778,4.0,52.31111111111111,38.96666666666667,11.88888888888889,1.1111111111111112,9.222222222222223,0.5555555555555556,10.866666666666667
Bundesliga,Patrick Pentz,at AUT,25,90.0,1500000,4.142857142857143,2.0,2.2857142857142856,61.199999999999996,1.7142857142857142,4.142857142857143,13.428571428571429,30.871428571428574,21.714285714285715,3.5714285714285716,46.24285714285715,36.98571428571429,8.428571428571429,42.24285714285714,37.885714285714286,14.714285714285714,1.1428571428571428,7.685714285714285,0.5714285714285714,13.442857142857141
Bundesliga,Kevin Trapp,de GER,27,90.0,8500000,4.625899280575539,1.525179856115108,3.143884892086331,65.42877697841728,1.39568345323741,6.496402877697841,16.87769784172662,38.32374100719424,30.381294964028775,4.237410071942446,42.821582733812946,35.139568345323745,7.223021582733813,51.50215827338129,43.23525179856116,13.29496402877698,0.5755395683453237,4.808633093525181,1.2733812949640289,14.707194244604317
Premier League,Aaron Ramsdale,eng ENG,24,90.0,30000000,4.427184466019417,1.4223300970873787,3.0242718446601944,69.81116504854369,1.316990291262136,5.135922330097087,16.844660194174757,30.378155339805833,24.83495145631068,4.242718446601942,49.34514563106796,39.393689320388354,6.218446601941747,77.15679611650485,57.29708737864078,13.830097087378642,0.6941747572815534,5.507281553398058,1.1310679611650485,11.973300970873787
Bundesliga,Jonas Omlin,ch SUI,28,86.65714285714286,7000000,5.114285714285714,1.5285714285714285,3.6142857142857143,67.24857142857141,1.565714285714286,5.271428571428571,12.8,41.582857142857144,25.62857142857143,5.814285714285714,32.72857142857143,32.392857142857146,8.157142857142857,49.82,41.27571428571429,14.942857142857143,1.042857142857143,6.567142857142858,0.7571428571428571,12.372857142857141
Ligue 1,Rémy Descamps,fr FRA,26,90.0,800000,6.0,1.0,5.0,83.3,1.5,5.0,9.0,55.6,20.0,9.0,25.0,33.2,6.0,66.7,46.5,11.0,1.0,9.1,0.0,7.0
Ligue 1,Alban Lafont,fr FRA,19,89.75661375661376,16000000,4.058201058201059,1.3174603174603174,2.746031746031746,67.06825396825397,1.2534391534391534,5.777777777777778,16.275132275132275,35.598941798941794,23.402116402116402,4.275132275132275,46.32063492063493,38.331216931216936,7.550264550264551,70.39735449735448,50.83333333333334,14.100529100529101,0.5873015873015873,4.2862433862433855,1.291005291005291,14.467195767195768
Ligue 1,Matis Carvalho,pt POR,23,69.33333333333333,300000,5.333333333333333,2.3333333333333335,3.3333333333333335,37.5,1.5333333333333332,6.0,20.0,29.166666666666668,18.666666666666668,2.6666666666666665,72.66666666666667,48.1,7.666666666666667,84.13333333333333,55.63333333333333,16.0,0.6666666666666666,3.6999999999999997,0.0,7.433333333333334
Ligue 1,Bingourou Kamara,sn SEN,25,88.09375,800000,4.46875,1.78125,2.6875,60.846875,1.440625,6.375,16.5,39.46875,22.9375,4.4375,43.8,36.846875,8.09375,77.503125,52.915625,13.375,0.71875,4.846875000000001,0.5,11.6125
Ligue 1,Dimitry Bertaud,fr FRA,23,77.66666666666667,1500000,4.375,1.4166666666666667,2.9583333333333335,58.69166666666667,1.3208333333333333,6.708333333333333,14.708333333333334,42.65833333333333,22.0,5.083333333333333,39.65416666666667,34.775,8.291666666666666,58.708333333333336,45.06666666666666,12.708333333333334,0.75,4.3875,0.375,9.583333333333334
Ligue 1,Benjamin Lecomte,fr FRA,31,89.99285714285715,4000000,3.5785714285714287,1.1428571428571428,2.4642857142857144,67.0157142857143,1.0935714285714286,6.271428571428571,14.585714285714285,44.442142857142855,25.185714285714287,4.771428571428571,41.96642857142857,36.497857142857136,7.128571428571429,54.689285714285724,43.34571428571428,13.042857142857143,0.7357142857142858,5.922142857142856,1.25,14.64714285714286
Laliga,David Gil,es ESP,26,90.0,700000,4.25,2.5,1.75,47.5,1.5250000000000001,8.0,26.0,30.95,21.25,2.25,80.4,52.75,9.25,97.225,64.375,15.5,0.5,2.0,0.25,10.0
Laliga,Sergio Herrera,es ESP,29,89.31632653061224,8000000,3.9693877551020407,1.2857142857142858,2.663265306122449,67.9326530612245,1.269387755102041,10.357142857142858,24.602040816326532,42.30612244897959,25.316326530612244,2.683673469387755,70.00816326530612,47.2030612244898,8.10204081632653,85.89081632653061,58.107142857142854,14.510204081632653,0.7551020408163265,5.4326530612244905,1.8265306122448979,15.931632653061223
