Player,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Yvon Mvogo,30.571428571428573,19.571428571428573,10.857142857142858,3.357142857142857,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,22.285714285714285,0.1428571428571428,0.0714285714285714
Gedeon Kalulu,47.083333333333336,38.66666666666666,8.25,1.5833333333333333,0.0,0.25,1.0833333333333333,6.666666666666667,0.0,0.0,0.0,0.0,36.16666666666666,0.1666666666666666,1.1666666666666667
Julien Laporte,46.15384615384615,44.55128205128205,1.4230769230769231,1.294871794871795,0.0256410256410256,0.5,0.0256410256410256,0.0769230769230769,0.0,0.0,0.0,0.0,38.64102564102564,0.1794871794871795,0.2307692307692307
Montassar Talbi,46.266666666666666,44.0,2.2666666666666666,0.8,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.2666666666666666
Vincent Le Goff,52.38666666666666,41.93333333333333,10.213333333333331,1.04,0.0933333333333333,0.1333333333333333,2.2,9.16,0.0133333333333333,0.0,0.0133333333333333,0.0,41.04,0.24,0.84
Dango Ouattara,15.897435897435898,15.41025641025641,0.4358974358974359,0.0,0.2051282051282051,0.0256410256410256,1.0769230769230769,0.282051282051282,0.0512820512820512,0.0,0.0,0.0,9.794871794871796,0.0512820512820512,0.4358974358974359
Laurent Abergel,43.91463414634146,42.76829268292683,0.975609756097561,0.7682926829268293,0.1341463414634146,0.4146341463414634,0.7926829268292683,0.1829268292682926,0.024390243902439,0.0,0.0121951219512195,0.0,36.19512195121951,0.1707317073170731,1.0365853658536586
Théo Le Bris,19.666666666666668,17.555555555555557,2.111111111111111,0.2222222222222222,0.0,0.0,0.5555555555555556,1.6666666666666667,0.0,0.0,0.0,0.0,15.61111111111111,0.0,0.6111111111111112
Bonke Innocent,26.76,26.36,0.4,0.4,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,23.68,0.0,0.24
Enzo Le Fée,34.55172413793103,30.471264367816094,3.9080459770114944,1.3563218390804597,0.1494252873563218,0.4942528735632184,2.71264367816092,0.2068965517241379,1.9195402298850572,0.6551724137931034,0.7931034482758621,0.0459770114942528,27.183908045977013,0.1724137931034483,0.5632183908045977
Stéphane Diarra,10.80952380952381,10.023809523809524,0.7619047619047619,0.0238095238095238,0.0714285714285714,0.0,1.0,0.3095238095238095,0.3333333333333333,0.1904761904761904,0.0238095238095238,0.0,7.571428571428571,0.0238095238095238,0.4761904761904761
Ibrahima Koné,6.966666666666667,6.466666666666667,0.4333333333333333,0.0,0.0333333333333333,0.0,0.1666666666666666,0.1,0.0,0.0,0.0,0.0,4.466666666666667,0.0666666666666666,0.1333333333333333
Terem Moffi,13.602409638554215,12.542168674698797,1.0,0.0,0.0963855421686747,0.0602409638554216,0.180722891566265,0.0240963855421686,0.0,0.0,0.0,0.0,9.686746987951809,0.0602409638554216,0.3012048192771084
Steve Mandanda,32.54109589041096,23.42465753424657,9.034246575342468,2.6575342465753424,0.0068493150684931,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,23.164383561643834,0.0821917808219178,0.0410958904109589
Hamari Traoré,62.4593023255814,51.55232558139535,10.761627906976743,1.1046511627906976,0.0697674418604651,0.3081395348837209,2.563953488372093,9.63953488372093,0.0174418604651162,0.0,0.0,0.0,50.81395348837209,0.1453488372093023,1.0930232558139534
Adrien Truffert,43.16216216216216,36.48648648648648,6.554054054054054,0.527027027027027,0.0135135135135135,0.054054054054054,1.7567567567567568,6.027027027027027,0.0,0.0,0.0,0.0,35.2027027027027,0.1216216216216216,0.8378378378378378
Sehrou Guirassy,17.171717171717173,16.404040404040405,0.7171717171717171,0.0606060606060606,0.0202020202020202,0.1818181818181818,0.2323232323232323,0.0606060606060606,0.0,0.0,0.0,0.0,12.404040404040405,0.0505050505050505,0.5151515151515151
Lovro Majer,33.11904761904762,30.69047619047619,2.1666666666666665,0.6666666666666666,0.1428571428571428,0.2142857142857142,2.595238095238096,0.0476190476190476,1.4523809523809523,0.4047619047619047,0.7380952380952381,0.0,25.5,0.2619047619047619,1.0238095238095235
Baptiste Santamaria,43.97872340425532,43.4113475177305,0.4893617021276595,0.4042553191489361,0.0638297872340425,0.7092198581560284,0.4042553191489361,0.0780141843971631,0.0070921985815602,0.0070921985815602,0.0,0.0,36.1418439716312,0.0780141843971631,0.5957446808510638
Désiré Doué,14.545454545454543,13.727272727272728,0.7272727272727273,0.0,0.0,0.0,1.2727272727272727,0.0,0.6363636363636364,0.3636363636363636,0.2727272727272727,0.0,11.545454545454543,0.0909090909090909,0.1818181818181818
Flavien Tait,37.67333333333333,35.233333333333334,2.28,0.7933333333333333,0.2,0.2733333333333333,2.42,0.56,0.9066666666666666,0.4666666666666667,0.38,0.0,29.34,0.16,0.94
Kamaldeen Sulemana,15.6,15.233333333333333,0.3,0.0666666666666666,0.0333333333333333,0.4,1.1333333333333333,0.1666666666666666,0.0333333333333333,0.0,0.0333333333333333,0.0,12.133333333333333,0.0666666666666666,0.4666666666666667
Benjamin Bourigeaud,47.36216216216216,41.15675675675676,5.994594594594594,1.967567567567568,0.1621621621621621,0.8756756756756757,6.07027027027027,0.7027027027027027,3.281081081081081,1.2702702702702702,1.6432432432432431,0.0054054054054054,34.78918918918919,0.2108108108108108,1.1513513513513514
Martin Terrier,22.920731707317078,22.0609756097561,0.774390243902439,0.1646341463414634,0.1707317073170731,0.2195121951219512,0.7073170731707317,0.1097560975609756,0.1280487804878048,0.0792682926829268,0.024390243902439,0.0,17.835365853658537,0.0853658536585365,0.5426829268292683
Jeremy Doku,22.903846153846157,22.692307692307693,0.1346153846153846,0.0576923076923076,0.0961538461538461,0.0576923076923076,1.4038461538461535,0.0769230769230769,0.0,0.0,0.0,0.0,18.057692307692307,0.0769230769230769,0.6346153846153846
Gaëtan Laborde,21.662857142857145,20.81142857142857,0.6685714285714286,0.0228571428571428,0.0685714285714285,0.08,1.1714285714285717,0.0742857142857142,0.0,0.0,0.0,0.0,13.811428571428571,0.1828571428571428,0.8914285714285715
Gauthier Gallon,32.65116279069768,21.88372093023256,10.651162790697674,2.9069767441860463,0.0,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,23.44186046511628,0.1162790697674418,0.0232558139534883
Andreas Bruus,27.22222222222222,21.22222222222222,6.0,0.6666666666666666,0.0,0.1111111111111111,4.777777777777778,4.333333333333333,1.0,0.6666666666666666,0.2222222222222222,0.0,18.666666666666668,0.0,1.0
Jackson Porozo,33.81818181818182,32.36363636363637,1.4545454545454546,1.181818181818182,0.0,0.0909090909090909,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,27.545454545454547,0.0,0.4545454545454545
Wilson Odobert,13.2,12.733333333333333,0.3333333333333333,0.0,0.0,0.0,0.8,0.2,0.0666666666666666,0.0,0.0,0.0,10.0,0.1333333333333333,0.4666666666666667
Erik Palmer-Brown,32.94444444444444,31.80555555555556,0.9722222222222222,0.9722222222222222,0.0277777777777777,0.1666666666666666,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,27.666666666666668,0.1666666666666666,0.25
Yoann Salmier,42.206896551724135,39.56896551724138,2.5517241379310347,1.4655172413793105,0.0172413793103448,0.5862068965517241,0.2413793103448276,1.0862068965517242,0.0,0.0,0.0,0.0,35.310344827586206,0.0862068965517241,0.4827586206896552
Kyliane Dong,4.666666666666667,4.666666666666667,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.333333333333333,0.0,0.6666666666666666
Yasser Larouci,22.44,18.72,3.64,0.2,0.08,0.08,1.8,3.44,0.0,0.0,0.0,0.0,17.44,0.08,0.52
Renaud Ripart,27.943661971830984,24.97887323943662,2.8732394366197185,0.2253521126760563,0.0633802816901408,0.1408450704225352,1.6408450704225352,2.126760563380281,0.0070422535211267,0.0,0.0070422535211267,0.0,19.20422535211268,0.0915492957746478,1.232394366197183
Rominigue Kouamé,43.46296296296296,42.7037037037037,0.5925925925925926,0.3888888888888889,0.1296296296296296,0.3888888888888889,0.2592592592592592,0.2037037037037037,0.0,0.0,0.0,0.0,38.03703703703704,0.1666666666666666,0.3518518518518518
Florian Tardieu,66.48780487804878,58.829268292682926,7.512195121951219,3.975609756097561,0.073170731707317,1.4878048780487805,4.2926829268292686,0.4634146341463415,3.073170731707317,1.9268292682926829,0.8780487804878049,0.0,55.51219512195122,0.1463414634146341,0.4878048780487805
Xavier Chavalerin,36.93571428571428,34.02142857142857,2.7071428571428573,1.3571428571428572,0.1,0.5357142857142857,2.3857142857142857,0.2714285714285714,1.0642857142857145,0.5357142857142857,0.4285714285714285,0.0142857142857142,28.735714285714284,0.2071428571428571,0.6928571428571428
Mama Samba Baldé,15.26530612244898,14.33673469387755,0.8571428571428571,0.0306122448979591,0.0306122448979591,0.0816326530612244,0.5306122448979592,0.1122448979591836,0.010204081632653,0.0,0.010204081632653,0.0,10.408163265306122,0.0714285714285714,0.6632653061224489
Jonas Omlin,33.82857142857143,22.87142857142857,10.914285714285716,2.757142857142857,0.0,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0428571428571428,0.0428571428571428
Enzo Tchato,27.166666666666668,21.666666666666668,5.333333333333333,0.3333333333333333,0.0,0.0,2.4166666666666665,5.0,0.0,0.0,0.0,0.0,19.58333333333333,0.1666666666666666,0.4166666666666667
Falaye Sacko,40.80952380952381,36.333333333333336,4.428571428571429,0.9523809523809524,0.0,0.0952380952380952,1.0476190476190477,3.4761904761904763,0.0,0.0,0.0,0.0,33.76190476190476,0.0476190476190476,0.9047619047619048
Maxime Estève,32.083333333333336,30.72222222222222,1.3611111111111112,0.8888888888888888,0.0,0.1111111111111111,0.0277777777777777,0.1944444444444444,0.0,0.0,0.0,0.0,26.63888888888889,0.0,0.3333333333333333
Nicolas Cozza,37.05154639175258,32.90721649484536,4.0,0.5567010309278351,0.0103092783505154,0.1752577319587628,0.8041237113402062,3.4329896907216493,0.0,0.0,0.0,0.0,29.20618556701031,0.1443298969072164,0.7422680412371134
Théo Sainte-Luce,21.666666666666668,17.0,4.666666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,4.333333333333333,0.0,0.0,0.0,0.0,18.88888888888889,0.0,0.3333333333333333
Joris Chotard,26.857142857142858,25.867346938775512,0.8877551020408163,0.7346938775510204,0.0612244897959183,0.3877551020408163,0.4795918367346938,0.1020408163265306,0.0306122448979591,0.010204081632653,0.0204081632653061,0.0,21.59183673469388,0.1020408163265306,0.3673469387755102
Téji Savanier,54.05882352941177,45.52100840336134,8.285714285714286,3.319327731092437,0.2016806722689075,1.4201680672268908,6.680672268907563,0.5378151260504201,4.042016806722689,1.5378151260504205,1.92436974789916,0.1428571428571428,36.85714285714285,0.2521008403361344,1.0588235294117647
Wahbi Khazri,24.97037037037037,20.71851851851852,4.103703703703704,1.1555555555555554,0.1703703703703703,0.6592592592592592,3.05925925925926,0.5333333333333333,1.7037037037037035,0.7333333333333333,0.6444444444444445,0.0518518518518518,17.02962962962963,0.1481481481481481,0.837037037037037
Léo Leroy,13.212121212121213,13.0,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0303030303030303,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,10.151515151515152,0.0303030303030303,0.3939393939393939
Faitout Maouassa,31.45192307692308,24.75,6.615384615384615,0.375,0.0192307692307692,0.1538461538461538,2.519230769230769,6.076923076923077,0.1634615384615384,0.1057692307692307,0.0288461538461538,0.0,23.10576923076923,0.0865384615384615,0.8461538461538461
Béni Makouana,3.7142857142857135,3.642857142857143,0.0714285714285714,0.0,0.0,0.0,0.4285714285714285,0.0357142857142857,0.0,0.0,0.0,0.0,2.25,0.0,0.3571428571428571
Arnaud Souquet,39.21666666666667,31.10833333333333,8.025,0.5416666666666666,0.0416666666666666,0.15,2.25,7.483333333333333,0.0,0.0,0.0,0.0,30.366666666666667,0.0833333333333333,1.175
Sepe Elye Wahi,8.461538461538462,7.8,0.6,0.0,0.0,0.0153846153846153,0.2769230769230769,0.0461538461538461,0.0,0.0,0.0,0.0,5.538461538461538,0.0615384615384615,0.3538461538461538
Benoît Costil,33.06145251396648,21.43575418994413,11.569832402234637,3.2625698324022347,0.0055865921787709,0.1843575418994413,0.0,0.0167597765363128,0.0,0.0,0.0,0.0,22.90502793296089,0.0558659217877094,0.0055865921787709
Brayann Pereira,24.0,20.0,3.75,0.0,0.0,0.0,2.75,3.75,0.0,0.0,0.0,0.0,17.5,0.25,0.75
Jubal,39.13333333333333,37.53333333333333,1.5333333333333334,1.4666666666666666,0.0666666666666666,1.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,33.93333333333333,0.0666666666666666,0.0
Julian Jeanvier,36.0,35.22222222222222,0.6666666666666666,0.6666666666666666,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,31.77777777777778,0.1111111111111111,0.1111111111111111
Quentin Bernard,59.57142857142857,49.285714285714285,9.857142857142858,1.7142857142857142,0.0,0.5714285714285714,2.0,8.142857142857142,0.0,0.0,0.0,0.0,46.285714285714285,0.4285714285714285,1.1428571428571428
Lassine Sinayoko,22.357142857142858,22.142857142857142,0.2142857142857142,0.0,0.0714285714285714,0.2142857142857142,1.2857142857142858,0.1428571428571428,0.0,0.0,0.0,0.0,16.071428571428573,0.0,0.7142857142857143
Youssouf M'Changama,15.545454545454543,14.272727272727272,1.2727272727272727,0.7272727272727273,0.0909090909090909,0.3636363636363636,1.4545454545454546,0.0,0.4545454545454545,0.0909090909090909,0.3636363636363636,0.0,12.818181818181818,0.0,0.1818181818181818
Birama Touré,42.93333333333333,41.93333333333333,0.9333333333333332,0.6666666666666666,0.0,0.6666666666666666,0.0666666666666666,0.2,0.0666666666666666,0.0,0.0,0.0,36.13333333333333,0.0666666666666666,0.8666666666666667
Hamza Sakhi,44.333333333333336,41.73333333333333,2.2666666666666666,1.0666666666666669,0.2,1.3333333333333333,3.6,0.0,1.2,0.0666666666666666,1.0,0.0,36.2,0.3333333333333333,0.4
Gauthier Hein,21.705882352941178,19.88235294117647,1.7647058823529411,0.3529411764705882,0.0,0.7058823529411765,1.6470588235294117,0.5882352941176471,0.8235294117647058,0.2352941176470588,0.3529411764705882,0.0,18.176470588235293,0.0588235294117647,0.2352941176470588
Gaëtan Perrin,10.333333333333334,10.133333333333333,0.1333333333333333,0.0,0.1333333333333333,0.3333333333333333,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,7.8,0.0666666666666666,0.3333333333333333
Mathias Autret,26.63888888888889,23.33333333333333,3.055555555555556,0.8611111111111112,0.25,0.6944444444444444,2.9722222222222223,0.4444444444444444,1.6666666666666667,1.0,0.4444444444444444,0.0,18.86111111111111,0.25,0.5277777777777778
Gaëtan Charbonnier,23.56716417910448,21.34328358208955,2.1791044776119404,0.2388059701492537,0.1194029850746268,0.3582089552238806,0.835820895522388,0.3582089552238806,0.1940298507462686,0.0298507462686567,0.0,0.0,18.119402985074625,0.044776119402985,0.5373134328358209
Leonardo César Jardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akim Zedadka,50.5,39.91304347826087,10.456521739130435,0.8478260869565217,0.0217391304347826,0.108695652173913,2.847826086956522,9.58695652173913,0.0217391304347826,0.0,0.0,0.0,40.71739130434783,0.1304347826086956,1.2173913043478262
Alexsandro Ribeiro,46.66666666666666,44.0,2.333333333333333,1.1666666666666667,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,41.66666666666666,0.3333333333333333,0.5
Bafodé Diakité,45.94871794871795,39.56410256410256,6.358974358974359,1.1282051282051282,0.0,0.1282051282051282,0.5641025641025641,5.230769230769231,0.0,0.0,0.0,0.0,38.71794871794872,0.0256410256410256,0.6410256410256411
Tiago Djaló,51.73134328358209,46.82089552238806,4.8059701492537314,0.9253731343283582,0.0298507462686567,0.1641791044776119,0.3283582089552239,3.671641791044776,0.0,0.0,0.0,0.0,45.208955223880594,0.1044776119402985,0.7014925373134329
Benjamin André,53.90116279069768,52.4593023255814,1.197674418604651,0.9593023255813954,0.1337209302325581,0.5290697674418605,0.4767441860465116,0.1569767441860465,0.0,0.0,0.0,0.0,43.16279069767442,0.2441860465116279,1.0174418604651163
Carlos Baleba,7.5,7.333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,0.1666666666666666,0.0
Rémy Cabella,57.90909090909091,54.42857142857143,3.2337662337662336,1.3636363636363635,0.2987012987012987,0.3376623376623376,2.5454545454545454,0.5324675324675324,0.948051948051948,0.3376623376623376,0.2337662337662337,0.0,47.44155844155844,0.2467532467532467,1.051948051948052
Jonathan David,17.533333333333335,16.511111111111113,0.8555555555555555,0.0222222222222222,0.0555555555555555,0.0111111111111111,0.1888888888888888,0.1888888888888888,0.0,0.0,0.0,0.0,13.71111111111111,0.1666666666666666,0.5
Edon Zhegrova,18.73684210526316,17.736842105263158,0.9473684210526316,0.0526315789473684,0.0,0.0526315789473684,2.210526315789474,0.3157894736842105,0.5789473684210527,0.3157894736842105,0.1578947368421052,0.0,14.473684210526317,0.0526315789473684,0.8947368421052632
Jonathan Bamba,37.04945054945055,33.42307692307692,3.401098901098901,0.8901098901098901,0.2472527472527472,0.1758241758241758,2.8351648351648358,1.0054945054945057,1.4120879120879122,0.5989010989010989,0.5604395604395604,0.0109890109890109,28.478021978021975,0.2252747252747252,1.120879120879121
Yusuf Yazıcı,19.565217391304348,15.956521739130435,3.5072463768115942,0.9130434782608696,0.1594202898550724,0.2463768115942029,2.9855072463768115,0.2608695652173913,2.1449275362318843,1.1304347826086956,0.8695652173913043,0.0144927536231884,13.623188405797102,0.1014492753623188,0.5072463768115942
Mohamed Lamine Bayo,14.341463414634148,12.46341463414634,1.7804878048780488,0.0,0.073170731707317,0.073170731707317,0.3902439024390244,0.0,0.0,0.0,0.0,0.0,10.073170731707316,0.0975609756097561,0.5365853658536586
Fábio,35.64705882352941,27.75294117647059,7.741176470588235,0.5764705882352941,0.0352941176470588,0.1058823529411764,1.5058823529411764,7.152941176470589,0.0117647058823529,0.0117647058823529,0.0,0.0,26.88235294117647,0.1529411764705882,0.611764705882353
Dennis Appiah,37.71590909090909,30.75,6.852272727272728,0.4545454545454545,0.0113636363636363,0.034090909090909,1.568181818181818,6.3977272727272725,0.0,0.0,0.0,0.0,27.920454545454547,0.1136363636363636,0.7272727272727273
Andrei Girotto,42.34415584415584,41.05844155844156,1.1363636363636365,1.0909090909090908,0.0194805194805194,0.474025974025974,0.2467532467532467,0.0454545454545454,0.0,0.0,0.0,0.0,34.214285714285715,0.1493506493506493,0.4285714285714285
Nicolas Pallois,40.33557046979866,38.61744966442953,1.604026845637584,1.4093959731543624,0.0067114093959731,0.4429530201342282,0.1610738255033557,0.1946308724832214,0.0,0.0,0.0,0.0,31.87248322147651,0.1140939597315436,0.4093959731543624
Marcus Coco,17.5546875,16.8125,0.6640625,0.1171875,0.015625,0.03125,1.5,0.3984375,0.0703125,0.0234375,0.03125,0.0,11.9765625,0.078125,0.7109375
Quentin Merlin,52.73170731707317,41.707317073170735,10.878048780487806,1.2682926829268293,0.024390243902439,0.4634146341463415,5.195121951219512,7.585365853658536,2.0,0.4634146341463415,1.146341463414634,0.0,39.8780487804878,0.1463414634146341,1.0731707317073171
Pedro Chirivella,49.03896103896104,47.0,1.8831168831168832,1.324675324675325,0.1038961038961039,0.7662337662337663,0.2077922077922078,0.1168831168831168,0.0389610389610389,0.0259740259740259,0.0129870129870129,0.0,41.31168831168832,0.1558441558441558,0.7272727272727273
Samuel Moutoussamy,22.969072164948454,22.051546391752577,0.8144329896907216,0.2164948453608247,0.0103092783505154,0.1855670103092783,0.4020618556701031,0.5257731958762887,0.0618556701030927,0.0515463917525773,0.0,0.0,18.90721649484536,0.1030927835051546,0.5051546391752577
Ludovic Blas,29.01142857142857,27.622857142857143,1.2114285714285715,0.4228571428571429,0.0971428571428571,0.6114285714285714,0.7428571428571429,0.1657142857142857,0.0857142857142857,0.0514285714285714,0.0114285714285714,0.0,23.097142857142856,0.1771428571428571,0.6457142857142857
Mostafa Mohamed,9.4,8.666666666666666,0.7333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,5.6,0.0,0.4666666666666667
Evann Guessand,6.54054054054054,6.27027027027027,0.2162162162162162,0.027027027027027,0.0,0.081081081081081,0.4054054054054054,0.0,0.0,0.0,0.0,0.0,4.594594594594595,0.054054054054054,0.2162162162162162
Paul Bernardoni,28.142857142857142,17.02857142857143,11.007142857142858,3.65,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.1071428571428571,0.0214285714285714
Halid Šabanović,35.25,27.0,8.25,0.0,0.0,0.0,0.75,8.25,0.0,0.0,0.0,0.0,28.5,0.0,0.5
Cédric Hountondji,42.10526315789474,40.73684210526316,1.3421052631578947,1.236842105263158,0.0,0.3947368421052631,0.0263157894736842,0.1052631578947368,0.0,0.0,0.0,0.0,36.05263157894737,0.0263157894736842,0.2368421052631578
Miha Blažič,54.7,52.2,2.5,2.4,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,47.9,0.0,0.1
Souleyman Doumbia,44.6875,36.2875,8.325,0.3875,0.0125,0.1,2.2625,7.9375,0.0,0.0,0.0,0.0,36.1,0.075,0.9375
Batista Mendy,36.224489795918366,35.40816326530612,0.7755102040816326,0.7551020408163265,0.0204081632653061,0.2448979591836734,0.1224489795918367,0.0204081632653061,0.0,0.0,0.0,0.0,30.775510204081638,0.0408163265306122,0.3469387755102041
Waniss Taibi,13.0,12.625,0.375,0.0,0.0625,0.0,0.0625,0.375,0.0,0.0,0.0,0.0,10.9375,0.0,0.25
Pierrick Capelle,29.625806451612902,27.193548387096776,2.341935483870968,0.3677419354838709,0.0580645161290322,0.2,1.264516129032258,1.6193548387096774,0.3161290322580645,0.2129032258064516,0.0516129032258064,0.0,23.516129032258064,0.0903225806451612,0.6774193548387096
Azzedine Ounahi,32.69565217391305,31.39130434782609,1.1956521739130437,0.4782608695652174,0.0869565217391304,0.2826086956521739,0.782608695652174,0.5217391304347826,0.108695652173913,0.0869565217391304,0.0,0.0,28.15217391304348,0.108695652173913,0.4565217391304347
Marin Jakoliš,7.363636363636363,6.909090909090909,0.4545454545454545,0.0,0.0,0.0,0.8181818181818182,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0,5.181818181818182,0.0,0.4545454545454545
Sada Thioub,25.266666666666666,23.8,1.375,0.1083333333333333,0.05,0.1333333333333333,1.725,1.1333333333333333,0.05,0.0,0.0166666666666666,0.0,19.566666666666663,0.0916666666666666,0.775
Adrien Hunou,16.828282828282827,15.848484848484848,0.9090909090909092,0.0303030303030303,0.0202020202020202,0.0606060606060606,0.303030303030303,0.3636363636363636,0.0505050505050505,0.0202020202020202,0.0,0.0,12.828282828282829,0.0707070707070707,0.4343434343434343
Amine Salama,9.846153846153848,9.0,0.6923076923076923,0.0,0.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,7.076923076923077,0.1538461538461538,0.5384615384615384
Lois Diony,10.871287128712872,10.0,0.8514851485148515,0.0099009900990099,0.0297029702970297,0.0198019801980198,0.8217821782178217,0.0792079207920792,0.0,0.0,0.0,0.0,6.871287128712871,0.0198019801980198,0.5247524752475248
Marco Bizot,30.32692307692308,19.51923076923077,10.75,2.5961538461538463,0.0,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,21.48076923076923,0.0576923076923076,0.0
Jean-Kevin Duverne,50.82417582417583,45.0989010989011,5.604395604395604,1.021978021978022,0.0219780219780219,0.4725274725274725,1.3186813186813189,4.582417582417582,0.0,0.0,0.0,0.0,40.010989010989015,0.1208791208791208,0.6593406593406593
Noah Fadiga,38.333333333333336,30.88888888888889,7.333333333333333,0.6666666666666666,0.0,0.1111111111111111,0.7777777777777778,6.666666666666667,0.0,0.0,0.0,0.0,31.55555555555556,0.1111111111111111,0.4444444444444444
Brendan Chardonnet,46.28888888888889,44.3,1.8222222222222224,1.7333333333333334,0.0111111111111111,0.8111111111111111,0.1222222222222222,0.0888888888888888,0.0,0.0,0.0,0.0,38.23333333333333,0.1666666666666666,0.2222222222222222
Achraf Dari,41.2,39.7,1.5,1.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.3
Christophe Hérelle,49.53174603174603,47.41269841269841,2.0476190476190474,1.507936507936508,0.0158730158730158,0.3809523809523809,0.1349206349206349,0.5396825396825397,0.0,0.0,0.0,0.0,43.06349206349206,0.0714285714285714,0.3253968253968254
Lilian Brassier,47.67857142857143,43.875,3.7142857142857135,1.3035714285714286,0.0357142857142857,0.6071428571428571,0.9464285714285714,2.4107142857142856,0.0,0.0,0.0,0.0,37.96428571428572,0.0892857142857142,0.5535714285714286
Franck Honorat,32.5625,28.59375,3.7916666666666665,0.6979166666666666,0.1041666666666666,0.3541666666666667,5.354166666666667,1.46875,1.5104166666666667,0.6666666666666666,0.5625,0.0208333333333333,21.34375,0.1770833333333333,1.1666666666666667
Jérémy Le Douaron,8.19718309859155,7.887323943661972,0.2676056338028169,0.0140845070422535,0.0,0.0,0.8309859154929577,0.0422535211267605,0.0140845070422535,0.0140845070422535,0.0,0.0,5.422535211267606,0.0422535211267605,0.3098591549295774
Haris Belkebla,36.80582524271845,35.70873786407767,1.0485436893203883,0.7378640776699029,0.0194174757281553,0.2427184466019417,0.3009708737864077,0.1553398058252427,0.0,0.0,0.0,0.0,31.40776699029126,0.0485436893203883,0.6699029126213593
Hugo Magnetti,24.866666666666667,23.8,0.9833333333333332,0.8,0.0333333333333333,0.5,0.5666666666666667,0.0833333333333333,0.0333333333333333,0.0,0.0166666666666666,0.0,20.566666666666663,0.0833333333333333,0.5
Youcef Belaïli,29.166666666666668,24.666666666666668,4.333333333333333,1.5416666666666667,0.2083333333333333,0.5,3.6666666666666665,0.625,2.1666666666666665,1.3333333333333333,0.625,0.0,20.625,0.1666666666666666,1.0416666666666667
Mathias Pereira Lage,19.83695652173913,18.130434782608692,1.6304347826086956,0.1413043478260869,0.0434782608695652,0.1413043478260869,1.358695652173913,1.2717391304347827,0.1739130434782608,0.0760869565217391,0.0978260869565217,0.0,13.891304347826088,0.0760869565217391,0.5869565217391305
Romain Del Castillo,19.82075471698113,18.367924528301888,1.3867924528301887,0.330188679245283,0.1132075471698113,0.1226415094339622,1.9245283018867925,0.5094339622641509,0.5283018867924528,0.3396226415094339,0.1415094339622641,0.0,14.132075471698114,0.0660377358490566,0.6509433962264151
Irvin Cardona,13.193877551020408,12.20408163265306,0.9387755102040816,0.0612244897959183,0.0408163265306122,0.1224489795918367,0.8469387755102041,0.1530612244897959,0.010204081632653,0.0,0.0,0.0,8.39795918367347,0.0510204081632653,0.4081632653061224
Brice Samba,32.40350877192982,21.75438596491228,10.614035087719298,3.456140350877193,0.0,0.1929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,21.68421052631579,0.0350877192982456,0.0175438596491228
Jonathan Gradit,52.23529411764706,49.8235294117647,2.343137254901961,1.3333333333333333,0.0588235294117647,0.6764705882352942,0.3235294117647059,1.0,0.0,0.0,0.0,0.0,45.44117647058823,0.0686274509803921,0.3823529411764705
