Tournament,Player,Number,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_Prog,Passes_Succ,Dribbles_Att
Premier League,Jonathan Walters,19.0,ie IRL,FW,33,13.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,1.3333333333333333,3.6666666666666665,36.1,0.3333333333333333,0.0,0.0
Premier League,Thibaut Courtois,13.0,be BEL,GK,25,90.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.005555555555555556,0.03333333333333333,0.0,34.977777777777774,0.005555555555555556,0.027777777777777776,0.005555555555555556,0.0011111111111111111,0.0011111111111111111,0.0005555555555555556,0.1,0.005555555555555556,26.272222222222222,32.955555555555556,80.3711111111111,0.005555555555555556,0.005555555555555556,0.005555555555555556
Premier League,Charly Musonda Jr.,17.0,be BEL,CB,20,12.333333333333334,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,7.666666666666667,0.3333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.3333333333333333,5.0,6.0,56.666666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333
Premier League,Marc Pugh,7.0,eng ENG,LM,30,49.25,0.0,0.0,0.0,0.0,0.95,0.2,0.1,0.0,31.55,0.35,0.65,0.3,0.06500000000000002,0.06500000000000002,0.025,1.2,0.05,19.4,25.6,75.435,2.0,0.95,1.75
Premier League,Benik Afobe,9.0,cd COD,FW,24,31.705882352941178,0.0,0.0,0.0,0.0,0.47058823529411764,0.17647058823529413,0.0,0.0,12.941176470588236,0.23529411764705882,0.0,0.23529411764705882,0.08823529411764706,0.08823529411764706,0.011764705882352941,0.6470588235294118,0.058823529411764705,6.647058823529412,9.058823529411764,63.41764705882354,0.29411764705882354,0.4117647058823529,0.5294117647058824
Premier League,Allan Nyom,2.0,cm CMR,RB,29,73.69421487603306,0.024793388429752067,0.024793388429752067,0.0,0.0,0.256198347107438,0.0743801652892562,0.32231404958677684,0.03305785123966942,37.0,1.4710743801652892,0.6859504132231405,0.5537190082644629,0.017355371900826446,0.017355371900826446,0.05371900826446281,1.024793388429752,0.06611570247933884,20.264462809917354,30.132231404958677,65.77603305785125,1.1735537190082646,0.36363636363636365,0.859504132231405
Premier League,Chris Brunt,11.0,nir NIR,LB,32,73.2,0.0,0.28,0.0,0.0,1.0,0.2,0.2,0.0,47.48,1.56,0.88,1.12,0.07200000000000001,0.07200000000000001,0.16,2.84,0.4,27.4,40.68,64.83200000000001,3.12,0.6,0.6
Premier League,Claudio Yacob,5.0,ar ARG,DM,30,58.8,0.0,0.0,0.0,0.0,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.0,31.4,2.4,1.0666666666666667,0.7333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.4,0.06666666666666667,20.133333333333333,24.133333333333333,86.41333333333333,1.0666666666666667,0.13333333333333333,0.13333333333333333
Premier League,James McClean,14.0,ie IRL,LM,28,47.89655172413793,0.034482758620689655,0.0,0.0,0.0,0.9655172413793104,0.20689655172413793,0.2413793103448276,0.0,22.482758620689655,1.3793103448275863,0.6896551724137931,0.6206896551724138,0.062068965517241385,0.062068965517241385,0.024137931034482762,0.896551724137931,0.034482758620689655,9.793103448275861,15.758620689655173,57.07931034482758,0.3103448275862069,0.7586206896551724,1.3793103448275863
Premier League,Kasey Palmer,45.0,jm JAM,AM,20,42.5,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.0,19.5,1.5,0.0,1.25,0.0,0.0,0.025,1.25,0.0,10.75,14.5,68.75,1.0,0.75,0.75
Premier League,Tom Ince,22.0,eng ENG,"LW,AM",25,74.3030303030303,0.06060606060606061,0.0,0.0,0.0,2.121212121212121,0.6060606060606061,0.0,0.0,31.515151515151516,1.0606060606060606,0.36363636363636365,0.6060606060606061,0.19393939393939394,0.19393939393939394,0.0393939393939394,2.0,0.06060606060606061,17.333333333333332,23.12121212121212,71.26060606060605,0.8484848484848485,0.8181818181818182,1.7272727272727273
Premier League,Simon Mignolet,22.0,be BEL,GK,29,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,33.578947368421055,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,23.526315789473685,31.63157894736842,74.8263157894737,0.0,0.05263157894736842,0.05263157894736842
Premier League,Heurelho Gomes,1.0,br BRA,GK,36,88.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.083333333333336,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.16666666666666666,0.0,18.583333333333332,31.416666666666668,60.20000000000001,0.0,0.0,0.0
Premier League,Younès Kaboul,4.0,fr FRA,CB,31,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,1.5,1.0,2.0,0.0,0.0,0.0,0.5,0.0,26.0,38.0,72.4,1.5,0.0,0.5
Premier League,Nordin Amrabat,7.0,ma MAR,RW,30,55.18181818181818,0.06060606060606061,0.12121212121212122,0.0,0.0,1.1515151515151516,0.5151515151515151,0.21212121212121213,0.030303030303030304,24.0,0.7575757575757576,0.15151515151515152,0.42424242424242425,0.11212121212121211,0.11212121212121211,0.10303030303030303,1.7575757575757576,0.21212121212121213,10.303030303030303,16.939393939393938,59.93636363636363,1.0,1.2727272727272727,2.272727272727273
Premier League,Luke Dreher,28.0,eng ENG,RW,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0
Premier League,Joel Coleman,13.0,eng ENG,GK,23,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,37.0,37.8,0.0,0.0,0.0
Premier League,Emerson Hyndman,22.0,us USA,"CM,LM",23,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,3.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,18.5,23.5,78.55,0.5,0.0,0.0
Premier League,Vincent Janssen,9.0,nl NED,FW,24,10.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,4.75,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,2.75,54.175,0.0,0.25,0.25
Premier League,Matty Daly,41.0,eng ENG,"CM,FW",18,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.5,52.8,0.0,0.0,0.5
Premier League,Josh Sims,39.0,eng ENG,AM,21,28.846153846153847,0.0,0.07692307692307693,0.0,0.0,1.2307692307692308,0.46153846153846156,0.0,0.0,12.615384615384615,0.38461538461538464,0.15384615384615385,0.5384615384615384,0.10000000000000002,0.10000000000000002,0.061538461538461535,1.1538461538461537,0.3076923076923077,6.3076923076923075,8.461538461538462,57.65384615384615,0.46153846153846156,0.46153846153846156,0.7692307692307693
Premier League,Aaron Rowe,44.0,eng ENG,FW,18,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,6.5,10.0,69.75,0.0,0.5,1.5
Premier League,Demeaco Duhaney,38.0,eng ENG,RB,20,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,77.8,3.0,0.0,2.0
Premier League,Håvard Nordtveit,16.0,no NOR,CB,28,72.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,53.4,1.8,1.6,0.6,0.0,0.0,0.02,1.0,0.2,37.4,45.4,76.8,1.2,0.2,0.2
Premier League,Lazar Marković,30.0,rs SRB,LM,24,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,29.0,96.6,2.0,1.0,1.0
Premier League,Konstantinos Mavropanos,27.0,gr GRE,CB,21,48.857142857142854,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,40.0,0.2857142857142857,1.8571428571428572,0.7142857142857143,0.014285714285714287,0.014285714285714287,0.04285714285714286,0.2857142857142857,0.0,31.142857142857142,34.285714285714285,86.32857142857142,1.0,0.42857142857142855,0.42857142857142855
Premier League,Denis Suárez,22.0,es ESP,RM,25,64.92682926829268,0.056910569105691054,0.17886178861788618,0.0,0.008130081300813009,0.5609756097560976,0.2032520325203252,0.14634146341463414,0.0,50.853658536585364,1.2926829268292683,0.44715447154471544,0.6422764227642277,0.058536585365853655,0.052032520325203245,0.15691056910569107,2.2601626016260163,0.3170731707317073,35.0,43.959349593495936,78.26747967479673,3.097560975609756,1.3495934959349594,2.3983739837398375
Premier League,Leandro Bacuna,15.0,cw CUW,CM,27,51.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.0,21.454545454545453,1.3636363636363635,1.3636363636363635,0.45454545454545453,0.009090909090909092,0.009090909090909092,0.009090909090909092,0.6363636363636364,0.0,9.545454545454545,14.818181818181818,62.24545454545455,1.0909090909090908,0.45454545454545453,0.6363636363636364
Premier League,Bakary Sako,26.0,ml MLI,LW,30,24.555555555555557,0.1111111111111111,0.0,0.0,0.0,0.8518518518518519,0.2222222222222222,0.0,0.0,11.25925925925926,0.3333333333333333,0.037037037037037035,0.18518518518518517,0.08148148148148149,0.08148148148148149,0.040740740740740744,0.7777777777777778,0.1111111111111111,4.888888888888889,7.962962962962963,56.629629629629626,0.3333333333333333,0.37037037037037035,0.6666666666666666
Premier League,Peter Crouch,15.0,eng ENG,FW,38,45.27777777777778,0.1111111111111111,0.05555555555555555,0.0,0.0,0.75,0.25,0.1388888888888889,0.0,22.36111111111111,0.08333333333333333,0.027777777777777776,0.19444444444444445,0.12222222222222223,0.12222222222222223,0.07777777777777778,1.1111111111111112,0.05555555555555555,10.583333333333334,18.444444444444443,53.45,0.9166666666666666,0.16666666666666666,0.2222222222222222
Premier League,Carl Jenkinson,25.0,eng ENG,RB,26,55.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.666666666666664,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,23.666666666666668,30.333333333333332,76.2,1.6666666666666667,0.0,0.0
Premier League,Ryan Babel,12.0,nl NED,LW,32,78.1875,0.3125,0.1875,0.0,0.0,1.6875,0.5625,0.1875,0.0,40.375,0.5,0.375,0.75,0.35625,0.35625,0.1375,3.125,0.375,25.1875,32.0625,78.0375,2.0625,1.6875,2.125
Premier League,Miguel Britos,3.0,uy URU,CB,33,65.4,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.2,0.06666666666666667,38.4,1.2666666666666666,1.0,0.6666666666666666,0.04666666666666666,0.04666666666666666,0.02666666666666667,0.5333333333333333,0.0,24.333333333333332,30.733333333333334,71.90666666666667,1.8666666666666667,0.2,0.4666666666666667
Premier League,Julián Speroni,1.0,ar ARG,GK,39,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.416666666666668,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.583333333333334,28.916666666666668,48.525,0.0,0.08333333333333333,0.08333333333333333
Premier League,Rafael Camacho,64.0,pt POR,RB,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier League,Artur Boruc,1.0,pl POL,GK,38,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,31.666666666666668,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,18.75,29.166666666666668,66.00833333333334,0.0,0.0,0.0
Premier League,Sam Gallagher,15.0,eng ENG,FW,23,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,1.5,12.5,0.0,0.0,0.0
Premier League,Callum Slattery,55.0,eng ENG,DM,19,37.333333333333336,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,17.666666666666668,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.0,1.0,0.0,7.333333333333333,10.666666666666666,49.9,0.6666666666666666,0.3333333333333333,0.6666666666666666
Premier League,Rhys Healey,32.0,wls WAL,"FW,RM",24,18.666666666666668,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,7.0,0.16666666666666666,0.0,0.0,0.05000000000000001,0.05000000000000001,0.06666666666666667,1.0,0.0,1.8333333333333333,4.666666666666667,46.43333333333333,0.0,0.16666666666666666,0.3333333333333333
Premier League,Samir Nasri,18.0,fr FRA,AM,31,49.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,34.2,0.0,0.2,0.2,0.02,0.02,0.06000000000000001,2.8,0.6,28.0,32.0,85.92,2.4,0.4,0.8
Premier League,Xande Silva,32.0,pt POR,FW,21,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0
Premier League,Collin Quaner,23.0,de GER,LW,27,47.107142857142854,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.07142857142857142,0.14285714285714285,0.0,23.142857142857142,0.7857142857142857,0.39285714285714285,0.8571428571428571,0.04642857142857143,0.04642857142857143,0.09285714285714286,1.5,0.17857142857142858,11.857142857142858,16.642857142857142,68.20357142857144,1.0,0.8571428571428571,1.5357142857142858
Premier League,Laurent Koscielny,6.0,fr FRA,CB,33,85.48076923076923,0.04807692307692308,0.028846153846153848,0.0,0.0,0.22115384615384615,0.0673076923076923,0.125,0.0,66.9326923076923,1.2788461538461537,1.6923076923076923,1.2692307692307692,0.051923076923076926,0.051923076923076926,0.01730769230769231,0.6923076923076923,0.04807692307692308,50.80769230769231,56.95192307692308,88.47596153846153,2.2884615384615383,0.09615384615384616,0.14423076923076922
Premier League,Tyreke Johnson,51.0,eng ENG,"CM,AM",20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier League,Ibrahima Cissé,44.0,gn GUI,CM,24,29.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,11.333333333333334,90.73333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
Premier League,Fousseni Diabaté,27.0,ml MLI,LW,23,52.54545454545455,0.030303030303030304,0.09090909090909091,0.0,0.0,0.36363636363636365,0.12121212121212122,0.12121212121212122,0.0,27.78787878787879,0.7272727272727273,0.48484848484848486,0.5757575757575758,0.030303030303030304,0.030303030303030304,0.04242424242424242,1.5151515151515151,0.21212121212121213,15.515151515151516,20.848484848484848,74.44242424242424,0.9090909090909091,1.2424242424242424,2.272727272727273
Premier League,Danny Williams,19.0,us USA,DM,29,48.8,0.0,0.0,0.0,0.0,0.52,0.08,0.12,0.0,24.2,0.92,1.08,0.64,0.016,0.016,0.008,0.52,0.04,13.64,18.0,68.12400000000001,0.44,0.44,0.56
Premier League,Danny Simpson,2.0,eng ENG,RB,31,76.41176470588235,0.0,0.0,0.0,0.0,0.08823529411764706,0.029411764705882353,0.11764705882352941,0.0,49.1764705882353,1.4411764705882353,1.1764705882352942,1.1176470588235294,0.0058823529411764705,0.0058823529411764705,0.0,0.5,0.0,29.470588235294116,39.44117647058823,73.76764705882353,1.2352941176470589,0.29411764705882354,0.5
Premier League,Jason Puncheon,42.0,eng ENG,RM,32,46.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.09523809523809523,0.2857142857142857,0.0,28.047619047619047,1.0,0.38095238095238093,0.2857142857142857,0.07142857142857144,0.07142857142857144,0.04285714285714286,1.3333333333333333,0.0,18.142857142857142,23.19047619047619,64.49047619047619,2.0,0.42857142857142855,0.5714285714285714
Premier League,Cesc Fàbregas,4.0,es ESP,CM,31,57.57608695652174,0.05434782608695652,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.7282608695652174,0.20652173913043478,0.13043478260869565,0.021739130434782608,58.45652173913044,1.3043478260869565,0.5760869565217391,0.6304347826086957,0.08369565217391305,0.06630434782608696,0.15,3.5543478260869565,0.33695652173913043,43.22826086956522,53.77173913043478,79.15326086956522,5.956521739130435,0.33695652173913043,0.5
Premier League,Juninho Bacuna,7.0,cw CUW,CM,21,67.23809523809524,0.047619047619047616,0.0,0.0,0.0,0.9047619047619048,0.38095238095238093,0.19047619047619047,0.0,46.95238095238095,2.1904761904761907,1.1428571428571428,1.0,0.028571428571428574,0.028571428571428574,0.07142857142857142,1.9523809523809523,0.0,26.904761904761905,36.666666666666664,71.95238095238095,3.619047619047619,1.2380952380952381,2.380952380952381
Premier League,Alberto Moreno,18.0,es ESP,LB,26,65.84507042253522,0.04225352112676056,0.028169014084507043,0.0,0.0,0.7183098591549296,0.22535211267605634,0.18309859154929578,0.0,48.971830985915496,1.295774647887324,1.0704225352112675,0.7746478873239436,0.07183098591549296,0.07183098591549296,0.04366197183098592,1.5352112676056338,0.1267605633802817,34.61971830985915,42.0,77.93380281690142,1.971830985915493,0.5352112676056338,1.0
Premier League,Sergio Rico,25.0,es ESP,GK,25,87.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,29.8625,0.025,0.025,0.0,0.0,0.0,0.00125,0.1375,0.0,18.0375,27.3125,67.67875,0.0,0.0125,0.0125
Premier League,Aron Gunnarsson,17.0,is ISL,CM,29,80.92857142857143,0.03571428571428571,0.03571428571428571,0.0,0.0,0.7142857142857143,0.14285714285714285,0.17857142857142858,0.0,42.57142857142857,1.8214285714285714,1.3571428571428572,1.4285714285714286,0.0642857142857143,0.0642857142857143,0.05714285714285714,1.5714285714285714,0.07142857142857142,21.428571428571427,32.892857142857146,62.94285714285716,2.25,0.39285714285714285,0.4642857142857143
Premier League,Loïc Damour,20.0,fr FRA,CM,27,11.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0,6.0,68.55,0.0,0.0,0.0
Premier League,Steven Defour,16.0,be BEL,CM,30,81.5,0.03333333333333333,0.03333333333333333,0.0,0.0,0.6333333333333333,0.23333333333333334,0.2,0.0,51.46666666666667,1.3666666666666667,1.8,1.5333333333333334,0.02666666666666667,0.02666666666666667,0.03666666666666667,1.7,0.1,35.6,43.9,80.14333333333335,3.533333333333333,0.4666666666666667,0.6333333333333333
Premier League,Kadeem Harris,23.0,eng ENG,LM,25,28.846153846153847,0.07692307692307693,0.0,0.0,0.0,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.0,12.76923076923077,0.9230769230769231,0.23076923076923078,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.03076923076923077,0.9230769230769231,0.0,5.076923076923077,8.0,57.76923076923077,0.38461538461538464,0.5384615384615384,1.2307692307692308
Premier League,Marc Navarro,23.0,es ESP,RB,23,56.48,0.04,0.0,0.0,0.0,1.0,0.2,0.16,0.0,34.44,1.08,0.88,0.52,0.032,0.032,0.036,1.12,0.04,19.68,27.92,67.72,0.84,0.44,1.28
Premier League,Greg Cunningham,18.0,ie IRL,LB,27,90.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,41.142857142857146,2.5714285714285716,2.4285714285714284,1.2857142857142858,0.014285714285714287,0.014285714285714287,0.028571428571428574,1.2857142857142858,0.0,22.428571428571427,31.428571428571427,69.87142857142858,1.8571428571428572,0.0,0.14285714285714285
Premier League,Steven Davis,8.0,nir NIR,AM,33,62.26923076923077,0.11538461538461539,0.038461538461538464,0.0,0.0,0.5,0.15384615384615385,0.0,0.0,50.38461538461539,1.2307692307692308,0.6153846153846154,0.9230769230769231,0.03461538461538462,0.03461538461538462,0.06153846153846154,2.076923076923077,0.11538461538461539,36.57692307692308,44.65384615384615,81.05000000000001,3.6153846153846154,0.34615384615384615,0.5769230769230769
Premier League,Jazz Richards,6.0,wls WAL,WB,27,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,6.0,9.5,65.05,0.5,0.0,0.0
Premier League,Floyd Ayité,11.0,tg TOG,RW,29,29.75,0.0625,0.0,0.0,0.0,0.4375,0.0625,0.0,0.0,17.0625,0.25,0.4375,0.5,0.025,0.025,0.025,1.0,0.0625,9.75,12.5,71.275,1.0625,0.625,1.0625
Premier League,Michel Vorm,13.0,nl NED,GK,34,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.666666666666668,29.0,85.2,0.0,0.0,0.0
