Tournament,Player,Number,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_Prog,Passes_Succ,Dribbles_Att
La Liga,Moanes Dabbur,9.0,il ISR,LW,27,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.5,0.0,0.5,0.05,0.05,0.0,1.5,0.0,7.0,9.0,75.0,1.5,0.0,0.0
La Liga,Eliseo Falcon,40.0,es ESP,CB,22,73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,87.5,1.0,2.0,2.0
La Liga,Gonzalo,29.0,es ESP,CB,22,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0
La Liga,Kévin Soni,36.0,cm CMR,FW,21,13.125,0.0,0.0,0.0,0.0,0.625,0.125,0.125,0.0,8.125,0.5,0.125,0.375,0.025,0.025,0.0125,0.75,0.0,2.75,3.875,61.6625,0.25,0.875,1.5
La Liga,Moussa Wagué,16.0,sn SEN,RB,21,57.22222222222222,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,48.22222222222222,1.5555555555555556,0.7777777777777778,0.3333333333333333,0.022222222222222223,0.022222222222222223,0.15555555555555556,1.6666666666666667,0.2222222222222222,34.0,42.55555555555556,68.80000000000001,1.5555555555555556,1.3333333333333333,2.111111111111111
La Liga,Josep Señé,4.0,es ESP,RM,27,25.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,17.333333333333332,0.3333333333333333,0.0,0.3333333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,1.1666666666666667,0.0,13.333333333333334,14.5,80.1,0.8333333333333334,0.5,0.8333333333333334
La Liga,İsmail Köybaşı,11.0,tr TUR,WB,30,57.75,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,27.75,1.0,1.25,1.0,0.0,0.0,0.0,0.75,0.0,13.25,21.25,61.3,1.5,0.5,1.0
La Liga,Sergio Bermejo,28.0,es ESP,"LM,LW",22,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,1.0
La Liga,Cristian Rivera,14.0,es ESP,CM,22,66.1470588235294,0.058823529411764705,0.0,0.0,0.0,0.47058823529411764,0.17647058823529413,0.14705882352941177,0.0,35.1764705882353,1.6764705882352942,1.1176470588235294,0.7941176470588235,0.05,0.05,0.017647058823529415,1.2058823529411764,0.0,22.323529411764707,27.970588235294116,74.82352941176471,1.7647058823529411,0.6470588235294118,0.8823529411764706
La Liga,David Juncà,17.0,es ESP,LB,25,74.6923076923077,0.0,0.1282051282051282,0.0,0.0,0.23076923076923078,0.02564102564102564,0.2564102564102564,0.0,55.205128205128204,1.9487179487179487,1.2307692307692308,0.9743589743589743,0.010256410256410256,0.010256410256410256,0.06410256410256411,1.5897435897435896,0.1794871794871795,35.64102564102564,47.35897435897436,73.35641025641024,2.8974358974358974,0.6410256410256411,1.0512820512820513
La Liga,Marc Pedraza,6.0,es ESP,DM,32,43.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,9.666666666666666,12.0,86.26666666666667,0.6666666666666666,0.0,0.0
La Liga,Fran Gámez,15.0,es ESP,LB,28,76.8695652173913,0.0,0.043478260869565216,0.0,0.0,0.6086956521739131,0.08695652173913043,0.21739130434782608,0.0,46.78260869565217,2.782608695652174,1.2608695652173914,1.3478260869565217,0.021739130434782608,0.021739130434782608,0.043478260869565216,1.2173913043478262,0.043478260869565216,26.82608695652174,36.91304347826087,73.72608695652174,2.130434782608696,0.7391304347826086,1.0
La Liga,Ariday Cabrera,7.0,es ESP,LM,31,18.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10.0,0.5,0.0,1.0,0.05,0.05,0.0,0.5,0.0,4.5,5.5,80.0,0.0,0.0,1.0
La Liga,Jean-Clair Todibo,6.0,fr FRA,CB,19,84.41025641025641,0.038461538461538464,0.0,0.0,0.0,0.3974358974358974,0.1282051282051282,0.2692307692307692,0.038461538461538464,73.43589743589743,1.7307692307692308,1.2307692307692308,1.1282051282051282,0.04871794871794872,0.04871794871794872,0.023076923076923078,0.7051282051282052,0.05128205128205128,55.65384615384615,63.61538461538461,85.9576923076923,3.141025641025641,0.6025641025641025,0.8076923076923077
La Liga,Pipa,2.0,es ESP,RM,21,67.57142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,39.714285714285715,1.2857142857142858,0.8571428571428571,1.1428571428571428,0.05714285714285715,0.05714285714285715,0.042857142857142864,1.2857142857142858,0.0,20.714285714285715,31.0,58.57142857142857,0.8571428571428571,0.5714285714285714,1.4285714285714286
La Liga,Iago Herrerín,13.0,es ESP,GK,31,89.43181818181819,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,34.54545454545455,0.045454545454545456,0.0,0.0,0.0,0.0,0.009090909090909092,0.22727272727272727,0.045454545454545456,18.863636363636363,32.70454545454545,57.713636363636375,0.0,0.0,0.0
La Liga,Ismael,37.0,es ESP,RM,19,27.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,14.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,8.333333333333334,10.333333333333334,52.53333333333333,0.0,0.0,0.3333333333333333
La Liga,Jorge Sáenz,16.0,es ESP,CB,22,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,29.428571428571427,0.8571428571428571,1.4285714285714286,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.0,19.142857142857142,23.571428571428573,68.72857142857144,0.42857142857142855,0.0,0.0
La Liga,Esteban Granero,23.0,es ESP,FW,32,58.0625,0.078125,0.046875,0.0,0.0,0.78125,0.25,0.328125,0.0,40.265625,1.4375,0.734375,1.0,0.065625,0.065625,0.0625,2.078125,0.15625,27.296875,34.046875,76.70625,2.078125,0.78125,1.015625
La Liga,Antonio Adán,1.0,es ESP,GK,32,87.96875,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,42.6875,0.03125,0.0,0.03125,0.0,0.0,0.024999999999999998,0.15625,0.0625,27.65625,40.1875,68.36875,0.0,0.15625,0.15625
La Liga,Chidozie Awaziem,12.0,ng NGA,CB,22,73.10416666666667,0.020833333333333332,0.020833333333333332,0.0,0.0,0.5,0.041666666666666664,0.25,0.020833333333333332,38.854166666666664,1.6041666666666667,0.9166666666666666,0.9166666666666666,0.03958333333333334,0.03958333333333334,0.010416666666666666,0.5416666666666666,0.020833333333333332,22.666666666666668,30.604166666666668,69.98958333333333,2.0,0.22916666666666666,0.2916666666666667
La Liga,Baba Rahman,18.0,gh GHA,LB,25,82.46153846153847,0.07692307692307693,0.07692307692307693,0.0,0.0,0.46153846153846156,0.07692307692307693,0.3076923076923077,0.0,59.38461538461539,2.230769230769231,1.3076923076923077,1.7692307692307692,0.02307692307692308,0.02307692307692308,0.04615384615384615,0.9230769230769231,0.07692307692307693,37.53846153846154,48.07692307692308,75.99230769230769,2.923076923076923,1.0,2.076923076923077
La Liga,José Martínez,5.0,es ESP,LW,26,59.55,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,31.35,1.05,0.9,0.3,0.005,0.005,0.005,0.2,0.0,18.8,25.65,64.175,1.5,0.25,0.25
La Liga,Yannis Salibur,16.0,fr FRA,"RM,LM",28,52.166666666666664,0.08333333333333333,0.10416666666666667,0.0,0.0,1.8541666666666667,0.3958333333333333,0.14583333333333334,0.020833333333333332,26.666666666666668,0.4166666666666667,0.3333333333333333,0.2708333333333333,0.11875000000000001,0.11875000000000001,0.13333333333333333,2.5,0.2916666666666667,15.395833333333334,20.916666666666668,71.48958333333333,1.3333333333333333,1.6666666666666667,2.4791666666666665
La Liga,Sabin Merino,9.0,es ESP,"FW,CM",27,27.666666666666668,0.0,0.0,0.0,0.0,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.0,11.407407407407407,0.2962962962962963,0.037037037037037035,0.25925925925925924,0.11851851851851852,0.11851851851851852,0.011111111111111113,0.5185185185185185,0.037037037037037035,5.296296296296297,7.555555555555555,65.2925925925926,0.37037037037037035,0.14814814814814814,0.3333333333333333
La Liga,Luca Sangalli,23.0,es ESP,RM,24,47.275862068965516,0.034482758620689655,0.13793103448275862,0.0,0.0,0.5862068965517241,0.3448275862068966,0.0,0.0,24.620689655172413,0.6896551724137931,0.20689655172413793,0.41379310344827586,0.07241379310344828,0.07241379310344828,0.062068965517241385,1.2758620689655173,0.10344827586206896,14.448275862068966,20.03448275862069,68.15517241379311,1.4137931034482758,0.7586206896551724,1.103448275862069
La Liga,Rony Lopes,7.0,pt POR,LW,23,65.5607476635514,0.205607476635514,0.11214953271028037,0.0,0.0,1.7476635514018692,0.7570093457943925,0.056074766355140186,0.0,32.23364485981308,1.0654205607476634,0.32710280373831774,0.5233644859813084,0.17289719626168232,0.17289719626168232,0.14392523364485982,2.682242990654206,0.2616822429906542,17.317757009345794,24.476635514018692,70.52803738317758,1.588785046728972,1.1308411214953271,2.205607476635514
La Liga,Wilfrid Kaptoum,21.0,cm CMR,CM,23,64.46666666666667,0.0,0.0,0.0,0.0,0.4,0.06666666666666667,0.2,0.0,33.8,1.3333333333333333,0.7333333333333333,0.8666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.6666666666666666,0.0,22.4,26.6,82.86,1.3333333333333333,1.4,1.9333333333333333
La Liga,Juan Soriano,13.0,es ESP,GK,22,89.93333333333334,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,31.733333333333334,0.0,0.06666666666666667,0.0,0.02666666666666667,0.02666666666666667,0.0,0.13333333333333333,0.0,16.2,29.666666666666668,55.70666666666666,0.0,0.0,0.0
La Liga,Kenneth Omeruo,4.0,ng NGA,CB,25,84.45098039215686,0.0196078431372549,0.0,0.0,0.0,0.13725490196078433,0.0392156862745098,0.23529411764705882,0.0,42.84313725490196,1.5098039215686274,1.4313725490196079,0.8627450980392157,0.00980392156862745,0.00980392156862745,0.013725490196078431,0.37254901960784315,0.0196078431372549,24.50980392156863,32.3921568627451,73.11764705882354,1.5294117647058822,0.23529411764705882,0.2549019607843137
La Liga,Javier Avilés,33.0,es ESP,"CM,RM",22,20.444444444444443,0.1111111111111111,0.1111111111111111,0.0,0.0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,12.11111111111111,1.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.08888888888888889,0.7777777777777778,0.2222222222222222,5.222222222222222,7.666666666666667,60.544444444444444,0.4444444444444444,0.4444444444444444,0.8888888888888888
La Liga,David Zurutuza,17.0,es ESP,LM,33,63.526315789473685,0.03508771929824561,0.03508771929824561,0.0,0.0,0.42105263157894735,0.08771929824561403,0.07017543859649122,0.0,39.3859649122807,1.4035087719298245,1.2105263157894737,0.9122807017543859,0.0649122807017544,0.0649122807017544,0.029824561403508774,1.2456140350877194,0.10526315789473684,26.92982456140351,32.666666666666664,79.20350877192983,2.0350877192982457,0.3333333333333333,0.5789473684210527
La Liga,Pablo Chavarría,19.0,ar ARG,"FW,AM",31,50.74418604651163,0.11627906976744186,0.06976744186046512,0.0,0.0,1.1162790697674418,0.4186046511627907,0.09302325581395349,0.0,16.837209302325583,0.4883720930232558,0.11627906976744186,0.27906976744186046,0.14651162790697672,0.14651162790697672,0.03953488372093023,0.9069767441860465,0.11627906976744186,6.627906976744186,11.209302325581396,62.82790697674418,0.46511627906976744,0.2558139534883721,0.627906976744186
La Liga,Sébastien Corchia,18.0,fr FRA,RB,28,59.888888888888886,0.0,0.06172839506172839,0.0,0.0,0.5061728395061729,0.1728395061728395,0.1111111111111111,0.012345679012345678,35.39506172839506,1.4197530864197532,0.9382716049382716,0.9753086419753086,0.022222222222222223,0.022222222222222223,0.06666666666666667,1.308641975308642,0.12345679012345678,19.493827160493826,28.123456790123456,66.1456790123457,1.7654320987654322,0.4567901234567901,1.0864197530864197
La Liga,Larra,12.0,es ESP,RW,21,25.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,11.2,0.2,0.0,0.1,0.01,0.01,0.01,0.4,0.1,4.4,7.7,44.440000000000005,0.0,0.2,0.7
La Liga,Mikel San José,6.0,es ESP,LW,30,62.455882352941174,0.014705882352941176,0.014705882352941176,0.0,0.0,0.5441176470588235,0.1323529411764706,0.20588235294117646,0.0,34.75,1.5294117647058822,1.0441176470588236,1.0735294117647058,0.05147058823529412,0.05147058823529412,0.04264705882352942,1.0588235294117647,0.10294117647058823,21.08823529411765,27.602941176470587,74.18823529411765,2.411764705882353,0.38235294117647056,0.7058823529411765
La Liga,Markel Bergara,5.0,es ESP,CM,33,69.04347826086956,0.17391304347826086,0.043478260869565216,0.0,0.0,0.7391304347826086,0.391304347826087,0.30434782608695654,0.0,25.304347826086957,1.608695652173913,1.0434782608695652,0.5652173913043478,0.1217391304347826,0.1217391304347826,0.0,0.4782608695652174,0.08695652173913043,13.043478260869565,18.82608695652174,64.67391304347827,1.0,0.08695652173913043,0.13043478260869565
La Liga,Pedro Porro,2.0,es ESP,"RM,RB",19,65.55555555555556,0.0,0.08888888888888889,0.0,0.0,0.5333333333333333,0.13333333333333333,0.1111111111111111,0.0,44.31111111111111,1.5333333333333334,1.0222222222222221,0.8666666666666667,0.031111111111111114,0.031111111111111114,0.06666666666666668,1.3333333333333333,0.17777777777777778,24.066666666666666,36.111111111111114,64.31777777777778,2.2,0.9555555555555556,1.7333333333333334
La Liga,Charles,19.0,br BRA,FW,35,49.170212765957444,0.2978723404255319,0.02127659574468085,0.0851063829787234,0.10638297872340426,1.3085106382978724,0.5106382978723404,0.18085106382978725,0.010638297872340425,18.851063829787233,0.2978723404255319,0.19148936170212766,0.2978723404255319,0.26276595744680853,0.1797872340425532,0.04361702127659574,1.127659574468085,0.1276595744680851,9.574468085106384,14.170212765957446,67.9968085106383,0.7127659574468085,0.06382978723404255,0.23404255319148937
La Liga,Brandon,11.0,es ESP,RM,24,40.1578947368421,0.05263157894736842,0.05263157894736842,0.0,0.0,0.7368421052631579,0.3157894736842105,0.21052631578947367,0.0,17.473684210526315,0.7894736842105263,0.2631578947368421,0.7894736842105263,0.10526315789473684,0.10526315789473684,0.05789473684210527,1.105263157894737,0.10526315789473684,8.578947368421053,12.105263157894736,66.54736842105264,0.3684210526315789,0.42105263157894735,0.7368421052631579
La Liga,Juan Villar,18.0,es ESP,FW,31,24.0,0.1,0.0,0.1,0.1,0.4,0.2,0.1,0.0,11.6,0.1,0.1,0.4,0.12,0.04,0.01,0.6,0.2,5.4,8.6,53.790000000000006,0.6,0.1,0.2
La Liga,Hernâni Fortes,8.0,pt POR,"RW,LW",28,32.7,0.1,0.0,0.0,0.0,1.1,0.45,0.15,0.05,12.75,0.25,0.2,0.15,0.07999999999999999,0.07999999999999999,0.10999999999999999,1.0,0.0,4.25,8.35,42.61999999999999,0.3,0.35,0.95
La Liga,Éver Banega,10.0,ar ARG,AM,31,78.55208333333333,0.09375,0.14583333333333334,0.07291666666666667,0.07291666666666667,1.0625,0.2708333333333333,0.375,0.03125,80.07291666666667,1.9270833333333333,0.5729166666666666,0.7083333333333334,0.09270833333333334,0.03541666666666667,0.17083333333333336,4.28125,0.2916666666666667,59.145833333333336,72.40625,81.21770833333333,7.364583333333333,2.09375,2.9479166666666665
La Liga,Fayçal Fajr,21.0,ma MAR,CM,31,78.28571428571429,0.07792207792207792,0.1038961038961039,0.012987012987012988,0.025974025974025976,1.025974025974026,0.33766233766233766,0.19480519480519481,0.0,51.02597402597402,1.6623376623376624,0.8181818181818182,0.7402597402597403,0.06233766233766234,0.04155844155844156,0.11688311688311687,2.7532467532467533,0.24675324675324675,32.12987012987013,44.20779220779221,68.9987012987013,2.9740259740259742,0.6363636363636364,0.974025974025974
La Liga,Antoñito,18.0,es ESP,RM,31,64.26666666666667,0.044444444444444446,0.022222222222222223,0.0,0.0,0.2,0.044444444444444446,0.13333333333333333,0.0,36.71111111111111,1.3555555555555556,0.7333333333333333,0.6666666666666666,0.026666666666666672,0.026666666666666672,0.06888888888888889,1.511111111111111,0.044444444444444446,21.555555555555557,30.22222222222222,70.78222222222225,1.8888888888888888,0.6222222222222222,1.2222222222222223
La Liga,Javi García,3.0,es ESP,DM,32,62.471698113207545,0.018867924528301886,0.0,0.0,0.0,0.2641509433962264,0.03773584905660377,0.16981132075471697,0.018867924528301886,49.509433962264154,0.7358490566037735,0.6415094339622641,0.4716981132075472,0.020754716981132078,0.020754716981132078,0.005660377358490566,0.41509433962264153,0.03773584905660377,40.0188679245283,43.75471698113208,86.77358490566037,1.6981132075471699,0.32075471698113206,0.41509433962264153
La Liga,Daniel Martín,13.0,es ESP,GK,21,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,23.166666666666668,30.666666666666668,74.00000000000001,0.0,0.0,0.0
La Liga,Daniel Carriço,6.0,pt POR,CB,31,83.82926829268293,0.024390243902439025,0.024390243902439025,0.0,0.0,0.4146341463414634,0.07317073170731707,0.34146341463414637,0.0,52.5609756097561,1.2195121951219512,1.1951219512195121,0.7073170731707317,0.029268292682926834,0.029268292682926834,0.012195121951219513,0.6829268292682927,0.024390243902439025,37.170731707317074,44.46341463414634,80.41707317073171,1.975609756097561,0.2682926829268293,0.2926829268292683
La Liga,Lluis López,6.0,es ESP,CB,22,82.1,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,55.9,0.9,0.8,1.0,0.030000000000000006,0.030000000000000006,0.0,0.7,0.0,41.5,49.0,81.2,2.1,0.2,0.2
La Liga,Naldo,5.0,br BRA,CB,30,75.3076923076923,0.019230769230769232,0.038461538461538464,0.0,0.0,0.38461538461538464,0.019230769230769232,0.25,0.057692307692307696,45.82692307692308,1.1730769230769231,1.3076923076923077,0.9230769230769231,0.044230769230769226,0.044230769230769226,0.00576923076923077,0.4807692307692308,0.07692307692307693,29.903846153846153,36.36538461538461,78.06923076923077,1.2307692307692308,0.1346153846153846,0.15384615384615385
La Liga,Víctor Sánchez,4.0,es ESP,CM,31,68.48101265822785,0.0,0.06329113924050633,0.0,0.0,0.4430379746835443,0.05063291139240506,0.4050632911392405,0.012658227848101266,46.0253164556962,2.7468354430379747,1.6582278481012658,1.0886075949367089,0.016455696202531647,0.016455696202531647,0.03417721518987342,1.2658227848101267,0.08860759493670886,27.569620253164558,36.924050632911396,73.40886075949368,2.189873417721519,0.3670886075949367,0.5822784810126582
La Liga,Matías Vargas,22.0,ar ARG,"LM,FW",22,48.76190476190476,0.0,0.14285714285714285,0.0,0.0,1.0,0.09523809523809523,0.047619047619047616,0.0,25.238095238095237,0.6190476190476191,0.14285714285714285,0.5714285714285714,0.06190476190476191,0.06190476190476191,0.11428571428571428,1.5238095238095237,0.14285714285714285,11.80952380952381,18.476190476190474,57.04761904761905,1.8571428571428572,1.2380952380952381,2.238095238095238
La Liga,Víctor Campuzano,31.0,es ESP,FW,22,43.5,0.0,0.0,0.0,0.0,0.8,0.3,0.1,0.0,12.9,0.6,0.1,0.4,0.085,0.085,0.005,1.0,0.05,4.7,7.6,61.8,0.25,0.45,0.95
La Liga,Guillermo Maripán,6.0,cl CHI,CB,25,79.25196850393701,0.08661417322834646,0.023622047244094488,0.0,0.0,0.44881889763779526,0.14960629921259844,0.1968503937007874,0.007874015748031496,53.39370078740158,1.5275590551181102,1.3228346456692914,1.078740157480315,0.06299212598425197,0.06299212598425197,0.01732283464566929,0.48031496062992124,0.08661417322834646,38.21259842519685,44.39370078740158,81.24566929133859,2.141732283464567,0.16535433070866143,0.2440944881889764
La Liga,Wakaso,22.0,gh GHA,CM,29,61.36363636363637,0.015151515151515152,0.030303030303030304,0.0,0.0,0.8333333333333334,0.10606060606060606,0.42424242424242425,0.015151515151515152,33.03030303030303,2.1666666666666665,1.0303030303030303,1.2424242424242424,0.02727272727272728,0.02727272727272728,0.01818181818181818,0.9545454545454546,0.07575757575757576,17.87878787878788,25.0,68.16212121212122,1.8484848484848484,0.9242424242424242,1.3484848484848484
La Liga,Adrián Ramos,20.0,co COL,FW,33,32.285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,15.857142857142858,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.042857142857142864,0.042857142857142864,0.08571428571428572,0.8571428571428571,0.14285714285714285,7.285714285714286,11.571428571428571,64.0,1.4285714285714286,0.0,0.14285714285714285
La Liga,Xavi Quintillà,16.0,es ESP,LB,22,84.61538461538461,0.0,0.07692307692307693,0.0,0.0,0.23076923076923078,0.038461538461538464,0.2692307692307692,0.0,60.76923076923077,1.2307692307692308,0.7692307692307693,0.6153846153846154,0.01153846153846154,0.01153846153846154,0.10384615384615385,1.4230769230769231,0.07692307692307693,43.57692307692308,54.92307692307692,79.20769230769231,2.1153846153846154,0.15384615384615385,0.23076923076923078
La Liga,Santi Cazorla,8.0,es ESP,"DM,LM",34,72.81428571428572,0.21428571428571427,0.2714285714285714,0.14285714285714285,0.15714285714285714,0.9857142857142858,0.34285714285714286,0.07142857142857142,0.0,57.5,1.6714285714285715,0.6714285714285714,0.8285714285714286,0.1842857142857143,0.058571428571428566,0.20428571428571426,4.042857142857143,0.4714285714285714,40.31428571428572,49.67142857142857,80.84142857142855,4.5,1.4142857142857144,2.0285714285714285
La Liga,Karl Toko Ekambi,17.0,cm CMR,FW,26,72.58757062146893,0.3672316384180791,0.12429378531073447,0.02824858757062147,0.03389830508474576,2.2711864406779663,1.0847457627118644,0.1016949152542373,0.0,33.01129943502825,0.4067796610169492,0.4915254237288136,0.4406779661016949,0.4096045197740113,0.3836158192090395,0.14011299435028252,2.457627118644068,0.2994350282485876,18.570621468926554,24.242937853107346,75.95988700564972,1.3389830508474576,1.5310734463276836,2.8135593220338984
La Liga,Lillo,16.0,es ESP,AM,30,48.75,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,34.75,1.0,0.5,0.5,0.0,0.0,0.075,0.5,0.0,23.75,31.5,55.7,2.0,0.75,0.75
La Liga,Luis Perea,28.0,es ESP,FW,21,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,83.35,0.5,0.0,0.0
La Liga,Iván Cuéllar,1.0,es ESP,GK,35,89.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.13541666666666666,0.010416666666666666,33.979166666666664,0.041666666666666664,0.052083333333333336,0.0,0.0,0.0,0.0010416666666666667,0.15625,0.010416666666666666,15.864583333333334,31.572916666666668,50.213541666666664,0.020833333333333332,0.0,0.0
La Liga,Unai Bustinza,3.0,es ESP,CB,27,81.33333333333333,0.02564102564102564,0.02564102564102564,0.0,0.0,0.34615384615384615,0.16666666666666666,0.3076923076923077,0.01282051282051282,48.91025641025641,1.8333333333333333,2.1153846153846154,1.0,0.0423076923076923,0.0423076923076923,0.03205128205128205,1.1025641025641026,0.0641025641025641,27.705128205128204,39.64102564102564,70.0025641025641,2.1153846153846154,0.16666666666666666,0.3333333333333333
La Liga,Rodrigo Tarín,15.0,es ESP,CB,23,74.375,0.0,0.0,0.0,0.0,0.1875,0.0,0.125,0.0,32.78125,1.0,1.25,0.5625,0.015625,0.015625,0.003125,0.28125,0.0625,18.625,24.96875,73.425,0.65625,0.03125,0.03125
La Liga,José Arnaiz,10.0,es ESP,LM,24,37.78787878787879,0.06060606060606061,0.030303030303030304,0.0,0.0,0.9696969696969697,0.30303030303030304,0.12121212121212122,0.0,15.090909090909092,0.24242424242424243,0.2727272727272727,0.3333333333333333,0.06969696969696969,0.06969696969696969,0.030303030303030304,1.0303030303030303,0.09090909090909091,6.96969696969697,9.181818181818182,73.81212121212121,0.3939393939393939,0.5151515151515151,1.0606060606060606
La Liga,Roberto Rosales,16.0,ve VEN,WB,30,83.24691358024691,0.04938271604938271,0.024691358024691357,0.0,0.0,0.5679012345679012,0.14814814814814814,0.2345679012345679,0.0,58.93827160493827,2.3950617283950617,1.3580246913580247,0.9012345679012346,0.019753086419753086,0.019753086419753086,0.11111111111111109,2.308641975308642,0.14814814814814814,35.148148148148145,49.75308641975309,69.94691358024693,3.1728395061728394,0.5061728395061729,0.9506172839506173
La Liga,Rubén Pérez,21.0,es ESP,CM,30,81.63636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.5454545454545454,0.06818181818181818,0.3409090909090909,0.011363636363636364,53.85227272727273,2.5,1.7613636363636365,0.9772727272727273,0.014772727272727272,0.005681818181818182,0.026136363636363638,1.3295454545454546,0.125,35.19318181818182,45.47727272727273,76.13636363636364,3.5113636363636362,0.6136363636363636,0.9204545454545454
La Liga,Javier Eraso,17.0,es ESP,CM,29,59.38805970149254,0.05970149253731343,0.04477611940298507,0.0,0.0,0.6567164179104478,0.26865671641791045,0.13432835820895522,0.0,26.28358208955224,0.7313432835820896,0.5522388059701493,0.3582089552238806,0.07611940298507462,0.07611940298507462,0.07611940298507462,1.4179104477611941,0.1044776119402985,15.044776119402986,20.761194029850746,71.73283582089553,0.9701492537313433,0.22388059701492538,0.5671641791044776
La Liga,Pablo de Blasis,16.0,ar ARG,RB,31,57.851851851851855,0.07407407407407407,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.48148148148148145,0.2222222222222222,0.07407407407407407,0.018518518518518517,38.074074074074076,1.3518518518518519,0.6851851851851852,0.5740740740740741,0.06296296296296296,0.04814814814814815,0.09444444444444444,1.6481481481481481,0.07407407407407407,22.38888888888889,32.7037037037037,67.26296296296296,2.4074074074074074,0.37037037037037035,0.7407407407407407
La Liga,Iván Ramis,4.0,es ESP,CB,34,78.0909090909091,0.09090909090909091,0.0,0.0,0.0,0.7954545454545454,0.2727272727272727,0.20454545454545456,0.0,46.75,1.0454545454545454,1.0681818181818181,0.5454545454545454,0.06363636363636364,0.06363636363636364,0.00681818181818182,0.3181818181818182,0.022727272727272728,31.727272727272727,39.61363636363637,79.23636363636363,2.727272727272727,0.25,0.25
La Liga,Xisco Campos,5.0,es ESP,RB,37,52.55555555555556,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,29.444444444444443,0.7777777777777778,1.2222222222222223,0.8888888888888888,0.022222222222222223,0.022222222222222223,0.03333333333333334,0.2222222222222222,0.1111111111111111,16.77777777777778,22.666666666666668,59.84444444444445,0.5555555555555556,0.0,0.0
La Liga,Lumor Agbenyenu,3.0,gh GHA,LB,23,78.47826086956522,0.043478260869565216,0.0,0.0,0.0,0.6086956521739131,0.08695652173913043,0.21739130434782608,0.043478260869565216,50.82608695652174,1.3478260869565217,0.9130434782608695,0.5652173913043478,0.0,0.0,0.06956521739130435,1.4782608695652173,0.0,30.043478260869566,42.26086956521739,70.96086956521738,2.0,1.2608695652173914,2.0434782608695654
