Player,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog
Álvaro Medrán,39.41025641025641,0.9487179487179488,7.230769230769231,24.871794871794872,7.897435897435898,0.5897435897435898,39.41025641025641,0.9743589743589745,1.564102564102564,44.7025641025641,1.1282051282051282,0.7948717948717948,27.56410256410257,0.6666666666666666
Luis Advíncula,51.71428571428572,3.0357142857142856,15.821428571428571,23.821428571428573,12.892857142857142,0.8571428571428571,51.71428571428572,1.3928571428571428,1.8928571428571428,70.59642857142858,1.4642857142857142,1.1785714285714286,30.607142857142858,2.2857142857142856
Axel Werner,29.714285714285715,24.857142857142858,29.285714285714285,0.4285714285714285,0.0,0.0,29.714285714285715,0.0,0.0,0.0,0.0,0.0,8.142857142857142,0.0
Álex Gallar,23.6,0.44,3.64,9.88,10.56,1.24,23.56,0.76,1.84,28.668000000000003,1.04,0.88,15.76,2.72
Damián Musto,41.79166666666666,3.333333333333333,12.791666666666666,24.83333333333333,4.333333333333333,0.625,41.79166666666666,0.0416666666666666,0.0833333333333333,4.166666666666667,0.75,0.5,21.0,0.5
Rúben Semedo,39.2,5.066666666666666,22.0,15.933333333333334,1.6,0.8666666666666667,39.2,0.2666666666666666,0.6666666666666666,14.446666666666664,0.4,0.3333333333333333,22.466666666666665,0.0666666666666666
Samuele Longo,10.6,0.5333333333333333,1.1333333333333333,5.533333333333333,4.0,1.6,10.6,0.5333333333333333,1.0666666666666669,16.113333333333333,1.5333333333333334,1.4666666666666666,8.466666666666667,1.5333333333333334
Daniel Torres,32.35,3.2,10.0,19.8,3.05,0.2,32.35,0.45,0.5,35.0,0.75,0.35,19.0,0.55
Héctor Moreno,57.36842105263158,4.921052631578948,27.289473684210527,28.789473684210527,1.7105263157894737,0.7105263157894737,57.36842105263158,0.0526315789473684,0.1052631578947368,3.947368421052632,0.2368421052631578,0.131578947368421,39.68421052631579,0.2368421052631578
Rubén Pardo,33.0,0.6153846153846154,5.051282051282051,20.128205128205128,8.179487179487179,0.1794871794871795,33.0,0.3076923076923077,0.4871794871794871,21.7948717948718,0.4358974358974359,0.4615384615384615,22.102564102564106,1.1025641025641026
Álvaro González,58.5609756097561,6.113821138211383,28.739837398373982,28.3739837398374,1.7154471544715446,0.7560975609756098,58.5609756097561,0.065040650406504,0.0975609756097561,6.504065040650406,0.2032520325203252,0.073170731707317,39.3089430894309,0.1219512195121951
Santiago Cáseres,44.0,1.8695652173913044,10.434782608695652,29.91304347826087,4.130434782608695,0.217391304347826,44.0,0.4782608695652174,0.6521739130434783,37.68260869565218,0.5217391304347826,0.217391304347826,28.52173913043478,0.3478260869565217
Hernán Pérez,21.545454545454547,0.696969696969697,5.121212121212121,8.030303030303031,8.909090909090908,1.4545454545454546,21.545454545454547,0.9696969696969696,2.060606060606061,33.484848484848484,1.3636363636363635,0.8787878787878788,14.151515151515152,2.363636363636364
Sergio García,21.080645161290324,0.3548387096774194,1.7741935483870968,8.483870967741936,11.096774193548388,2.2419354838709675,21.080645161290324,0.6129032258064516,1.3387096774193548,27.796774193548387,1.7741935483870968,1.2903225806451613,16.306451612903224,3.7096774193548394
Gustavo Cabral,52.98,5.24,27.66,24.44,1.1,0.66,52.98,0.04,0.06,4.0,0.32,0.28,33.56,0.08
Júnior Alonso,60.55813953488372,4.72093023255814,28.65116279069768,29.186046511627907,3.302325581395349,0.7209302325581395,60.55813953488372,0.3720930232558139,0.5116279069767442,29.45813953488372,0.4651162790697674,0.3255813953488372,38.23255813953488,0.4186046511627907
Dennis Eckert,7.777777777777778,0.3333333333333333,0.5555555555555556,2.888888888888889,4.444444444444445,1.7777777777777777,7.777777777777778,0.0,0.3333333333333333,0.0,0.4444444444444444,0.8888888888888888,5.777777777777778,1.7777777777777777
Raphael Dwamena,5.916666666666667,0.25,0.5,2.083333333333333,3.4166666666666665,0.6666666666666666,5.916666666666667,0.1666666666666666,0.5,16.666666666666668,0.5,0.1666666666666666,4.5,1.3333333333333333
Sanjin Prcić,46.70192307692308,1.3653846153846154,9.942307692307692,29.08653846153846,8.115384615384615,0.2115384615384615,46.70192307692308,0.2884615384615384,0.4615384615384615,21.39423076923077,0.5288461538461539,0.2980769230769231,30.903846153846157,0.5480769230769231
Antonio Luna,50.1025641025641,3.615384615384616,17.46153846153846,21.76923076923077,11.58974358974359,0.7692307692307693,50.1025641025641,0.4871794871794871,0.717948717948718,30.76923076923077,0.7948717948717948,0.6410256410256411,24.94871794871795,2.0
Francis Guerrero,53.083333333333336,1.9722222222222223,15.38888888888889,20.30555555555556,17.944444444444443,1.4444444444444444,53.083333333333336,0.8888888888888888,1.6111111111111112,33.75277777777778,1.1944444444444444,1.1388888888888888,34.22222222222222,2.4722222222222223
Ryad Boudebouz,46.21052631578947,0.5350877192982456,5.289473684210527,24.12280701754386,17.44736842105263,1.0789473684210529,46.175438596491226,1.350877192982456,2.1140350877192984,44.24473684210526,1.4298245614035088,1.1842105263157894,34.666666666666664,3.3596491228070176
Borja Fernández,25.210526315789476,2.0,8.68421052631579,15.0,1.7894736842105263,0.4736842105263157,25.210526315789476,0.0526315789473684,0.0526315789473684,5.2631578947368425,0.3684210526315789,0.1578947368421052,14.0,0.2105263157894736
Keko,27.23404255319149,0.4893617021276595,5.148936170212766,10.382978723404255,12.148936170212766,1.702127659574468,27.23404255319149,0.851063829787234,1.5106382978723405,34.831914893617025,1.2127659574468086,1.0851063829787233,17.361702127659573,2.74468085106383
Chris Ramos,18.0,1.0,2.0,4.0,12.0,2.0,18.0,0.0,1.0,0.0,4.0,0.0,14.0,1.0
Marc Muniesa,56.4375,3.65625,23.78125,28.59375,4.71875,0.40625,56.4375,0.5,0.59375,35.15625,0.59375,0.25,32.6875,0.53125
Álex Granell,59.54545454545455,1.606060606060606,10.909090909090908,35.28787878787879,14.227272727272728,0.3333333333333333,59.53030303030303,1.0454545454545454,1.318181818181818,50.540909090909096,0.803030303030303,0.9090909090909092,36.66666666666666,1.6666666666666667
Miquel Parera,27.0,25.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Rafel Obrador,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Joan Monterde,9.0,0.0,3.0,5.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0
Samu Pérez,8.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Florent Poulolo,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Rodríguez,7.0,0.0,0.0,5.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
Víctor García,22.0,0.0,5.0,9.5,8.5,1.5,22.0,1.5,2.0,50.0,0.0,0.0,13.5,1.0
Adrián Guerrero,44.5,1.5,11.5,23.5,9.5,0.0,44.5,0.5,2.0,12.5,1.0,0.5,33.0,1.0
Miguel Marí,17.666666666666668,0.6666666666666666,2.6666666666666665,11.333333333333334,3.6666666666666665,0.0,17.666666666666668,0.0,0.0,0.0,1.0,0.3333333333333333,9.333333333333334,0.3333333333333333
Mario Rodriguez,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Manuel Garrido,11.0,0.5,0.5,4.75,5.75,0.75,11.0,0.25,0.25,25.0,1.25,0.0,8.75,1.25
Jacobo,22.5,2.0,10.0,8.5,4.5,0.0,22.5,0.5,0.5,50.0,0.0,1.0,11.5,0.0
Bruno Soriano,41.71428571428572,1.1428571428571428,10.285714285714286,28.0,3.571428571428572,0.2857142857142857,41.71428571428572,0.1428571428571428,0.2857142857142857,14.285714285714286,0.2857142857142857,0.0,34.57142857142857,0.1428571428571428
Paulino,13.666666666666666,0.0,1.0,8.0,4.666666666666667,0.0,13.666666666666666,0.6666666666666666,1.0,50.0,1.3333333333333333,1.3333333333333333,11.666666666666666,1.0
Churripi,34.333333333333336,27.33333333333333,34.333333333333336,0.0,0.0,0.0,34.333333333333336,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.0
Matheus Fernandes,25.666666666666668,1.0,5.0,15.666666666666666,5.0,0.6666666666666666,25.666666666666668,0.6666666666666666,0.6666666666666666,66.66666666666667,1.0,0.0,12.666666666666666,0.6666666666666666
Antonio Cortés,7.5,0.0,0.75,2.75,4.125,0.5,7.5,0.5,1.125,35.4125,0.875,0.75,5.375,0.875
Leonardo Koutris,32.5,3.0,17.0,10.5,5.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0
Gil Bastião Dias,31.5,0.8888888888888888,5.925925925925926,14.851851851851851,11.333333333333334,1.5925925925925926,31.5,1.148148148148148,2.111111111111111,41.66481481481481,1.0925925925925926,1.0185185185185186,19.24074074074074,2.240740740740741
Hatem Ben Arfa,41.516129032258064,0.032258064516129,2.693548387096774,21.61290322580645,18.32258064516129,1.9516129032258065,41.46774193548387,3.338709677419355,5.725806451612903,53.61129032258064,2.129032258064516,2.2096774193548385,31.758064516129032,3.1451612903225805
Roger Assalé,14.806451612903226,0.064516129032258,1.3548387096774193,6.225806451612903,7.354838709677419,1.8064516129032255,14.806451612903226,0.6774193548387096,1.2903225806451613,43.27741935483871,1.5806451612903225,0.8387096774193549,11.870967741935484,2.967741935483871
Miguel Ángel Guerrero,22.285714285714285,0.6285714285714286,1.4285714285714286,11.742857142857142,9.2,1.9428571428571428,22.228571428571428,0.4857142857142857,0.9428571428571428,30.0,1.6857142857142855,0.9714285714285714,16.428571428571427,3.257142857142857
Ljubomir Fejsa,27.0,1.6153846153846154,7.769230769230769,17.46153846153846,1.9230769230769231,0.0,27.0,0.0,0.0769230769230769,0.0,0.3076923076923077,0.1538461538461538,13.307692307692308,0.0
Fyodor Smolov,20.285714285714285,0.5714285714285714,1.8571428571428568,9.928571428571429,8.5,2.857142857142857,20.285714285714285,0.6428571428571429,1.4285714285714286,34.528571428571425,1.4285714285714286,1.2142857142857142,15.214285714285714,3.0
Óscar Clemente,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Javier Muñoz,16.0,0.0,5.0,8.0,3.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0
Álex Martínez,10.0,0.0,2.0,3.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Ander Iturraspe,40.170731707317074,2.1707317073170733,9.585365853658535,24.195121951219512,6.7317073170731705,0.048780487804878,40.170731707317074,0.1463414634146341,0.1951219512195122,12.195121951219512,0.5365853658536586,0.2926829268292683,22.804878048780488,0.6097560975609756
Juan Hernández,5.2,0.0,0.6,2.4,2.2,0.6,5.2,0.6,0.8,15.0,0.4,0.0,3.4,1.6
Vitorino Antunes,49.73015873015873,2.4285714285714284,14.571428571428571,21.53968253968254,14.238095238095235,0.4444444444444444,49.71428571428572,0.6349206349206349,1.1587301587301588,27.665079365079368,1.0476190476190477,0.5873015873015873,21.07936507936508,0.9365079365079364
Moanes Dabbur,22.933333333333334,0.2133333333333333,1.88,11.0,10.333333333333334,2.4266666666666667,22.92,0.68,1.5066666666666666,30.354666666666667,1.5333333333333334,1.0533333333333332,16.586666666666666,3.6666666666666665
Eliseo Falcon,26.0,4.0,16.0,9.0,1.0,0.0,26.0,2.0,2.0,100.0,0.0,0.0,19.0,0.0
Gonzalo,7.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Kévin Soni,8.125,0.0,0.75,2.875,4.75,0.875,8.125,0.875,1.5,39.5875,1.0,0.75,4.25,0.75
Moussa Wagué,48.22222222222222,1.0,10.77777777777778,22.33333333333333,16.0,1.0,48.22222222222222,1.3333333333333333,2.111111111111111,44.44444444444444,1.0,1.0,33.666666666666664,3.333333333333333
Josep Señé,17.333333333333332,0.6666666666666666,2.333333333333333,11.666666666666666,3.333333333333333,0.3333333333333333,17.333333333333332,0.5,0.8333333333333334,22.21666666666667,0.1666666666666666,0.3333333333333333,12.166666666666666,0.1666666666666666
İsmail Köybaşı,27.75,0.5,5.75,14.0,8.5,0.5,27.75,0.5,1.0,50.0,1.0,0.75,14.0,1.5
Sergio Bermejo,3.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,100.0,0.0,0.0,2.0,1.0
Cristian Rivera,35.1764705882353,2.264705882352941,9.382352941176473,20.47058823529412,5.617647058823529,0.6176470588235294,35.1764705882353,0.6470588235294118,0.8823529411764706,35.050000000000004,0.8235294117647058,0.5882352941176471,19.38235294117647,1.1470588235294117
David Juncà,55.20512820512821,2.3846153846153846,15.282051282051285,27.17948717948718,13.076923076923077,0.5384615384615384,55.20512820512821,0.6410256410256411,1.051282051282051,34.784615384615385,0.7435897435897436,0.2564102564102564,32.64102564102564,1.3333333333333333
Marc Pedraza,13.666666666666666,0.6666666666666666,4.0,8.333333333333334,1.3333333333333333,0.3333333333333333,13.666666666666666,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0
Fran Gámez,46.78260869565217,3.9565217391304346,15.173913043478262,18.782608695652176,13.434782608695652,0.782608695652174,46.78260869565217,0.7391304347826086,1.0,41.30434782608695,1.1304347826086956,0.5217391304347826,22.43478260869565,1.565217391304348
Ariday Cabrera,10.0,0.0,1.0,3.5,5.5,0.5,10.0,0.0,1.0,0.0,1.0,0.5,4.5,2.0
Jean-Clair Todibo,70.55813953488372,7.267441860465116,32.69767441860465,36.77906976744186,1.7209302325581397,0.6046511627906976,70.55813953488372,0.6744186046511628,0.8953488372093024,40.69883720930232,0.6627906976744186,0.313953488372093,48.872093023255815,0.127906976744186
Pipa,39.71428571428572,2.4285714285714284,14.142857142857142,14.857142857142858,11.142857142857142,0.8571428571428571,39.71428571428572,0.5714285714285714,1.4285714285714286,30.957142857142856,1.1428571428571428,0.2857142857142857,18.0,2.4285714285714284
Iago Herrerín,34.54545454545455,26.181818181818183,34.22727272727273,0.3636363636363636,0.0,0.0,34.54545454545455,0.0,0.0,0.0,0.0227272727272727,0.0,14.090909090909092,0.0
Ismael,14.0,0.6666666666666666,4.333333333333333,7.666666666666667,2.0,0.0,14.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,7.333333333333333,0.3333333333333333
Jorge Sáenz,29.428571428571427,3.2857142857142856,16.285714285714285,12.285714285714286,1.0,0.0,29.428571428571427,0.0,0.0,0.0,0.4285714285714285,0.0,18.142857142857142,0.1428571428571428
Esteban Granero,40.265625,1.390625,7.75,21.796875,11.34375,0.453125,40.265625,0.78125,1.015625,42.4484375,0.859375,1.03125,26.0,1.046875
Antonio Adán,42.6875,34.875,42.5625,0.15625,0.0,0.0,42.6875,0.15625,0.15625,15.625,0.1875,0.0,21.3125,0.0
Chidozie Awaziem,38.85416666666666,4.354166666666667,18.5625,18.104166666666668,2.4375,0.625,38.85416666666666,0.2291666666666666,0.2916666666666667,18.75,0.2708333333333333,0.2916666666666667,18.0625,0.1666666666666666
Baba Rahman,56.8125,3.0,17.6875,28.8125,11.0,0.5625,56.8125,1.0,2.125,41.975,1.1875,0.75,29.6875,1.0
José Martínez,31.35,2.7,15.35,15.0,1.25,0.4,31.35,0.25,0.25,20.0,0.35,0.05,15.25,0.1
Yannis Salibur,26.666666666666668,0.0625,2.270833333333333,11.791666666666666,13.041666666666666,1.9166666666666667,26.666666666666668,1.6666666666666667,2.4791666666666665,46.6,1.0625,1.2916666666666667,20.916666666666668,3.6875
Sabin Merino,11.407407407407408,0.5185185185185185,1.2962962962962965,4.666666666666667,5.518518518518518,1.3703703703703705,11.407407407407408,0.1481481481481481,0.3333333333333333,10.492592592592594,0.8518518518518519,0.5185185185185185,7.925925925925926,2.037037037037037
Luca Sangalli,24.620689655172413,0.2068965517241379,3.9655172413793114,13.482758620689657,7.517241379310345,0.7241379310344828,24.620689655172413,0.7586206896551724,1.103448275862069,42.52758620689655,1.0344827586206895,0.7931034482758621,17.896551724137932,1.5862068965517242
Rony Lopes,32.23364485981308,0.3271028037383177,3.1682242990654204,12.80373831775701,16.710280373831775,2.355140186915888,32.23364485981308,1.1308411214953271,2.205607476635514,39.70934579439252,1.9065420560747663,1.0467289719626167,22.60747663551402,4.4485981308411215
Wilfrid Kaptoum,33.8,0.8666666666666667,6.533333333333333,21.0,6.933333333333334,0.4,33.8,1.4,1.9333333333333331,58.25333333333333,1.2,0.9333333333333332,23.866666666666667,1.4
Juan Soriano,31.73333333333333,27.33333333333333,31.666666666666668,0.0666666666666666,0.0666666666666666,0.0666666666666666,31.73333333333333,0.0,0.0,0.0,0.0,0.0,11.2,0.0
Kenneth Omeruo,42.84313725490196,6.019607843137255,23.607843137254903,18.705882352941178,0.7843137254901961,0.2941176470588235,42.84313725490196,0.2352941176470588,0.2549019607843137,21.568627450980397,0.3333333333333333,0.0980392156862745,18.96078431372549,0.0
Javier Avilés,12.11111111111111,0.1111111111111111,1.4444444444444444,3.6666666666666665,7.111111111111111,1.0,12.11111111111111,0.4444444444444444,0.8888888888888888,27.77777777777778,0.4444444444444444,0.5555555555555556,7.555555555555555,1.5555555555555556
David Zurutuza,39.3859649122807,1.2456140350877194,7.649122807017544,25.29824561403509,6.894736842105263,0.6842105263157895,39.3859649122807,0.3333333333333333,0.5789473684210527,23.1,0.8947368421052632,1.1754385964912282,27.05263157894737,1.350877192982456
Pablo Chavarría,16.837209302325583,0.5116279069767442,1.372093023255814,6.627906976744186,9.093023255813954,2.627906976744186,16.837209302325583,0.2558139534883721,0.627906976744186,19.76744186046512,1.7674418604651163,0.5813953488372093,12.27906976744186,3.046511627906977
Sébastien Corchia,35.39506172839506,1.9012345679012344,8.691358024691358,14.925925925925926,12.11111111111111,0.5679012345679012,35.39506172839506,0.4567901234567901,1.0864197530864197,24.50617283950617,0.8518518518518519,0.419753086419753,17.123456790123456,1.308641975308642
Larra,11.2,0.0,1.4,3.7,6.1,0.3,11.2,0.2,0.7,8.33,0.9,0.4,8.3,1.2
Mikel San José,34.75,1.897058823529412,8.029411764705882,21.029411764705884,6.088235294117647,0.9705882352941176,34.75,0.3823529411764705,0.7058823529411765,25.97941176470588,0.75,0.5735294117647058,20.0,0.9852941176470588
Markel Bergara,25.30434782608696,1.391304347826087,6.130434782608695,14.695652173913045,4.695652173913044,1.2173913043478262,25.30434782608696,0.0869565217391304,0.1304347826086956,8.695652173913043,0.8260869565217391,0.3043478260869565,10.130434782608695,1.0
Pedro Porro,44.31111111111111,2.022222222222222,13.0,19.55555555555556,12.444444444444445,0.6222222222222222,44.31111111111111,0.9555555555555556,1.7333333333333334,38.74,1.4444444444444444,0.6222222222222222,22.711111111111112,1.8444444444444448
Charles,18.851063829787236,0.3297872340425531,0.9787234042553192,8.297872340425531,9.74468085106383,2.606382978723404,18.74468085106383,0.0638297872340425,0.2340425531914893,5.319148936170213,0.9893617021276596,0.4787234042553192,13.148936170212766,2.4468085106382977
Brandon,17.473684210526315,0.0526315789473684,1.736842105263158,8.157894736842104,7.894736842105263,1.1578947368421053,17.473684210526315,0.4210526315789473,0.7368421052631579,26.31578947368421,1.105263157894737,1.3157894736842106,12.36842105263158,2.8421052631578947
Juan Villar,11.6,0.1,1.0,5.5,5.3,1.0,11.5,0.1,0.2,5.0,0.9,0.3,8.8,2.0
Hernâni Fortes,12.75,0.35,3.0,3.35,6.75,1.3,12.75,0.35,0.95,20.0,0.7,0.35,8.9,1.95
Éver Banega,80.07291666666667,1.1354166666666667,14.104166666666666,47.895833333333336,19.21875,0.7916666666666666,80.0,2.09375,2.9479166666666665,63.06041666666667,1.34375,1.625,59.54166666666666,1.7395833333333333
Fayçal Fajr,51.02597402597402,1.025974025974026,8.233766233766234,30.48051948051948,12.818181818181818,0.4415584415584415,51.0,0.6363636363636364,0.974025974025974,37.88051948051948,0.922077922077922,0.7532467532467533,30.246753246753247,1.103896103896104
Antoñito,36.71111111111111,1.6666666666666667,10.422222222222222,15.6,11.11111111111111,0.5555555555555556,36.71111111111111,0.6222222222222222,1.2222222222222223,36.51777777777777,0.9333333333333332,0.4888888888888889,21.08888888888889,1.4444444444444444
Javi García,49.50943396226416,3.320754716981132,16.358490566037737,30.88679245283019,2.490566037735849,0.3584905660377358,49.50943396226416,0.320754716981132,0.4150943396226415,24.52830188679245,0.4528301886792453,0.5283018867924528,37.33962264150944,0.3584905660377358
Daniel Martín,32.666666666666664,26.666666666666668,32.333333333333336,0.5,0.0,0.0,32.666666666666664,0.0,0.0,0.0,0.0,0.0,16.166666666666668,0.0
Daniel Carriço,52.5609756097561,5.609756097560975,26.5609756097561,24.04878048780488,2.341463414634146,0.7804878048780488,52.5609756097561,0.2682926829268293,0.2926829268292683,21.951219512195124,0.2195121951219512,0.2195121951219512,31.682926829268293,0.1219512195121951
Lluis López,55.9,5.7,28.9,25.4,1.9,0.4,55.9,0.2,0.2,20.0,0.2,0.2,38.2,0.0
Naldo,52.44086021505376,6.548387096774194,27.881720430107528,23.0,1.870967741935484,1.064516129032258,52.44086021505376,0.1827956989247312,0.2365591397849462,15.770967741935484,0.3763440860215054,0.0967741935483871,30.053763440860216,0.1290322580645161
Víctor Sánchez,46.0253164556962,2.518987341772152,12.746835443037977,25.063291139240505,8.544303797468354,0.3544303797468354,46.0253164556962,0.3670886075949367,0.5822784810126582,26.582278481012654,0.9493670886075948,0.6962025316455697,26.126582278481013,1.0759493670886076
Matías Vargas,25.23809523809524,0.238095238095238,3.1904761904761907,10.047619047619047,12.666666666666666,1.761904761904762,25.23809523809524,1.238095238095238,2.238095238095238,29.357142857142858,1.809523809523809,1.8571428571428568,18.09523809523809,3.142857142857143
Víctor Campuzano,12.9,0.2,0.85,6.05,6.35,1.4,12.9,0.45,0.95,22.0,1.95,0.85,8.2,2.2
Guillermo Maripán,53.39370078740158,6.338582677165355,26.322834645669293,25.88976377952756,1.5118110236220472,0.8346456692913385,53.39370078740158,0.1653543307086614,0.2440944881889764,12.992125984251969,0.3070866141732283,0.0472440944881889,33.968503937007874,0.0944881889763779
Wakaso,33.03030303030303,1.196969696969697,8.227272727272727,20.01515151515152,5.424242424242424,0.2121212121212121,33.03030303030303,0.9242424242424242,1.3484848484848484,45.224242424242426,0.8484848484848485,0.6212121212121212,18.12121212121212,0.7272727272727273
Adrián Ramos,15.857142857142858,0.1428571428571428,0.4285714285714285,6.285714285714286,9.285714285714286,2.0,15.857142857142858,0.0,0.1428571428571428,0.0,0.8571428571428571,0.2857142857142857,12.428571428571429,2.2857142857142856
Xavi Quintillà,60.76923076923077,3.269230769230769,18.846153846153847,26.26923076923077,15.961538461538462,0.4615384615384615,60.76923076923077,0.1538461538461538,0.2307692307692307,15.384615384615383,0.3846153846153846,0.0769230769230769,37.76923076923077,1.2307692307692308
Santi Cazorla,57.5,0.9857142857142858,8.585714285714285,31.042857142857144,18.65714285714286,1.2,57.34285714285714,1.4142857142857144,2.0285714285714285,55.405714285714296,1.5285714285714285,1.2,41.3,2.3142857142857145
Karl Toko Ekambi,33.01129943502825,0.2203389830508474,2.4293785310734464,13.480225988700566,17.62146892655367,4.350282485875706,32.9774011299435,1.5310734463276836,2.8135593220338984,51.05084745762712,2.1242937853107344,1.2824858757062148,26.25423728813559,6.350282485875706
Lillo,34.75,1.75,10.0,17.75,7.0,0.25,34.75,0.75,0.75,50.0,0.25,0.75,20.25,0.0
Luis Perea,5.0,0.5,1.5,2.0,1.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0
Iván Cuéllar,33.979166666666664,26.104166666666668,33.552083333333336,0.4270833333333333,0.0,0.0,33.979166666666664,0.0,0.0,0.0,0.0416666666666666,0.0,9.979166666666666,0.0
Unai Bustinza,48.91025641025641,3.6666666666666665,20.935897435897434,22.0,6.487179487179487,0.7564102564102564,48.91025641025641,0.1666666666666666,0.3333333333333333,13.461538461538462,0.5,0.1794871794871795,22.06410256410257,0.2948717948717949
Rodrigo Tarín,32.78125,4.40625,18.03125,12.625,2.3125,0.40625,32.78125,0.03125,0.03125,3.125,0.125,0.03125,14.71875,0.125
José Arnaiz,15.090909090909092,0.2424242424242424,1.4545454545454546,6.242424242424242,7.696969696969697,1.5454545454545454,15.090909090909092,0.5151515151515151,1.0606060606060606,25.25151515151515,1.8484848484848484,0.9393939393939394,10.454545454545457,2.363636363636364
Roberto Rosales,58.93827160493827,3.54320987654321,17.493827160493826,25.71604938271605,16.296296296296298,0.6296296296296297,58.93827160493827,0.5061728395061729,0.9506172839506172,30.781481481481485,1.148148148148148,0.5432098765432098,30.62962962962963,1.469135802469136
Rubén Pérez,53.85227272727273,2.011363636363636,14.25,35.69318181818182,4.818181818181818,0.0454545454545454,53.84090909090909,0.6136363636363636,0.9204545454545454,39.66022727272728,0.7159090909090909,0.3181818181818182,29.852272727272727,0.2045454545454545
Javier Eraso,26.28358208955224,0.3134328358208955,3.194029850746269,12.64179104477612,10.776119402985074,1.462686567164179,26.28358208955224,0.2238805970149253,0.5671641791044776,13.556716417910447,1.4477611940298507,1.2388059701492538,17.0,3.029850746268657
Pablo de Blasis,38.2125,1.0375,5.8375,18.7375,14.1625,1.2375,38.1625,0.425,1.0125,25.2075,1.25,0.875,24.175,2.2875
Iván Ramis,46.75,3.5,17.318181818181817,28.38636363636364,1.6363636363636365,1.0,46.75,0.25,0.25,22.727272727272727,0.3863636363636363,0.0681818181818181,24.681818181818183,0.0227272727272727
Xisco Campos,29.444444444444443,4.0,17.77777777777778,10.444444444444445,1.5555555555555556,0.5555555555555556,29.444444444444443,0.0,0.0,0.0,0.0,0.0,15.11111111111111,0.1111111111111111
Lumor Agbenyenu,50.82608695652174,3.391304347826087,16.91304347826087,21.608695652173918,13.391304347826088,0.5217391304347826,50.82608695652174,1.2608695652173914,2.0434782608695654,48.2608695652174,1.173913043478261,0.4347826086956521,25.26086956521739,1.0869565217391304
Aleksandar Trajkovski,14.785714285714286,0.2142857142857142,1.6428571428571428,5.428571428571429,7.857142857142857,1.0,14.785714285714286,0.5714285714285714,0.9285714285714286,33.92857142857143,0.8571428571428571,0.5714285714285714,10.142857142857142,1.6428571428571428
Álex Alegría,14.791666666666666,0.375,0.75,7.375,6.708333333333333,1.7916666666666667,14.791666666666666,0.2916666666666667,0.6666666666666666,17.3625,2.083333333333333,1.0416666666666667,11.333333333333334,1.7083333333333333
Miguel Ángel Moyá,38.45454545454545,32.93939393939394,38.30303030303031,0.2121212121212121,0.0,0.0,38.45454545454545,0.0909090909090909,0.0909090909090909,9.090909090909092,0.0303030303030303,0.0,17.78787878787879,0.0
Ezequiel Garay,56.12307692307692,7.415384615384616,29.846153846153847,24.76923076923077,1.7846153846153847,0.7076923076923077,56.12307692307692,0.0307692307692307,0.0307692307692307,1.5384615384615383,0.1538461538461538,0.0153846153846153,35.8,0.0769230769230769
David Costas,50.095238095238095,5.333333333333333,26.61904761904762,21.952380952380956,1.7142857142857142,0.3809523809523809,50.095238095238095,0.0476190476190476,0.1428571428571428,4.761904761904762,0.1428571428571428,0.2857142857142857,33.523809523809526,0.1428571428571428
Pione Sisto,31.1125,0.4125,4.3125,14.3375,12.9,1.45,31.1125,1.5625,2.55,50.36125,1.625,1.5875,25.1,3.1125
Pape Cheikh Diop,26.12244897959184,0.6530612244897959,5.795918367346939,16.93877551020408,3.591836734693877,0.3061224489795918,26.12244897959184,0.4693877551020408,0.6530612244897959,36.734693877551024,0.7346938775510204,0.3673469387755102,18.959183673469383,0.6530612244897959
