Player,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog
Julian Brandt,51.1864406779661,0.4067796610169492,5.836158192090395,24.638418079096045,21.25988700564972,2.4237288135593222,51.1864406779661,1.3559322033898304,2.3728813559322037,47.05254237288136,1.7401129943502824,1.2146892655367232,39.11864406779661,5.146892655367232
Youssoufa Moukoko,10.045454545454543,0.0227272727272727,0.6590909090909091,3.727272727272727,5.727272727272728,1.818181818181818,10.045454545454543,0.4318181818181818,1.181818181818182,23.863636363636363,1.0454545454545454,0.6818181818181818,6.590909090909091,2.113636363636364
Robin Zentner,36.568,29.952,36.072,0.432,0.08,0.048,36.568,0.008,0.016,0.8,0.032,0.0,13.808,0.016
Stefan Bell,52.65178571428572,6.098214285714286,27.848214285714285,22.6875,2.696428571428572,1.0714285714285714,52.65178571428572,0.2410714285714285,0.3125,18.45267857142857,0.4196428571428571,0.2410714285714285,28.0,0.3392857142857143
Alexander Hack,49.24761904761905,6.390476190476191,25.857142857142858,21.695238095238096,2.066666666666667,0.9523809523809524,49.24761904761905,0.2952380952380952,0.4095238095238095,24.443809523809524,0.3619047619047619,0.0380952380952381,23.80952380952381,0.1523809523809524
Maxim Leitsch,54.19230769230769,6.730769230769231,29.884615384615383,23.03846153846154,1.9230769230769231,0.5,54.19230769230769,0.1153846153846153,0.2692307692307692,8.973076923076924,0.7692307692307693,0.1153846153846153,30.07692307692308,0.0384615384615384
Anton Stach,42.833333333333336,1.4523809523809523,7.928571428571429,24.166666666666668,11.714285714285714,1.4523809523809523,42.833333333333336,0.9523809523809524,1.6428571428571428,35.99285714285715,1.8333333333333333,0.6666666666666666,23.5,1.880952380952381
Dominik Kohr,41.54545454545455,1.5378787878787878,8.446969696969697,25.553030303030305,7.977272727272727,1.0454545454545454,41.54545454545455,0.3863636363636363,0.6590909090909091,26.74242424242424,0.7196969696969697,0.5454545454545454,25.03787878787879,1.5075757575757576
Leandro Barreiro Martins,28.16304347826087,1.4673913043478262,7.228260869565218,14.228260869565217,6.967391304347826,1.2391304347826086,28.16304347826087,0.217391304347826,0.4565217391304347,16.122826086956522,1.108695652173913,0.391304347826087,12.891304347826088,1.2282608695652173
Lee Jae-sung,31.857142857142858,0.8571428571428571,4.642857142857143,16.38095238095238,11.047619047619047,1.5,31.857142857142858,0.4523809523809524,0.9047619047619048,31.547619047619047,1.6428571428571428,0.8809523809523809,20.30952380952381,2.7142857142857144
Delano Burgzorg,7.0,0.0769230769230769,0.3076923076923077,2.1538461538461537,4.615384615384615,1.0769230769230769,7.0,0.4615384615384615,1.2307692307692308,22.56153846153846,1.1538461538461535,0.4615384615384615,5.153846153846154,1.3846153846153846
Suliman Mustapha,7.0,0.0,0.2,3.4,3.6,0.6,7.0,0.4,0.6,40.0,1.0,0.4,4.4,1.0
Karim Onisiwo,24.09090909090909,0.4195804195804196,1.8111888111888117,9.23076923076923,13.566433566433568,3.713286713286713,24.09090909090909,1.1748251748251748,2.664335664335664,34.87762237762238,2.769230769230769,1.3076923076923077,16.90909090909091,4.608391608391608
Manuel Riemann,55.93478260869565,38.02173913043478,52.91304347826087,3.065217391304348,0.0217391304347826,0.0217391304347826,55.91304347826087,0.0,0.0,0.0,0.0217391304347826,0.0,27.565217391304348,0.0
Cristian Gamboa,49.3421052631579,3.3947368421052637,19.289473684210527,23.473684210526315,7.342105263157895,0.2368421052631578,49.3421052631579,0.4473684210526316,0.8157894736842105,27.19210526315789,0.6842105263157895,0.2894736842105263,23.789473684210527,0.4736842105263157
Erhan Mašović,40.5,5.65625,23.5,16.5625,0.65625,0.25,40.5,0.09375,0.125,9.375,0.25,0.03125,21.75,0.03125
Ivan Ordets,40.21428571428572,5.857142857142857,23.357142857142858,15.0,1.8571428571428568,1.1428571428571428,40.21428571428572,0.0,0.0,0.0,0.3571428571428571,0.0714285714285714,18.285714285714285,0.5
Anthony Losilla,47.0625,2.4375,14.3125,27.14583333333333,6.3125,1.1041666666666667,47.0625,0.4791666666666667,0.7708333333333334,31.77083333333333,0.8958333333333334,0.5208333333333334,21.39583333333333,0.7291666666666666
Kevin Stöger,46.46938775510204,0.673469387755102,7.714285714285714,26.714285714285715,12.60204081632653,0.7346938775510204,46.46938775510204,0.7346938775510204,1.0714285714285714,34.762244897959185,1.020408163265306,0.7142857142857143,30.43877551020408,1.7142857142857142
Takuma Asano,20.18032786885246,0.2131147540983606,2.114754098360656,8.114754098360656,10.459016393442624,2.1311475409836067,20.18032786885246,0.5901639344262295,1.4426229508196722,25.41639344262295,1.8852459016393444,0.9508196721311476,14.475409836065571,3.360655737704918
Jordi Osei-Tutu,16.846153846153847,0.9230769230769232,4.307692307692308,5.846153846153846,6.846153846153846,1.2307692307692308,16.846153846153847,0.6153846153846154,1.3076923076923077,30.76923076923077,1.5384615384615383,0.7692307692307693,8.76923076923077,1.5384615384615383
Simon Zoller,21.146341463414632,0.7073170731707317,3.0,9.682926829268292,8.585365853658537,2.268292682926829,21.146341463414632,0.1951219512195122,0.5853658536585366,11.787804878048782,0.902439024390244,0.2439024390243902,13.75609756097561,2.8780487804878048
Philipp Förster,31.28070175438597,0.3508771929824561,3.631578947368421,15.280701754385966,12.789473684210526,1.7894736842105263,31.26315789473684,0.4385964912280701,1.0,25.29122807017544,1.3333333333333333,0.5964912280701754,21.57894736842105,2.824561403508772
Gerrit Holtmann,24.0,0.2988505747126437,4.126436781609195,9.379310344827584,11.057471264367816,1.6436781609195403,24.0,1.011494252873563,2.6091954022988504,32.15172413793103,1.528735632183908,0.9195402298850576,14.724137931034482,2.5632183908045976
Silvère Ganvoula M'Boussy,8.277777777777779,0.2777777777777778,0.4444444444444444,3.2777777777777777,4.722222222222222,1.1666666666666667,8.277777777777779,0.1666666666666666,0.3888888888888889,13.88888888888889,0.6111111111111112,0.2222222222222222,6.0,0.9444444444444444
Philipp Hofmann,25.466666666666665,0.9333333333333332,1.2666666666666666,13.8,10.466666666666669,2.933333333333333,25.466666666666665,0.4,0.5333333333333333,31.113333333333333,1.9333333333333331,1.5333333333333334,19.53333333333333,3.6666666666666665
Oliver Baumann,45.75,35.00568181818182,45.11931818181818,0.6818181818181818,0.0,0.0,45.75,0.0056818181818181,0.0056818181818181,0.5681818181818182,0.0113636363636363,0.0,23.068181818181817,0.0
Kevin Vogt,74.75657894736842,7.25,38.13815789473684,35.83552631578947,1.263157894736842,0.125,74.75657894736842,0.1381578947368421,0.1776315789473684,13.048026315789471,0.3026315789473684,0.1052631578947368,52.14473684210526,0.131578947368421
Kevin Akpoguma,48.3177570093458,4.08411214953271,20.99065420560748,23.747663551401867,3.9626168224299065,0.5327102803738317,48.3177570093458,0.4205607476635514,0.822429906542056,23.428971962616824,0.7289719626168224,0.2990654205607476,30.401869158878505,0.4579439252336448
Pavel Kadeřábek,49.15827338129496,2.0431654676258995,11.841726618705035,22.20863309352518,15.431654676258994,2.0575539568345325,49.15827338129496,0.237410071942446,0.6115107913669064,14.447482014388488,0.6834532374100719,0.3237410071942446,30.43884892086331,3.309352517985612
Robert Skov,39.225,1.3875,8.4375,16.3625,14.8625,1.9125,39.2,0.7,1.55,29.4525,1.5125,0.3875,23.925,2.825
Grischa Prömel,37.51219512195122,1.2926829268292683,7.780487804878049,22.390243902439025,7.792682926829267,1.5365853658536586,37.51219512195122,0.5121951219512195,0.975609756097561,32.926829268292686,1.4268292682926829,0.7804878048780488,21.70731707317073,1.6585365853658536
Diadie Samassékou,43.85897435897436,2.1923076923076925,11.602564102564102,25.615384615384617,7.0,0.4487179487179487,43.85897435897436,0.5897435897435898,0.9230769230769232,35.0448717948718,0.935897435897436,0.4230769230769231,25.192307692307693,0.8846153846153846
Muhammed Damar,18.25,0.25,3.0,10.0,5.5,1.25,18.25,0.0,0.75,0.0,1.75,0.5,13.5,1.75
Christoph Baumgartner,36.320388349514566,0.9029126213592232,5.41747572815534,17.902912621359224,13.592233009708735,3.0388349514563107,36.320388349514566,0.9902912621359224,2.116504854368932,35.48543689320388,2.2427184466019416,1.0097087378640777,24.67961165048544,3.5533980582524274
Jacob Bruun Larsen,18.15853658536585,0.2317073170731707,2.2804878048780486,8.024390243902438,8.170731707317072,1.829268292682927,18.15853658536585,0.5365853658536586,1.170731707317073,23.212195121951225,0.9878048780487804,0.5121951219512195,13.28048780487805,2.8902439024390243
Sebastian Rudy,42.01470588235294,1.2794117647058822,8.257352941176471,23.926470588235293,10.257352941176473,0.5441176470588235,42.01470588235294,0.3235294117647059,0.6176470588235294,22.91617647058824,0.7132352941176471,0.4338235294117647,26.794117647058822,1.5
Andrej Kramarić,39.98726114649681,0.4140127388535032,3.477707006369427,17.745222929936304,19.15286624203822,4.114649681528663,39.87898089171974,0.8726114649681529,1.713375796178344,40.24394904458599,1.5923566878980893,1.375796178343949,30.54140127388535,5.840764331210191
Yann Sommer,47.47674418604651,35.343023255813954,47.16279069767442,0.3488372093023256,0.0,0.0,47.47674418604651,0.0174418604651162,0.0174418604651162,1.744186046511628,0.0406976744186046,0.005813953488372,26.127906976744185,0.0
Stefan Lainer,54.28089887640449,2.696629213483146,15.213483146067416,24.46067415730337,15.179775280898877,1.752808988764045,54.28089887640449,0.651685393258427,1.3370786516853932,32.05955056179776,1.1685393258426966,0.6853932584269663,31.719101123595507,2.3707865168539324
Joe Scally,45.62222222222222,2.333333333333333,13.555555555555555,22.177777777777777,10.355555555555556,0.9111111111111112,45.62222222222222,0.6,1.3555555555555556,22.89111111111111,1.5555555555555556,0.4666666666666667,26.08888888888889,1.488888888888889
Ko Itakura,64.66666666666667,8.666666666666666,30.166666666666668,31.83333333333333,3.1666666666666665,0.3333333333333333,64.66666666666667,0.3333333333333333,0.5,25.0,0.5,0.0,48.5,0.1666666666666666
Nico Elvedi,70.78181818181818,7.0,33.70909090909091,34.09090909090909,3.4363636363636365,0.8181818181818182,70.78181818181818,0.3272727272727272,0.5515151515151515,20.74848484848485,0.4363636363636363,0.2242424242424242,46.82424242424243,0.4484848484848485
Christoph Kramer,52.62992125984252,2.0866141732283463,13.291338582677165,32.76377952755905,6.9921259842519685,0.7165354330708661,52.62992125984252,0.7322834645669292,1.2992125984251968,35.97952755905512,0.84251968503937,0.6929133858267716,34.77952755905512,0.8976377952755905
Florian Neuhaus,49.09230769230769,1.476923076923077,9.9,29.338461538461537,10.476923076923075,1.5307692307692309,49.09230769230769,1.2153846153846153,1.8307692307692307,47.93538461538462,1.3076923076923077,0.9230769230769232,35.738461538461536,2.353846153846154
Patrick Herrmann,20.416058394160583,0.5109489051094891,3.6423357664233578,7.489051094890511,9.489051094890511,1.5912408759124088,20.416058394160583,0.3795620437956204,0.7153284671532847,21.716788321167883,0.6715328467153284,0.4671532846715328,13.291970802919709,2.5328467153284677
Jonas Hofmann,45.76086956521739,0.8768115942028986,7.181159420289855,22.81159420289855,16.384057971014492,2.427536231884058,45.71739130434783,0.5579710144927537,1.3478260869565215,23.80434782608696,1.318840579710145,0.8043478260869565,30.34057971014493,3.710144927536232
Oliver Christensen,40.8,29.933333333333334,40.6,0.2,0.0,0.0,40.8,0.0666666666666666,0.1333333333333333,6.666666666666667,0.0,0.0,16.8,0.0
Filip Uremović,41.57142857142857,6.142857142857143,27.285714285714285,13.571428571428571,0.8571428571428571,0.7142857142857143,41.57142857142857,0.0,0.0,0.0,0.4285714285714285,0.1428571428571428,19.714285714285715,0.0
Marc-Oliver Kempf,58.83962264150944,6.716981132075472,25.867924528301888,30.69811320754717,2.830188679245283,0.9056603773584906,58.83962264150944,0.330188679245283,0.4622641509433962,23.82075471698113,0.5188679245283019,0.3018867924528302,33.5188679245283,0.1981132075471698
Marvin Plattenhardt,54.040983606557376,2.5163934426229506,15.68032786885246,26.040983606557376,13.008196721311476,0.2295081967213114,54.040983606557376,0.3770491803278688,0.7950819672131147,23.00491803278689,0.5655737704918032,0.4016393442622951,27.475409836065573,0.9672131147540984
Chidera Ejuke,25.53333333333333,0.0666666666666666,1.9333333333333331,13.466666666666669,11.333333333333334,1.8666666666666667,25.53333333333333,2.066666666666667,4.933333333333334,31.64,2.066666666666667,1.1333333333333333,18.466666666666665,3.0
Vladimír Darida,46.80701754385965,1.0350877192982455,8.175438596491228,26.912280701754387,12.31578947368421,1.105263157894737,46.80701754385965,0.7192982456140351,1.1666666666666667,39.839473684210525,1.394736842105263,1.0350877192982455,30.37719298245614,2.4649122807017543
Ivan Šunjić,32.0,2.1538461538461537,8.692307692307692,20.153846153846157,3.5384615384615383,0.4615384615384615,32.0,0.0,0.3076923076923077,0.0,0.4615384615384615,0.3846153846153846,16.153846153846153,0.3076923076923077
Suat Serdar,32.55714285714286,0.9,6.485714285714286,19.057142857142857,7.9714285714285715,1.4214285714285717,32.55714285714286,1.7,2.892857142857143,49.565000000000005,1.8428571428571427,1.6071428571428572,18.435714285714287,1.9928571428571429
Davie Selke,17.83108108108108,0.5067567567567568,1.2702702702702702,8.621621621621621,8.162162162162161,2.4864864864864864,17.804054054054053,0.3986486486486486,1.0202702702702702,22.5222972972973,1.2837837837837838,0.7364864864864865,14.16891891891892,3.168918918918919
Frederik Rønnow,39.75,32.25,39.525,0.225,0.0,0.0,39.75,0.0,0.0,0.0,0.025,0.0,19.125,0.0
Paul Jaeckel,54.76315789473684,4.921052631578948,27.13157894736842,26.210526315789476,1.9210526315789476,0.4473684210526316,54.76315789473684,0.5789473684210527,0.7105263157894737,38.81578947368421,0.6052631578947368,0.2368421052631578,32.0,0.2105263157894736
Robin Knoche,66.96815286624204,6.78343949044586,35.42675159235669,30.32484076433121,1.605095541401274,0.6050955414012739,66.96178343949045,0.267515923566879,0.3248407643312102,22.08089171974522,0.3630573248407643,0.1719745222929936,41.617834394904456,0.1401273885350318
Diogo Leite,61.38461538461539,6.923076923076923,27.846153846153847,29.76923076923077,4.384615384615385,0.6153846153846154,61.38461538461539,0.0,0.0,0.0,0.6923076923076923,0.4615384615384615,37.07692307692308,0.3846153846153846
Christopher Trimmel,55.58415841584159,3.445544554455445,16.702970297029704,24.11881188118812,15.514851485148515,0.7029702970297029,55.58415841584159,0.504950495049505,0.8316831683168316,33.828712871287124,0.7920792079207921,0.3663366336633663,23.88118811881188,1.3366336633663367
Niko Gießelmann,47.18691588785047,2.1588785046728973,15.392523364485982,20.009345794392523,12.289719626168225,0.8878504672897196,47.18691588785047,0.205607476635514,0.5794392523364486,14.797196261682243,0.8504672897196262,0.2616822429906542,25.514018691588785,1.3925233644859814
Julian Ryerson,29.31645569620253,1.4050632911392404,8.708860759493671,12.936708860759492,8.126582278481013,0.5189873417721519,29.31645569620253,0.6582278481012658,1.240506329113924,31.772151898734176,0.7341772151898734,0.6329113924050633,14.683544303797468,0.810126582278481
Miloš Pantović,21.25,0.7777777777777778,4.194444444444445,9.333333333333334,7.861111111111111,1.4166666666666667,21.194444444444443,0.1666666666666666,0.4444444444444444,9.72222222222222,0.9444444444444444,0.3888888888888889,12.38888888888889,1.75
Genki Haraguchi,29.164383561643834,1.0136986301369864,6.301369863013699,14.794520547945206,8.520547945205479,1.0547945205479452,29.164383561643834,0.9452054794520548,1.4657534246575343,33.40273972602739,0.726027397260274,0.6712328767123288,16.945205479452056,1.547945205479452
Rani Khedira,39.45454545454545,2.9696969696969697,13.987878787878788,20.848484848484848,4.927272727272728,0.7393939393939394,39.45454545454545,0.1515151515151515,0.2909090909090909,10.707272727272729,0.6727272727272727,0.3696969696969697,20.64242424242424,0.7696969696969697
András Schäfer,23.36842105263158,0.7894736842105263,5.368421052631579,11.526315789473683,7.157894736842105,0.9473684210526316,23.36842105263158,0.5789473684210527,1.6842105263157894,27.542105263157893,1.1578947368421053,0.631578947368421,12.68421052631579,1.105263157894737
Janik Haberer,34.9136690647482,1.2014388489208634,6.935251798561152,19.50359712230216,8.884892086330936,1.2446043165467626,34.89928057553957,0.539568345323741,0.935251798561151,29.4726618705036,1.129496402877698,0.9568345323741008,21.60431654676259,2.093525179856115
Jamie Leweling,19.307692307692307,0.2051282051282051,2.0,8.205128205128204,9.512820512820513,2.102564102564102,19.307692307692307,1.2820512820512822,2.6666666666666665,31.876923076923077,2.3846153846153846,1.5384615384615383,14.128205128205128,2.717948717948718
Sheraldo Becker,23.14864864864865,0.2432432432432432,2.364864864864865,8.283783783783784,13.067567567567568,2.1621621621621623,23.14864864864865,0.6891891891891891,1.2567567567567568,30.20405405405405,1.445945945945946,0.6756756756756757,16.783783783783782,4.04054054054054
Kevin Behrens,12.58974358974359,0.4358974358974359,1.1025641025641026,5.923076923076923,5.641025641025641,1.5897435897435896,12.58974358974359,0.1282051282051282,0.2307692307692307,12.82051282051282,0.9487179487179488,0.2564102564102564,9.153846153846152,1.7692307692307692
Mark Flekken,44.34426229508197,36.01639344262295,43.73770491803279,0.6721311475409836,0.0,0.0,44.34426229508197,0.0655737704918032,0.0655737704918032,6.557377049180328,0.0,0.0,21.24590163934426,0.0
Hugo Siquet,9.333333333333334,0.6666666666666666,1.6666666666666667,5.666666666666667,2.0,0.0,9.333333333333334,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.666666666666667,0.0
Kiliann Sildillia,41.61904761904762,2.2857142857142856,10.80952380952381,22.23809523809524,8.80952380952381,0.6190476190476191,41.61904761904762,0.4285714285714285,0.8095238095238095,27.780952380952375,0.7142857142857143,0.2857142857142857,22.19047619047619,0.7619047619047619
Matthias Ginter,74.29585798816568,6.242603550295858,34.0887573964497,36.5621301775148,4.005917159763314,1.2248520710059172,74.29585798816568,0.2071005917159763,0.3136094674556213,17.06094674556213,0.3491124260355029,0.1301775147928994,53.0828402366864,0.4201183431952662
Philipp Lienhart,58.40625,6.8828125,32.7578125,24.515625,1.5234375,0.4453125,58.40625,0.1484375,0.1875,11.45859375,0.4375,0.09375,37.90625,0.109375
Christian Günter,55.63934426229508,2.0054644808743167,13.256830601092895,23.06010928961749,20.07650273224044,1.371584699453552,55.63387978142077,0.6939890710382514,1.5081967213114753,32.51202185792349,1.1038251366120218,0.5245901639344263,31.459016393442624,3.076502732240437
Maximilian Eggestein,47.68926553672316,1.84180790960452,9.717514124293784,26.56497175141243,11.875706214689265,1.2824858757062148,47.68926553672316,0.4293785310734463,0.9830508474576272,22.05536723163842,1.152542372881356,0.9830508474576272,29.740112994350284,2.3220338983050848
Nicolas Höfler,54.947712418300654,2.9869281045751634,14.869281045751634,34.02614379084967,6.679738562091504,0.7581699346405228,54.947712418300654,0.8169934640522876,1.1764705882352942,41.961437908496734,0.9281045751633988,0.6143790849673203,31.88235294117647,0.5490196078431373
Daniel Kyereh,21.33333333333333,0.4444444444444444,2.333333333333333,9.77777777777778,9.555555555555555,1.4444444444444444,21.33333333333333,0.2222222222222222,1.0,11.11111111111111,1.8888888888888888,1.2222222222222223,15.333333333333334,2.111111111111111
Roland Sallai,23.275510204081638,0.3877551020408163,2.938775510204082,10.020408163265309,10.612244897959185,2.142857142857143,23.26530612244898,0.6938775510204082,1.6938775510204085,28.739795918367346,1.489795918367347,0.6020408163265306,17.306122448979593,3.4183673469387754
Jeong Woo-yeong,20.819444444444443,0.3611111111111111,2.513888888888889,9.708333333333334,8.916666666666666,1.625,20.819444444444443,0.4305555555555556,0.9305555555555556,26.736111111111114,0.9861111111111112,0.2777777777777778,15.180555555555555,2.7916666666666665
Ritsu Doan,36.0,0.4081632653061224,4.204081632653061,15.285714285714286,17.306122448979593,2.9183673469387754,36.0,1.6326530612244898,3.612244897959184,47.64489795918368,2.959183673469388,1.530612244897959,22.51020408163265,3.73469387755102
Noah Weißhaupt,6.222222222222222,0.3333333333333333,1.3333333333333333,1.9444444444444444,3.0,0.5,6.222222222222222,0.2777777777777778,0.6111111111111112,20.83333333333333,0.5555555555555556,0.2222222222222222,3.8333333333333335,0.2222222222222222
Vincenzo Grifo,43.795918367346935,0.8503401360544217,5.829931972789115,19.829931972789115,18.60544217687075,2.142857142857143,43.68027210884354,1.0408163265306123,1.836734693877551,42.92040816326531,1.4149659863945578,0.91156462585034,29.564625850340136,3.020408163265306
Nils Petersen,20.634615384615383,1.205128205128205,2.967948717948718,8.961538461538462,8.897435897435898,2.5,20.57692307692308,0.3333333333333333,0.8012820512820513,17.180128205128206,1.3205128205128205,0.6089743589743589,12.98076923076923,2.467948717948718
Michael Gregoritsch,28.18918918918919,1.4189189189189189,3.797297297297298,14.02027027027027,10.60135135135135,2.6621621621621623,28.16891891891892,0.3378378378378378,0.9256756756756755,20.66351351351351,1.5,0.7094594594594594,19.405405405405407,3.216216216216216
Rafał Gikiewicz,43.30701754385965,34.43859649122807,42.91228070175438,0.3947368421052631,0.0175438596491228,0.0087719298245614,43.30701754385965,0.0087719298245614,0.0087719298245614,0.8771929824561403,0.0614035087719298,0.0,17.92982456140351,0.0
Maximilian Bauer,41.225,6.05,25.05,15.275,1.075,0.575,41.225,0.05,0.1,5.0,0.225,0.1,22.375,0.05
Jeffrey Gouweleeuw,54.69594594594594,6.804054054054054,30.216216216216218,23.027027027027028,2.2432432432432434,0.5878378378378378,54.68918918918919,0.3986486486486486,0.6148648648648649,27.533783783783782,0.6013513513513513,0.2837837837837837,29.14864864864865,0.1824324324324324
Ohis Felix Uduokhai,48.80952380952381,6.714285714285714,27.504761904761907,19.904761904761905,1.8285714285714283,0.5714285714285714,48.80952380952381,0.3523809523809524,0.5047619047619047,25.714285714285715,0.4285714285714285,0.3333333333333333,28.20952380952381,0.1619047619047619
Carlos Gruezo,31.26086956521739,1.6666666666666667,9.898550724637682,18.20289855072464,3.4782608695652173,0.1014492753623188,31.26086956521739,0.3333333333333333,0.4202898550724637,28.26086956521739,0.7246376811594203,0.3333333333333333,15.971014492753625,0.3478260869565217
Arne Maier,38.90265486725664,0.9823008849557522,7.725663716814159,22.707964601769916,8.91150442477876,0.6548672566371682,38.90265486725664,0.5486725663716814,0.8584070796460177,32.30088495575221,1.238938053097345,0.6637168141592921,24.672566371681416,1.168141592920354
Ricardo Pepi,13.133333333333333,0.7333333333333333,1.6666666666666667,5.8,5.866666666666666,1.4,13.133333333333333,0.3333333333333333,0.5333333333333333,26.666666666666668,1.1333333333333333,0.4,8.0,1.8666666666666667
Elvis Rexhbeçaj,29.700854700854705,1.0,6.427350427350428,15.77777777777778,7.923076923076923,0.7264957264957265,29.700854700854705,0.452991452991453,0.8632478632478633,25.57008547008547,1.641025641025641,0.7692307692307693,16.017094017094017,1.752136752136752
Mads Pedersen,27.39655172413793,1.896551724137931,9.637931034482758,10.827586206896552,7.379310344827586,0.6724137931034483,27.39655172413793,0.5862068965517241,1.1724137931034482,28.017241379310345,1.1896551724137931,0.5517241379310345,12.0,1.0517241379310345
Daniel Caligiuri,52.49079754601227,2.208588957055215,11.54601226993865,25.02453987730061,17.085889570552148,1.539877300613497,52.39263803680981,1.638036809815951,2.7116564417177917,51.077914110429454,1.8588957055214723,1.4723926380368098,26.717791411042946,2.625766871165644
Robert Gumny,36.98412698412698,2.634920634920635,13.73015873015873,15.253968253968257,8.285714285714286,0.8095238095238095,36.98412698412698,0.3174603174603174,0.6825396825396826,17.355555555555558,0.8253968253968254,0.6507936507936508,17.063492063492063,0.8412698412698413
Iago,50.30434782608695,3.3768115942028984,17.6231884057971,21.231884057971016,12.08695652173913,1.1014492753623188,50.30434782608695,0.391304347826087,1.0434782608695652,22.705797101449274,1.115942028985507,0.7246376811594203,24.44927536231884,1.6231884057971016
Fredrik Jensen,15.288461538461538,0.6538461538461539,2.5961538461538463,6.461538461538462,6.403846153846154,1.0192307692307692,15.288461538461538,0.2884615384615384,0.6730769230769231,16.665384615384614,0.8269230769230769,0.6153846153846154,9.211538461538462,1.8269230769230769
André Hahn,25.46268656716418,1.2686567164179106,4.522388059701493,11.097014925373134,10.23134328358209,2.246268656716418,25.45522388059701,0.417910447761194,1.208955223880597,17.358955223880596,1.6492537313432836,0.8208955223880597,15.14179104477612,2.485074626865672
Florian Niederlechner,18.96296296296296,0.837037037037037,2.2962962962962963,8.985185185185186,7.933333333333334,2.748148148148148,18.94074074074074,0.4962962962962963,1.3333333333333333,24.79037037037037,1.362962962962963,0.8,12.311111111111112,2.9851851851851854
Jiří Pavlenka,38.3,33.32,38.11333333333334,0.1733333333333333,0.0133333333333333,0.0066666666666666,38.3,0.0066666666666666,0.0066666666666666,0.6666666666666666,0.0066666666666666,0.0,15.253333333333334,0.0066666666666666
Amos Pieper,58.63380281690141,7.859154929577465,34.36619718309859,22.718309859154928,1.8591549295774648,0.704225352112676,58.63380281690141,0.1971830985915492,0.2535211267605634,18.309859154929576,0.3661971830985915,0.0704225352112676,33.521126760563384,0.1549295774647887
Miloš Veljković,56.23214285714285,5.553571428571429,27.071428571428573,27.660714285714285,1.8392857142857144,0.6071428571428571,56.23214285714285,0.0446428571428571,0.0446428571428571,4.464285714285714,0.1696428571428571,0.0714285714285714,34.80357142857143,0.0892857142857142
Marco Friedl,59.18888888888889,4.944444444444445,23.58888888888889,29.877777777777776,6.255555555555556,0.2666666666666666,59.18888888888889,0.4,0.7,27.77777777777778,0.5666666666666667,0.4888888888888889,35.22222222222222,0.6555555555555556
Felix Agu,24.166666666666668,1.2222222222222223,8.833333333333334,10.5,5.055555555555555,0.5,24.166666666666668,0.2777777777777778,0.7777777777777778,16.666666666666668,1.2222222222222223,0.5,11.555555555555555,1.0
Mitchell Weiser,60.891304347826086,1.880434782608696,12.76086956521739,31.18478260869565,17.717391304347824,1.4130434782608696,60.891304347826086,1.065217391304348,2.5760869565217392,40.94673913043479,1.826086956521739,1.141304347826087,37.369565217391305,2.739130434782609
Lee Buchanan,17.444444444444443,1.3333333333333333,5.888888888888889,6.666666666666667,5.0,0.7777777777777778,17.444444444444443,0.0,0.4444444444444444,0.0,0.5555555555555556,0.2222222222222222,9.555555555555555,1.0
Anthony Jung,50.06666666666667,3.0,17.133333333333333,23.0,10.666666666666666,1.4,50.06666666666667,0.1333333333333333,0.4,6.666666666666667,0.9333333333333332,0.6,30.866666666666667,2.2
Nicolai Rapp,9.714285714285714,0.2857142857142857,3.4285714285714284,5.142857142857143,1.1428571428571428,0.4285714285714285,9.714285714285714,0.0,0.1428571428571428,0.0,0.0,0.0,5.428571428571429,0.0
Leonardo Bittencourt,36.54128440366973,0.4678899082568807,4.7889908256880735,17.770642201834864,14.605504587155965,2.0458715596330275,36.53211009174312,0.6422018348623854,1.798165137614679,25.53577981651376,1.889908256880734,0.7064220183486238,24.871559633027523,3.8256880733944953
Christian Groß,42.76,3.38,17.02,23.22,2.96,0.3,42.76,0.5,0.74,27.834,0.6,0.36,25.92,0.36
Jens Stage,18.428571428571427,0.7857142857142857,4.857142857142857,9.428571428571429,4.285714285714286,1.0,18.428571428571427,0.1428571428571428,0.3571428571428571,10.714285714285714,0.8571428571428571,0.2142857142857142,10.0,0.8571428571428571
Niclas Füllkrug,30.910112359550563,1.0786516853932584,2.1797752808988764,16.213483146067414,12.831460674157304,3.640449438202247,30.797752808988765,0.5280898876404494,1.2134831460674158,19.830337078651688,1.9213483146067416,1.2584269662921348,24.674157303370787,5.449438202247191
Marvin Ducksch,30.61290322580645,1.1612903225806452,2.6129032258064515,12.806451612903226,15.32258064516129,3.3225806451612905,30.580645161290324,0.2580645161290322,0.7096774193548387,15.861290322580643,1.6129032258064515,0.4193548387096774,19.096774193548388,5.129032258064516
Koen Casteels,42.67080745341615,34.45962732919255,42.38509316770186,0.3229813664596273,0.0,0.0,42.67080745341615,0.0248447204968944,0.0248447204968944,2.484472049689441,0.0186335403726708,0.0,21.385093167701864,0.0
