Tournament,Player,Nation,Age,Min,Shot_Stopping_SoTA,Shot_Stopping_GA,Shot_Stopping_Saves,Shot_Stopping_Save%,Shot_Stopping_PSxG,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist
Bundesliga,Andreas Linde,se SWE,28,90.0,5.166666666666667,2.0,3.25,64.75833333333334,1.6416666666666666,5.25,17.583333333333332,27.966666666666665,34.0,5.75,40.03333333333333,35.71666666666667,7.25,52.1,41.225,18.916666666666668,1.0833333333333333,8.0,0.8333333333333334,13.116666666666667
Bundesliga,Diant Ramaj,de GER,20,90.0,4.0,1.0,3.0,75.0,1.0,4.0,14.0,28.6,37.0,6.0,32.4,31.6,4.0,50.0,40.0,24.0,3.0,12.5,3.0,14.8
Bundesliga,Benjamin Uphoff,de GER,28,90.0,6.0,3.5,2.5,44.3,1.5,11.0,25.5,43.5,35.0,7.0,44.15,34.3,10.0,100.0,63.2,17.0,2.0,10.55,0.5,7.45
Bundesliga,Stefanos Kapino,gr GRE,27,75.0,4.0,1.0,3.0,75.56666666666666,0.7999999999999999,4.666666666666667,12.0,29.2,20.0,6.0,33.23333333333333,33.199999999999996,7.333333333333333,60.0,43.866666666666674,20.0,0.3333333333333333,1.0666666666666667,1.0,14.133333333333333
Bundesliga,Michael Esser,de GER,34,90.0,6.7105263157894735,2.1578947368421053,4.552631578947368,71.67894736842106,2.0078947368421054,9.0,19.07894736842105,47.86052631578948,30.105263157894736,4.578947368421052,46.773684210526305,37.315789473684205,9.210526315789474,57.23947368421054,43.071052631578944,17.31578947368421,0.868421052631579,5.113157894736842,1.105263157894737,12.018421052631581
Bundesliga,Josep Martinez,es ESP,23,90.0,4.0,2.5,1.5,37.5,1.2,2.5,9.0,31.55,29.0,2.5,29.05,29.5,6.5,7.15,22.2,8.5,0.0,0.0,3.0,22.6
Bundesliga,Philipp Pentke,de GER,36,90.0,5.125,1.25,3.875,74.2125,1.5,3.375,9.875,29.9625,31.75,6.25,25.3125,28.5625,7.125,21.1125,31.375,14.5,0.625,5.075,1.75,17.4
Bundesliga,Pavao Pervan,at AUT,34,88.2,5.16,1.48,3.76,70.97999999999999,1.524,5.76,13.84,40.76,27.32,4.44,37.028,34.216,8.12,44.611999999999995,40.644,14.72,0.32,2.356,0.84,12.196
Bundesliga,Marwin Hitz,ch SUI,34,87.28813559322033,4.084745762711864,1.271186440677966,2.8135593220338984,68.93389830508474,1.2152542372881356,6.254237288135593,13.220338983050848,46.46440677966102,26.779661016949152,4.610169491525424,35.115254237288134,34.0728813559322,7.762711864406779,44.574576271186444,39.68305084745763,12.508474576271187,0.711864406779661,5.450847457627119,0.6779661016949152,11.761016949152541
Bundesliga,Fabian Bredlow,de GER,26,87.61111111111111,5.222222222222222,2.0,3.1666666666666665,60.87222222222223,1.7500000000000002,4.055555555555555,12.222222222222221,33.67777777777778,26.333333333333332,4.111111111111111,35.44444444444444,32.511111111111106,9.166666666666666,35.34444444444445,36.26111111111111,14.944444444444445,0.2222222222222222,1.2666666666666666,0.7777777777777778,13.177777777777779
Bundesliga,Marius Funk,de GER,25,90.0,6.75,3.75,3.25,48.0125,3.025,8.125,22.75,35.2875,36.0,3.25,46.875,38.0875,8.75,71.325,52.0625,11.875,0.875,8.7875,2.375,18.9
