Player,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog
Ryad Boudebouz,30.59649122807017,40.175438596491226,74.86491228070176,512.8157894736842,130.24561403508773,15.192982456140353,17.517543859649123,86.20701754385965,10.175438596491228,13.087719298245617,76.50701754385966,3.5964912280701755,6.412280701754386,51.91228070175438,0.1228070175438596,0.1543859649122807,0.1280701754385965,1.4912280701754386,2.6578947368421053,0.7456140350877193,0.1842105263157894,2.710526315789474
Borja Fernández,15.789473684210526,20.105263157894736,62.71578947368422,307.94736842105266,98.21052631578948,5.947368421052632,7.315789473684211,56.194736842105264,6.947368421052632,8.263157894736842,68.67368421052632,2.631578947368421,3.842105263157895,43.94736842105263,0.0,0.0,0.0,0.0526315789473684,1.3157894736842106,0.0526315789473684,0.0526315789473684,1.2105263157894737
Keko,13.0,19.829787234042552,66.67659574468085,211.87234042553192,55.02127659574468,7.297872340425532,9.085106382978724,81.03617021276595,3.765957446808511,5.553191489361702,66.62553191489361,1.2765957446808511,2.978723404255319,38.18936170212766,0.0638297872340425,0.0680851063829787,0.0553191489361702,0.574468085106383,0.8936170212765957,0.6170212765957447,0.4680851063829787,1.0
Chris Ramos,3.0,10.0,30.0,31.0,19.0,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marc Muniesa,37.28125,47.0625,76.590625,708.65625,301.3125,14.5,16.375,84.653125,17.6875,20.75,84.31875,4.46875,7.875,51.621875,0.03125,0.01875,0.0343749999999999,0.21875,2.78125,0.40625,0.15625,2.96875
Álex Granell,37.621212121212125,51.39393939393939,72.71515151515153,759.2575757575758,279.3181818181818,15.287878787878787,17.833333333333332,84.9409090909091,14.606060606060606,18.40909090909091,79.06969696969698,6.893939393939394,12.87878787878788,52.61212121212121,0.1666666666666666,0.1893939393939393,0.1803030303030303,1.893939393939394,4.96969696969697,0.9393939393939394,0.4848484848484848,4.121212121212121
Miquel Parera,19.0,25.0,76.0,646.0,559.0,2.0,2.0,100.0,7.0,7.0,100.0,10.0,16.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafel Obrador,1.0,2.0,50.0,18.0,14.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Joan Monterde,7.0,7.0,100.0,76.0,17.0,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samu Pérez,1.0,7.0,14.3,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent Poulolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Rodríguez,2.0,4.0,50.0,14.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor García,12.5,18.5,69.95,197.0,78.0,8.5,10.5,81.95,2.5,3.5,65.0,1.5,3.0,62.5,0.0,0.05,0.05,1.5,1.0,1.0,1.0,1.0
Adrián Guerrero,29.5,39.5,69.4,426.5,147.0,18.0,22.0,67.5,10.0,12.5,87.5,1.0,3.5,29.15,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.5
Miguel Marí,12.333333333333334,13.666666666666666,93.8,221.33333333333331,35.333333333333336,6.0,6.333333333333333,64.3,4.0,4.666666666666667,89.66666666666667,2.333333333333333,2.333333333333333,66.66666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mario Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Garrido,4.5,7.25,69.0,64.5,12.75,3.0,4.25,87.5,1.0,1.25,37.5,0.5,0.75,16.675,0.0,0.0,0.025,0.0,0.25,0.0,0.0,0.25
Jacobo,12.0,17.5,35.3,194.0,64.0,6.5,7.0,46.45,5.0,6.5,38.45,0.5,2.5,12.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Bruno Soriano,36.71428571428572,39.142857142857146,90.25714285714284,545.8571428571429,155.42857142857142,20.285714285714285,21.428571428571427,86.22857142857143,13.142857142857142,14.142857142857142,93.92857142857144,1.8571428571428568,1.8571428571428568,100.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.1428571428571428,0.0,1.7142857142857142
Paulino,5.666666666666667,10.333333333333334,58.43333333333334,103.0,21.0,3.0,3.6666666666666665,83.33333333333333,1.6666666666666667,3.6666666666666665,58.333333333333336,0.6666666666666666,2.0,27.766666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
Churripi,12.333333333333334,33.0,37.26666666666667,486.3333333333333,419.0,1.6666666666666667,1.6666666666666667,100.0,4.0,4.0,100.0,6.666666666666667,26.33333333333333,25.83333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matheus Fernandes,13.666666666666666,19.0,82.76666666666667,209.0,61.333333333333336,6.666666666666667,8.666666666666666,85.89999999999999,5.666666666666667,7.666666666666667,49.56666666666666,0.6666666666666666,1.3333333333333333,16.666666666666668,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.3333333333333333
Antonio Cortés,2.125,4.125,55.8375,22.25,5.625,1.375,2.0,60.625,0.5,1.125,15.625,0.0,0.125,0.0,0.0,0.025,0.025,0.25,0.25,0.0,0.0,0.125
Leonardo Koutris,21.0,28.5,71.15,314.5,168.5,10.0,12.0,70.0,8.5,10.5,82.15,1.5,3.5,25.0,0.0,0.05,0.2,0.5,0.5,1.0,0.5,1.0
Gil Bastião Dias,18.22222222222222,23.296296296296298,73.92037037037036,267.27777777777777,81.66666666666667,10.555555555555555,12.444444444444445,78.40185185185184,6.166666666666667,7.592592592592593,73.54629629629629,0.8703703703703703,1.6111111111111112,32.23703703703704,0.0555555555555555,0.0555555555555555,0.0518518518518518,0.7777777777777778,1.351851851851852,0.6481481481481481,0.0925925925925925,1.9259259259259256
Hatem Ben Arfa,26.467741935483872,32.75806451612903,80.37741935483874,420.4354838709677,105.24193548387096,14.258064516129032,16.016129032258064,88.12741935483871,8.46774193548387,9.951612903225806,84.03064516129034,2.3870967741935485,4.354838709677419,51.94677419354839,0.1129032258064516,0.1516129032258064,0.1290322580645161,1.1935483870967742,2.2580645161290325,0.8548387096774194,0.0806451612903225,2.5
Roger Assalé,7.032258064516129,9.838709677419354,73.82258064516131,104.83870967741936,22.93548387096774,4.129032258064516,5.419354838709677,68.99354838709678,2.129032258064516,2.903225806451613,66.11612903225806,0.5161290322580645,0.6774193548387096,45.16129032258065,0.032258064516129,0.0354838709677419,0.0258064516129032,0.2903225806451613,0.4838709677419355,0.3225806451612903,0.032258064516129,0.7096774193548387
Miguel Ángel Guerrero,12.228571428571428,16.228571428571428,73.67714285714285,160.02857142857144,22.942857142857143,7.914285714285715,9.8,74.45999999999998,3.2285714285714286,4.314285714285714,68.26285714285714,0.4,0.6571428571428571,29.285714285714285,0.0857142857142857,0.0542857142857142,0.0285714285714285,0.6285714285714286,0.6,0.2285714285714285,0.0,0.4857142857142857
Ljubomir Fejsa,17.846153846153847,22.23076923076923,83.44615384615385,289.53846153846155,65.53846153846153,8.307692307692308,10.0,87.72307692307693,6.923076923076923,7.846153846153846,83.32307692307693,1.8461538461538465,2.5384615384615383,68.95384615384616,0.0,0.0,0.0,0.0769230769230769,1.4615384615384617,0.0,0.0,1.0
Fyodor Smolov,9.285714285714286,13.857142857142858,65.2357142857143,99.92857142857144,16.928571428571427,5.642857142857143,7.714285714285714,68.83571428571427,1.5714285714285714,2.5,53.57142857142857,0.2857142857142857,0.7142857142857143,20.235714285714288,0.0,0.0,0.0071428571428571,0.2857142857142857,0.6428571428571429,0.1428571428571428,0.0,0.4285714285714285
Óscar Clemente,2.0,2.0,100.0,29.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Muñoz,10.0,14.0,71.4,130.0,2.0,5.0,7.0,71.4,5.0,7.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álex Martínez,6.0,10.0,60.0,156.0,75.0,1.0,1.0,100.0,3.0,4.0,75.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ander Iturraspe,27.75609756097561,34.853658536585364,77.23902439024391,535.4634146341464,158.29268292682926,11.804878048780488,13.682926829268292,82.82682926829268,10.804878048780488,13.0,79.05853658536584,4.560975609756097,6.7073170731707314,59.51219512195122,0.0,0.0463414634146341,0.0536585365853658,0.5365853658536586,3.1219512195121952,0.3170731707317073,0.1219512195121951,2.1463414634146343
Juan Hernández,2.2,4.2,39.17999999999999,28.2,10.0,1.2,1.8,42.66,0.8,1.0,16.0,0.0,0.4,0.0,0.0,0.04,0.04,0.4,0.2,0.4,0.2,0.4
Vitorino Antunes,24.80952380952381,40.71428571428572,56.77142857142858,473.2857142857143,251.36507936507937,10.761904761904765,12.682539682539682,77.34126984126983,9.825396825396826,15.047619047619047,59.798412698412704,3.6825396825396814,10.53968253968254,32.06666666666667,0.0793650793650793,0.0984126984126984,0.0968253968253968,0.9365079365079364,2.619047619047619,1.0952380952380951,0.5714285714285714,2.6507936507936507
Moanes Dabbur,7.0,9.0,75.0,103.0,34.0,4.5,5.0,93.75,2.0,2.0,100.0,0.5,1.0,50.0,0.0,0.0,0.1,0.0,0.0,1.5,0.0,1.5
Eliseo Falcon,21.0,24.0,87.5,401.0,140.0,7.0,7.0,100.0,11.0,11.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Gonzalo,6.0,6.0,100.0,120.0,27.0,1.0,1.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kévin Soni,2.75,3.875,61.6625,34.75,6.375,1.625,1.75,60.4125,1.0,1.75,35.0,0.0,0.25,0.0,0.0,0.0125,0.0125,0.375,0.125,0.125,0.0,0.25
Moussa Wagué,34.0,42.55555555555556,68.80000000000001,504.44444444444446,123.0,19.77777777777778,22.0,77.15555555555555,11.555555555555555,14.333333333333334,65.0888888888889,1.8888888888888888,3.333333333333333,33.333333333333336,0.2222222222222222,0.1555555555555555,0.0555555555555555,1.1111111111111112,2.555555555555556,0.6666666666666666,0.4444444444444444,1.5555555555555556
Josep Señé,13.333333333333334,14.5,80.1,229.0,63.333333333333336,6.333333333333333,6.666666666666667,82.3,6.0,6.5,79.06666666666666,0.6666666666666666,1.0,33.333333333333336,0.0,0.0166666666666666,0.0,0.5,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.8333333333333334
İsmail Köybaşı,13.25,21.25,61.3,223.5,115.5,7.0,9.0,69.05,4.75,7.0,68.275,1.25,2.75,41.25,0.0,0.0,0.0,0.0,1.75,0.25,0.0,1.5
Sergio Bermejo,3.0,3.0,100.0,46.0,12.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Cristian Rivera,22.323529411764707,27.97058823529412,74.82352941176471,398.2647058823529,106.82352941176472,9.647058823529411,11.382352941176473,80.79705882352941,9.529411764705882,10.882352941176473,78.58235294117648,2.4705882352941178,3.588235294117647,50.48529411764706,0.0,0.0176470588235294,0.0176470588235294,0.4411764705882353,1.911764705882353,0.2058823529411764,0.0588235294117647,1.7647058823529411
David Juncà,35.64102564102564,47.35897435897436,73.35641025641024,618.5897435897435,226.15384615384616,16.17948717948718,18.41025641025641,79.63589743589743,15.025641025641026,19.17948717948718,76.8948717948718,3.5641025641025643,7.564102564102564,45.57435897435897,0.1282051282051282,0.0641025641025641,0.0538461538461538,0.7948717948717948,3.025641025641025,1.051282051282051,0.5641025641025641,2.8974358974358974
Marc Pedraza,9.666666666666666,12.0,86.26666666666667,129.33333333333334,43.333333333333336,5.666666666666667,6.666666666666667,87.43333333333334,2.0,3.0,44.46666666666667,1.0,1.0,66.66666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
Fran Gámez,26.82608695652174,36.91304347826087,73.72608695652174,438.0434782608696,176.95652173913044,13.347826086956522,15.26086956521739,88.50434782608696,9.08695652173913,12.391304347826088,72.13478260869564,2.565217391304348,5.608695652173913,41.92173913043478,0.0434782608695652,0.0434782608695652,0.0478260869565217,0.5652173913043478,2.0,0.6956521739130435,0.4347826086956521,2.130434782608696
Ariday Cabrera,4.5,5.5,80.0,83.5,20.0,1.5,2.5,50.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Jean-Clair Todibo,55.65384615384615,63.61538461538461,85.9576923076923,1074.8846153846157,374.2435897435897,18.64102564102564,20.21794871794872,89.87435897435897,30.897435897435894,33.01282051282051,92.3102564102564,5.410256410256411,8.948717948717949,54.88717948717949,0.0,0.023076923076923,0.0269230769230769,0.2564102564102564,3.8333333333333335,0.1538461538461538,0.0769230769230769,3.141025641025641
Pipa,20.714285714285715,31.0,58.57142857142857,353.7142857142857,100.85714285714286,9.0,10.285714285714286,69.92857142857143,10.142857142857142,14.428571428571429,72.1857142857143,1.1428571428571428,3.857142857142857,23.457142857142856,0.0,0.0428571428571428,0.0428571428571428,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.8571428571428571
Iago Herrerín,18.863636363636363,32.70454545454545,57.713636363636375,799.0909090909091,692.5909090909091,1.3409090909090908,1.3636363636363635,64.77272727272727,4.954545454545454,5.090909090909091,97.71363636363635,12.545454545454543,26.045454545454547,48.175,0.0227272727272727,0.009090909090909,0.0022727272727272,0.0454545454545454,1.4090909090909092,0.0454545454545454,0.0,0.0
Ismael,8.333333333333334,10.333333333333334,52.53333333333333,112.0,10.0,4.666666666666667,5.333333333333333,53.333333333333336,2.333333333333333,2.333333333333333,66.66666666666667,0.3333333333333333,1.0,11.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
Jorge Sáenz,19.142857142857142,23.571428571428573,68.72857142857144,443.4285714285714,140.0,4.857142857142857,6.0,69.72857142857143,9.142857142857142,10.428571428571429,77.11428571428571,4.857142857142857,6.857142857142857,47.17142857142858,0.0,0.0,0.0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.4285714285714285
Esteban Granero,27.296875,34.046875,76.70625,469.078125,133.765625,12.609375,14.0625,85.4234375,10.90625,12.765625,81.1390625,2.859375,5.390625,48.9390625,0.046875,0.0625,0.0703125,0.890625,2.453125,0.453125,0.109375,2.078125
Antonio Adán,27.65625,40.1875,68.36875,776.28125,580.9375,4.0625,4.0625,96.875,14.0,14.5625,96.1625,9.5625,21.40625,44.7625,0.0625,0.0249999999999999,0.0,0.125,0.25,0.0,0.0,0.0
Chidozie Awaziem,22.666666666666668,30.604166666666668,69.98958333333333,437.8958333333333,199.04166666666663,8.625,9.75,86.95833333333333,10.104166666666666,12.1875,74.51875,3.375,7.3125,41.8625,0.0208333333333333,0.0104166666666666,0.0083333333333333,0.1875,1.9375,0.1875,0.0625,2.0
Baba Rahman,37.53846153846154,48.07692307692308,75.99230769230769,623.4615384615385,241.53846153846155,18.153846153846157,20.615384615384617,88.70769230769231,16.0,20.615384615384617,78.32307692307694,2.769230769230769,4.307692307692308,64.51538461538462,0.0769230769230769,0.0461538461538461,0.0307692307692307,0.3076923076923077,2.076923076923077,0.5384615384615384,0.3846153846153846,2.923076923076923
José Martínez,18.8,25.65,64.175,409.3,143.75,4.4,5.4,67.72999999999999,11.35,13.85,66.715,2.85,5.7,36.3,0.05,0.005,0.0,0.05,1.3,0.1,0.0,1.5
Yannis Salibur,15.395833333333334,20.916666666666668,71.48958333333333,231.0625,65.25,8.395833333333334,9.75,76.65833333333333,4.875,6.5,66.75416666666666,1.2083333333333333,2.4375,31.38958333333333,0.1041666666666666,0.1333333333333333,0.0999999999999999,0.9791666666666666,1.3333333333333333,0.6875,0.2291666666666666,1.3333333333333333
Sabin Merino,5.296296296296297,7.555555555555555,65.2925925925926,65.03703703703704,12.88888888888889,3.6666666666666665,4.555555555555555,67.24074074074075,1.148148148148148,1.8888888888888888,31.196296296296296,0.1851851851851851,0.3333333333333333,14.814814814814817,0.0,0.0111111111111111,0.0185185185185185,0.1851851851851851,0.3703703703703703,0.1481481481481481,0.0,0.3703703703703703
Luca Sangalli,14.448275862068966,20.03448275862069,68.15517241379311,218.1034482758621,62.37931034482759,7.827586206896552,9.689655172413794,71.59310344827587,5.275862068965517,6.655172413793103,72.36896551724138,0.8620689655172413,1.896551724137931,31.524137931034485,0.1379310344827586,0.0620689655172413,0.0448275862068965,0.6551724137931034,1.4137931034482758,0.4482758620689655,0.1379310344827586,1.4137931034482758
Rony Lopes,17.317757009345794,24.47663551401869,70.52803738317758,256.32710280373834,74.4392523364486,10.36448598130841,12.093457943925234,84.97102803738318,4.878504672897196,7.065420560747664,68.30373831775702,1.3271028037383177,3.2242990654205608,32.131775700934575,0.1121495327102803,0.1439252336448598,0.1355140186915887,1.3644859813084111,1.1775700934579438,0.9158878504672896,0.2803738317757009,1.588785046728972
Wilfrid Kaptoum,22.4,26.6,82.86,313.26666666666665,70.86666666666666,13.533333333333331,14.6,92.19333333333334,7.066666666666666,8.266666666666667,70.83333333333333,0.8,1.6,39.333333333333336,0.0,0.0066666666666666,0.0066666666666666,0.2,1.8,0.0666666666666666,0.0,1.3333333333333333
Juan Soriano,16.2,29.666666666666668,55.70666666666666,528.6,415.53333333333336,1.8,1.8,80.0,7.133333333333334,7.333333333333333,95.0,7.2,20.266666666666666,37.71333333333334,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0
Kenneth Omeruo,24.50980392156863,32.3921568627451,73.11764705882354,535.8235294117648,207.94117647058823,6.862745098039215,8.058823529411764,83.55490196078432,12.431372549019608,14.784313725490197,81.37058823529412,4.901960784313726,8.529411764705882,53.78235294117646,0.0,0.0137254901960784,0.0117647058823529,0.1372549019607843,1.588235294117647,0.1176470588235294,0.0588235294117647,1.5294117647058822
Javier Avilés,5.222222222222222,7.666666666666667,60.54444444444445,83.11111111111111,32.888888888888886,2.7777777777777777,3.7777777777777777,65.78888888888888,1.1111111111111112,1.3333333333333333,44.44444444444444,0.7777777777777778,1.2222222222222223,20.366666666666667,0.1111111111111111,0.0888888888888888,0.0666666666666666,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.4444444444444444
David Zurutuza,26.92982456140351,32.666666666666664,79.20350877192983,439.4035087719298,113.29824561403508,13.719298245614034,15.87719298245614,82.49473684210525,10.263157894736842,11.982456140350877,81.99122807017542,2.2280701754385963,2.912280701754386,63.833333333333336,0.0350877192982456,0.0298245614035087,0.0280701754385964,0.3508771929824561,3.1052631578947367,0.2631578947368421,0.0350877192982456,2.0350877192982457
Pablo Chavarría,6.627906976744186,11.209302325581396,62.82790697674418,86.13953488372093,18.76744186046512,4.27906976744186,6.441860465116279,63.104651162790695,1.6744186046511629,2.976744186046512,41.58837209302326,0.1860465116279069,0.4883720930232558,16.86046511627907,0.0697674418604651,0.0395348837209302,0.0372093023255813,0.5581395348837209,0.5116279069767442,0.2790697674418604,0.1162790697674418,0.4651162790697674
Sébastien Corchia,19.493827160493822,28.123456790123456,66.1456790123457,315.0123456790124,145.4814814814815,10.024691358024691,11.62962962962963,79.49259259259259,7.567901234567901,10.74074074074074,65.0888888888889,1.2962962962962965,3.7777777777777777,29.57037037037037,0.0617283950617283,0.0666666666666666,0.0469135802469135,0.6419753086419753,1.4197530864197532,0.4691358024691358,0.345679012345679,1.7654320987654322
Larra,4.4,7.7,44.440000000000005,54.2,11.7,3.1,3.9,48.89,0.9,1.8,37.43,0.2,1.2,15.0,0.0,0.01,0.01,0.1,0.0,0.2,0.2,0.0
Mikel San José,21.08823529411765,27.602941176470587,74.18823529411765,370.6764705882353,124.8529411764706,9.441176470588236,11.705882352941176,76.49264705882354,8.720588235294118,10.691176470588236,78.70294117647059,2.294117647058824,3.4411764705882355,56.91029411764706,0.0147058823529411,0.0426470588235294,0.0323529411764705,0.4264705882352941,2.338235294117647,0.4852941176470588,0.0588235294117647,2.411764705882353
Markel Bergara,13.043478260869565,18.82608695652174,64.67391304347827,180.82608695652172,50.391304347826086,7.3478260869565215,9.826086956521738,69.12173913043478,4.086956521739131,5.565217391304348,67.70434782608697,0.6086956521739131,1.5217391304347827,29.343478260869563,0.0434782608695652,0.0,0.0,0.0869565217391304,0.8695652173913043,0.1739130434782608,0.0,1.0
Pedro Porro,24.066666666666663,36.11111111111112,64.31777777777778,418.8222222222222,156.4,11.955555555555556,14.133333333333333,84.26666666666667,8.8,12.911111111111111,64.75333333333333,2.688888888888889,6.022222222222222,38.837777777777774,0.0888888888888888,0.0666666666666666,0.0711111111111111,0.6444444444444445,2.0444444444444443,0.8888888888888888,0.5111111111111111,2.2
Charles,9.574468085106384,14.170212765957446,67.9968085106383,119.44680851063828,21.117021276595743,6.127659574468085,8.340425531914894,69.37340425531914,2.223404255319149,3.4468085106382977,56.02872340425532,0.3085106382978723,0.425531914893617,23.581914893617014,0.0212765957446808,0.0436170212765957,0.0340425531914893,0.4574468085106383,0.7021276595744681,0.2659574468085106,0.0106382978723404,0.7127659574468085
Brandon,8.578947368421053,12.105263157894736,66.54736842105264,108.10526315789474,19.526315789473685,5.157894736842105,6.421052631578948,73.73684210526316,2.3684210526315788,3.263157894736842,56.431578947368415,0.2105263157894736,0.4736842105263157,13.157894736842104,0.0526315789473684,0.0578947368421052,0.0473684210526315,0.5789473684210527,0.1578947368421052,0.4210526315789473,0.2105263157894736,0.3684210526315789
Juan Villar,5.4,8.6,53.790000000000006,72.8,15.6,2.9,3.9,63.03,2.1,2.7,54.67999999999999,0.0,0.6,0.0,0.0,0.01,0.01,0.3,0.6,0.3,0.0,0.6
Hernâni Fortes,4.25,8.35,42.61999999999999,76.0,26.05,2.15,2.8,47.335,1.35,2.9,30.385,0.65,1.7,23.75,0.0,0.1099999999999999,0.08,0.55,0.1,0.5,0.35,0.3
Éver Banega,59.145833333333336,72.40625,81.21770833333333,1161.8645833333333,411.3854166666667,23.291666666666668,25.75,90.69791666666669,24.760416666666668,28.385416666666668,86.28125,9.59375,14.65625,63.178125,0.1458333333333333,0.1708333333333333,0.1510416666666666,1.8541666666666667,8.15625,1.0208333333333333,0.1354166666666666,7.364583333333333
Fayçal Fajr,32.12987012987013,44.20779220779221,68.9987012987013,687.0519480519481,201.8571428571429,12.584415584415584,14.597402597402596,82.35714285714288,10.662337662337665,13.51948051948052,70.81948051948052,7.779220779220779,13.571428571428571,55.17662337662337,0.1038961038961039,0.1168831168831168,0.1103896103896103,1.2597402597402598,3.5454545454545454,0.6883116883116883,0.3246753246753247,2.9740259740259742
Antoñito,21.55555555555556,30.22222222222222,70.78222222222225,337.6,145.88888888888889,11.8,13.444444444444445,83.04,7.488888888888889,10.377777777777778,67.19555555555556,1.6,4.333333333333333,31.471111111111117,0.0222222222222222,0.0688888888888888,0.0555555555555555,0.7111111111111111,2.0,0.7333333333333333,0.4,1.8888888888888888
Javi García,40.0188679245283,43.75471698113208,86.77358490566037,721.7358490566038,203.0,15.566037735849056,16.69811320754717,87.70943396226416,21.0377358490566,22.41509433962264,88.42830188679245,2.981132075471698,3.7547169811320753,59.37358490566038,0.0,0.0056603773584905,0.0,0.1886792452830188,2.2264150943396226,0.0188679245283018,0.0,1.69811320754717
Daniel Martín,23.166666666666668,30.666666666666668,74.00000000000001,595.6666666666666,389.0,6.833333333333333,6.833333333333333,100.0,9.0,9.5,94.65,7.166666666666667,13.666666666666666,52.93333333333334,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0
Daniel Carriço,37.170731707317074,44.46341463414634,80.41707317073171,705.3414634146342,279.4390243902439,14.048780487804878,15.46341463414634,87.2439024390244,17.951219512195124,20.146341463414632,85.75853658536586,4.487804878048781,7.560975609756097,61.1170731707317,0.024390243902439,0.0121951219512195,0.0317073170731707,0.1951219512195122,2.365853658536585,0.1951219512195122,0.024390243902439,1.975609756097561
Lluis López,41.5,49.0,81.2,814.8,281.0,12.2,14.1,87.35000000000001,24.0,26.3,84.71000000000001,4.6,7.1,61.49,0.0,0.0,0.03,0.0,2.3,0.0,0.0,2.1
Naldo,29.903846153846157,36.36538461538461,78.06923076923077,620.7884615384615,230.0192307692308,8.442307692307692,9.673076923076923,78.24423076923077,16.75,18.634615384615383,85.9326923076923,4.423076923076923,7.115384615384615,59.517307692307696,0.0384615384615384,0.0057692307692307,0.0,0.1153846153846153,1.1923076923076923,0.0769230769230769,0.0,1.2307692307692308
Víctor Sánchez,27.56962025316456,36.9240506329114,73.40886075949368,441.1392405063291,154.70886075949366,14.291139240506327,16.31645569620253,86.50379746835442,9.708860759493673,12.443037974683543,72.67088607594935,2.3417721518987342,5.594936708860759,37.46962025316456,0.0632911392405063,0.0341772151898734,0.030379746835443,0.4683544303797468,2.6202531645569622,0.4050632911392405,0.1645569620253164,2.189873417721519
Matías Vargas,11.80952380952381,18.476190476190474,57.04761904761905,187.14285714285717,55.42857142857143,6.571428571428571,8.19047619047619,73.10952380952382,3.9047619047619047,5.666666666666667,59.19047619047619,0.8571428571428571,2.571428571428572,23.723809523809525,0.1428571428571428,0.1142857142857142,0.0761904761904762,0.8095238095238095,0.9047619047619048,0.8571428571428571,0.1904761904761904,1.8571428571428568
Víctor Campuzano,4.7,7.6,61.8,60.35,12.9,3.25,4.25,74.605,1.1,1.8,43.42,0.2,0.4,17.5,0.0,0.005,0.005,0.1,0.5,0.05,0.0,0.25
Guillermo Maripán,38.21259842519685,44.39370078740158,81.24566929133859,797.8031496062993,295.8503937007874,10.20472440944882,11.330708661417322,85.47795275590552,22.55905511811024,24.33858267716536,85.01732283464567,5.228346456692913,7.818897637795276,60.1291338582677,0.0236220472440944,0.0173228346456692,0.0086614173228346,0.0866141732283464,1.9921259842519683,0.0944881889763779,0.0157480314960629,2.141732283464567
Wakaso,17.87878787878788,25.0,68.16212121212122,367.2121212121212,109.83333333333331,6.590909090909091,7.954545454545454,75.75303030303031,7.272727272727272,9.409090909090908,73.70757575757574,3.5,6.196969696969697,51.50909090909092,0.0303030303030303,0.0181818181818181,0.0106060606060606,0.3333333333333333,2.0303030303030303,0.2575757575757575,0.0909090909090909,1.8484848484848484
Adrián Ramos,7.285714285714286,11.571428571428571,64.0,90.0,25.285714285714285,4.571428571428571,6.571428571428571,76.22857142857143,1.7142857142857142,3.142857142857143,42.68571428571429,0.1428571428571428,0.1428571428571428,14.285714285714286,0.0,0.0857142857142857,0.0857142857142857,0.2857142857142857,1.7142857142857142,0.5714285714285714,0.0,1.4285714285714286
Xavi Quintillà,43.57692307692308,54.92307692307692,79.20769230769231,624.9615384615385,221.92307692307693,25.26923076923077,27.653846153846157,90.9346153846154,14.0,17.923076923076923,79.02692307692308,2.1538461538461537,5.230769230769231,38.01538461538461,0.0769230769230769,0.1038461538461538,0.0807692307692307,0.9230769230769232,2.0,0.6538461538461539,0.3846153846153846,2.1153846153846154
