Player,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog
Saïd Benrahma,17.053333333333335,22.266666666666666,75.09733333333332,239.02666666666667,58.0,10.16,11.573333333333334,86.20266666666666,5.2,6.786666666666667,70.71333333333334,0.7866666666666666,1.8533333333333333,30.176,0.1733333333333333,0.1266666666666666,0.088,1.0,1.2,0.72,0.2666666666666666,1.413333333333333
Manuel Lanzini,32.67256637168141,37.89380530973451,85.99557522123894,471.8584070796461,124.46017699115043,18.84955752212389,20.47787610619469,91.61858407079646,10.31858407079646,11.734513274336283,85.31946902654866,1.7964601769911503,3.079646017699115,49.63451327433629,0.1150442477876106,0.0964601769911504,0.0752212389380531,0.9734513274336284,2.9557522123893807,0.6902654867256637,0.0707964601769911,2.6194690265486726
Flynn Downes,14.5,17.0,73.25,180.83333333333331,30.166666666666668,10.5,10.833333333333334,80.78333333333333,2.833333333333333,3.6666666666666665,46.95,0.5,1.0,41.66666666666666,0.0,0.0,0.0,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.0,0.6666666666666666
Jarrod Bowen,14.607843137254902,22.19607843137255,64.79705882352941,250.04901960784315,66.57843137254902,7.274509803921568,9.019607843137257,76.00392156862746,4.725490196078432,6.401960784313726,70.18039215686274,1.892156862745098,4.196078431372549,39.90980392156863,0.1862745098039215,0.153921568627451,0.1205882352941176,1.0196078431372548,0.9215686274509804,0.6274509803921569,0.1764705882352941,1.1176470588235294
Conor Coventry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Fornals,25.49206349206349,33.87830687830688,74.17619047619047,407.2645502645503,119.76190476190476,13.396825396825395,15.656084656084657,84.7238095238095,8.671957671957673,11.16931216931217,74.77301587301586,2.328042328042328,4.047619047619048,50.394708994709,0.1428571428571428,0.1455026455026455,0.0756613756613756,1.0740740740740742,2.7566137566137567,0.9947089947089948,0.1481481481481481,3.005291005291005
Gianluca Scamacca,9.441558441558442,13.623376623376624,65.28831168831168,142.72727272727272,24.63636363636364,5.753246753246753,7.415584415584416,75.48701298701299,2.311688311688312,3.4545454545454546,56.63376623376624,0.8961038961038961,1.2207792207792207,43.93896103896104,0.0259740259740259,0.074025974025974,0.035064935064935,0.6883116883116883,0.6363636363636364,0.2987012987012987,0.0259740259740259,0.6233766233766234
Michail Antonio,12.571428571428571,20.15584415584416,60.841558441558455,187.2467532467533,45.201298701298704,7.279220779220779,9.64935064935065,72.70519480519481,3.389610389610389,5.597402597402597,55.87597402597404,1.077922077922078,2.142857142857143,41.08376623376624,0.1428571428571428,0.1246753246753246,0.0831168831168831,0.9155844155844156,0.8311688311688312,0.6298701298701299,0.2467532467532467,1.0454545454545454
Robert Sánchez,28.653846153846157,39.88461538461539,71.41666666666667,755.3589743589744,471.1410256410256,5.615384615384615,5.653846153846154,94.18589743589745,15.166666666666666,15.435897435897436,98.11153846153849,7.756410256410256,18.397435897435894,43.95769230769231,0.0,0.0051282051282051,0.0025641025641025,0.0512820512820512,0.7435897435897436,0.0,0.0,0.0256410256410256
Joël Veltman,41.89333333333333,54.22666666666667,76.192,746.0666666666667,286.28,17.28,19.76,86.656,20.626666666666665,25.48,79.956,3.373333333333333,6.746666666666667,47.29733333333333,0.0266666666666666,0.0453333333333333,0.0346666666666666,0.5466666666666666,3.9066666666666663,0.8133333333333334,0.3066666666666666,2.933333333333333
Lewis Dunk,48.33870967741935,56.26881720430107,83.42204301075269,1013.241935483871,341.68817204301075,14.301075268817204,15.60752688172043,90.51881720430109,26.080645161290324,27.72043010752688,91.91559139784948,7.349462365591398,11.623655913978494,60.95591397849462,0.0268817204301075,0.0279569892473118,0.0139784946236559,0.2741935483870967,2.6236559139784945,0.1075268817204301,0.010752688172043,1.6666666666666667
Adam Webster,50.68421052631579,61.67368421052632,79.85263157894738,975.0,373.0947368421053,17.557894736842105,20.178947368421053,83.75473684210526,27.05263157894737,30.610526315789475,86.12947368421052,5.378947368421053,9.105263157894736,56.64315789473685,0.0105263157894736,0.0178947368421052,0.011578947368421,0.2,4.073684210526316,0.1789473684210526,0.0105263157894736,3.094736842105263
Pascal Groß,30.44378698224852,42.37869822485207,70.20355029585798,538.603550295858,163.34319526627218,14.437869822485206,16.775147928994084,84.73136094674558,10.550295857988166,13.585798816568047,74.19704142011834,4.1301775147929,8.65680473372781,46.48165680473373,0.1715976331360946,0.2017751479289941,0.1603550295857988,2.06508875739645,2.757396449704142,1.2011834319526626,0.4319526627218935,2.905325443786982
Alexis Mac Allister,25.7012987012987,31.428571428571427,78.16103896103895,424.4415584415584,112.22077922077922,12.51948051948052,14.246753246753247,85.5,10.064935064935066,11.25974025974026,81.95584415584416,2.012987012987013,3.441558441558441,46.88181818181818,0.0389610389610389,0.0701298701298701,0.0688311688311688,0.8311688311688312,2.6103896103896105,0.6493506493506493,0.0519480519480519,2.363636363636364
Moisés Caicedo,40.45454545454545,47.31818181818182,83.93636363636364,611.0,167.5,22.954545454545453,25.59090909090909,88.83181818181818,13.272727272727272,15.545454545454543,82.61363636363636,2.8181818181818183,3.4545454545454546,81.58181818181818,0.0454545454545454,0.05,0.0454545454545454,0.8636363636363636,4.090909090909091,1.0,0.1818181818181818,3.727272727272727
Enock Mwepu,14.583333333333334,19.625,72.37500000000001,200.45833333333331,42.75,8.375,10.041666666666666,79.97083333333333,4.708333333333333,6.0,68.1375,0.5416666666666666,1.4166666666666667,24.441666666666663,0.2083333333333333,0.0875,0.0375,0.5,0.9583333333333334,0.25,0.0,0.9583333333333334
Adam Lallana,23.6,27.914285714285715,82.00952380952381,311.9428571428571,80.51428571428572,14.4,16.0,88.1095238095238,6.609523809523809,7.580952380952381,75.49904761904762,0.7904761904761904,1.4476190476190476,29.665714285714287,0.0380952380952381,0.0504761904761904,0.0542857142857142,0.6095238095238096,1.847619047619048,0.6666666666666666,0.0571428571428571,1.8857142857142857
Levi Colwill,22.666666666666668,28.0,78.3,412.0,172.66666666666666,9.333333333333334,11.0,55.23333333333333,10.0,12.0,73.60000000000001,3.333333333333333,4.0,27.766666666666666,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,2.0
Solly March,20.53205128205128,29.69871794871795,68.22692307692309,353.28205128205127,97.1346153846154,10.307692307692308,12.25,82.33717948717948,7.198717948717949,10.032051282051285,66.7551282051282,2.33974358974359,4.782051282051282,44.58717948717949,0.0769230769230769,0.0775641025641025,0.0871794871794871,0.967948717948718,1.2115384615384617,1.0384615384615383,0.3653846153846153,1.858974358974359
Tariq Lamptey,20.295081967213115,26.672131147540984,72.45081967213113,290.9508196721312,68.50819672131148,11.9672131147541,13.42622950819672,80.99672131147541,7.0,9.40983606557377,66.8950819672131,0.6885245901639344,1.9672131147540983,28.659016393442624,0.0655737704918032,0.0737704918032786,0.0655737704918032,0.639344262295082,0.9016393442622952,0.7868852459016393,0.4754098360655737,1.1967213114754098
Leandro Trossard,22.99122807017544,31.28070175438597,72.93070175438595,385.92105263157896,102.7280701754386,11.5,13.93859649122807,81.82105263157894,8.017543859649123,10.421052631578949,74.21929824561406,2.5,3.8157894736842106,61.80614035087719,0.1140350877192982,0.1394736842105263,0.1307017543859649,1.4035087719298245,2.131578947368421,1.4473684210526316,0.2105263157894736,2.991228070175439
Deniz Undav,2.875,3.375,78.6125,29.5,6.0,2.0,2.375,72.9125,0.25,0.25,25.0,0.125,0.125,12.5,0.0,0.0125,0.0125,0.375,0.125,0.0,0.0,0.0
Danny Welbeck,9.051282051282053,11.538461538461538,77.67777777777779,107.75213675213676,20.23076923076923,5.957264957264957,7.102564102564102,79.72820512820513,2.1794871794871797,2.7264957264957266,65.48547008547008,0.1367521367521367,0.2564102564102564,9.971794871794872,0.0683760683760683,0.0666666666666666,0.0367521367521367,0.6324786324786325,0.4957264957264957,0.2905982905982906,0.0,0.6666666666666666
David de Gea,18.73958333333333,26.619791666666668,72.07968749999999,527.6458333333334,403.5729166666667,3.9010416666666665,3.9375,90.24166666666667,8.458333333333334,8.640625,96.25572916666664,6.276041666666667,13.828125,48.320833333333326,0.0,0.0005208333333333,0.0,0.0104166666666666,0.1979166666666666,0.0052083333333333,0.0,0.0
Diogo Dalot,30.884615384615383,40.76923076923077,71.79487179487177,548.2820512820513,189.1153846153846,13.743589743589745,16.025641025641026,83.24743589743588,12.948717948717947,16.576923076923077,70.80897435897437,3.435897435897436,5.884615384615385,50.65128205128205,0.0512820512820512,0.0743589743589743,0.0628205128205128,0.7948717948717948,2.5128205128205128,0.8717948717948718,0.4230769230769231,2.1794871794871797
Harry Maguire,48.82386363636363,57.59659090909091,83.58920454545455,993.9147727272727,342.5738636363636,15.778409090909092,17.8125,87.23124999999999,25.204545454545453,27.835227272727277,88.94772727272726,7.034090909090909,10.346590909090908,66.58920454545454,0.034090909090909,0.0357954545454545,0.0204545454545454,0.3238636363636363,4.3125,0.1590909090909091,0.0113636363636363,3.153409090909091
Lisandro Martínez,49.785714285714285,57.92857142857143,85.29285714285713,894.5714285714286,313.2142857142857,19.5,20.642857142857142,94.00714285714284,25.714285714285715,27.714285714285715,92.34285714285714,3.642857142857143,7.785714285714286,47.45714285714286,0.0,0.0,0.0285714285714285,0.1428571428571428,3.5,0.2857142857142857,0.0,1.7857142857142858
Tyrell Malacia,25.0,30.0,76.06666666666666,340.77777777777777,106.33333333333331,17.22222222222222,18.55555555555556,84.47777777777779,6.111111111111111,7.111111111111111,76.52222222222221,1.0,2.4444444444444446,35.0,0.0,0.0,0.0111111111111111,0.0,1.2222222222222223,0.0,0.0,0.5555555555555556
Luke Shaw,50.669291338582674,62.05511811023622,81.40866141732283,708.0157480314961,265.46456692913387,30.58267716535433,33.574803149606296,90.06771653543306,15.330708661417322,18.496062992125985,81.05669291338586,2.3622047244094486,4.968503937007874,46.95511811023622,0.1023622047244094,0.1338582677165354,0.1141732283464567,1.4724409448818898,3.716535433070866,1.0866141732283463,0.2913385826771653,3.7401574803149606
Donny van de Beek,13.0,15.473684210526317,73.90526315789472,174.5,43.94736842105263,7.763157894736842,8.736842105263158,79.8,4.078947368421052,4.578947368421052,62.178947368421056,0.3157894736842105,0.6578947368421053,16.88684210526316,0.0263157894736842,0.0368421052631578,0.0263157894736842,0.2368421052631578,0.9210526315789472,0.2368421052631578,0.0,0.7368421052631579
Scott McTominay,29.923076923076923,35.684615384615384,77.41999999999999,512.9692307692308,145.7846153846154,13.73076923076923,15.66153846153846,80.44692307692307,12.26923076923077,13.8,77.46384615384615,2.8692307692307693,3.992307692307692,57.85153846153846,0.023076923076923,0.0369230769230769,0.0253846153846153,0.4769230769230769,3.069230769230769,0.2692307692307692,0.0538461538461538,2.4153846153846152
Cristiano Ronaldo,25.90909090909091,32.28484848484848,79.10666666666667,341.72121212121215,63.81818181818182,16.296969696969697,18.66060606060606,85.54484848484847,6.678787878787879,8.254545454545454,79.17818181818181,1.1272727272727272,1.690909090909091,50.593939393939394,0.1454545454545454,0.143030303030303,0.109090909090909,1.2424242424242424,1.7878787878787878,0.8848484848484849,0.1636363636363636,1.7696969696969698
Fred,44.422413793103445,52.14655172413793,82.4991379310345,776.5344827586207,215.9051724137931,19.91379310344828,22.14655172413793,88.77327586206896,18.060344827586206,20.02586206896552,86.1810344827586,4.810344827586207,6.387931034482759,69.85431034482758,0.043103448275862,0.0637931034482758,0.0637931034482758,0.9396551724137931,4.818965517241379,0.4655172413793103,0.0603448275862069,3.7327586206896552
Alejandro Garnacho,5.6,6.8,52.66,65.8,7.4,4.0,4.6,53.5,1.4,1.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2
Bruno Fernandes,43.78217821782178,59.42574257425743,72.9732673267327,743.6336633663366,216.95049504950492,22.425742574257427,26.11881188118812,85.0861386138614,14.198019801980198,18.33663366336633,77.44851485148514,5.376237623762377,9.811881188118813,54.14455445544555,0.2574257425742574,0.2623762376237624,0.2168316831683168,2.445544554455445,4.712871287128713,2.207920792079208,0.2574257425742574,5.099009900990099
Anthony Elanga,14.12121212121212,18.696969696969692,72.09393939393941,178.1818181818182,38.66666666666666,9.666666666666666,11.454545454545457,78.38181818181818,2.909090909090909,3.939393939393939,61.36666666666667,0.5454545454545454,0.8484848484848485,35.86060606060607,0.0909090909090909,0.0939393939393939,0.0666666666666666,0.4545454545454545,0.4848484848484848,0.303030303030303,0.0606060606060606,0.6060606060606061
Jadon Sancho,27.0,32.975,81.32750000000001,342.3,77.1,18.1,20.7,87.32249999999999,6.85,8.425,79.5325,0.65,1.0,42.2925,0.1,0.1425,0.1125,1.375,1.0,1.325,0.175,2.3
Marcus Rashford,18.78857142857143,25.062857142857144,73.09942857142858,262.1257142857143,57.285714285714285,11.148571428571428,13.337142857142856,81.75885714285714,5.234285714285714,6.651428571428571,73.31085714285715,1.0171428571428571,2.1142857142857143,38.052,0.1771428571428571,0.124,0.0982857142857142,0.8857142857142857,1.0,1.0685714285714285,0.0971428571428571,1.88
Christian Eriksen,39.96894409937888,51.8944099378882,74.66770186335404,692.9751552795032,203.1614906832298,18.99378881987577,21.546583850931675,86.30062111801242,15.285714285714286,18.981366459627328,75.72546583850931,4.447204968944099,8.298136645962733,49.20869565217391,0.217391304347826,0.2037267080745341,0.1925465838509316,1.8322981366459627,4.770186335403727,1.2670807453416149,0.2422360248447205,4.111801242236025
David Raya,30.025641025641026,44.41025641025641,67.4179487179487,942.5641025641024,724.025641025641,5.384615384615385,5.461538461538462,87.73589743589743,12.282051282051285,12.615384615384617,97.06153846153846,12.282051282051285,25.923076923076923,48.98717948717949,0.0,0.0,0.0,0.0512820512820512,1.8461538461538465,0.0512820512820512,0.0,0.2051282051282051
Mads Bech Sørensen,28.571428571428573,37.5,70.30714285714286,537.7142857142857,218.2142857142857,10.428571428571429,11.714285714285714,77.64285714285714,15.142857142857142,19.0,74.20000000000002,2.7142857142857144,5.642857142857143,43.471428571428575,0.0,0.0428571428571428,0.0214285714285714,0.5,1.5,0.2857142857142857,0.2142857142857142,1.2142857142857142
Aaron Hickey,28.535714285714285,35.232142857142854,81.41785714285713,416.8392857142857,123.41071428571428,16.321428571428573,17.964285714285715,88.41785714285713,10.142857142857142,12.732142857142858,80.39464285714287,1.125,2.4107142857142856,39.75357142857143,0.0178571428571428,0.0267857142857142,0.0232142857142857,0.3928571428571428,1.6785714285714286,0.4821428571428571,0.1785714285714285,1.2321428571428572
Pontus Jansson,32.86046511627907,40.604651162790695,78.82790697674419,609.7674418604652,193.3720930232558,11.023255813953488,13.069767441860463,83.01860465116279,19.232558139534884,22.32558139534884,83.92093023255812,2.2093023255813957,4.069767441860465,49.00232558139535,0.0232558139534883,0.0093023255813953,0.0093023255813953,0.1162790697674418,1.0232558139534884,0.0,0.0,1.5348837209302326
Keane Lewis-Potter,5.285714285714286,9.142857142857142,54.642857142857146,63.71428571428572,13.0,3.4285714285714284,5.285714285714286,67.27142857142857,1.2857142857142858,1.5714285714285714,64.28571428571429,0.1428571428571428,1.0,7.142857142857143,0.1428571428571428,0.1857142857142857,0.0428571428571428,0.7142857142857143,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428
Ben Mee,28.853658536585368,39.39634146341464,71.69268292682928,605.4756097560976,251.40243902439025,9.518292682926829,11.378048780487806,82.69634146341464,13.859756097560975,16.75,81.51036585365854,5.201219512195122,10.00609756097561,49.77134146341464,0.024390243902439,0.0286585365853658,0.0140243902439024,0.2134146341463414,2.0609756097560976,0.0975609756097561,0.0121951219512195,1.804878048780488
Rico Henry,25.0,34.59183673469388,71.6530612244898,375.6938775510204,125.46938775510203,14.448979591836734,16.897959183673468,83.75714285714287,8.142857142857142,11.306122448979592,73.32448979591837,1.6326530612244898,3.836734693877551,40.279591836734696,0.0204081632653061,0.0530612244897959,0.0591836734693877,0.5306122448979592,1.7755102040816326,0.8367346938775511,0.4081632653061224,1.816326530612245
Vitaly Janelt,24.73913043478261,31.65217391304348,76.35434782608695,424.9565217391304,128.47826086956522,11.58695652173913,13.58695652173913,82.01521739130435,9.934782608695652,11.782608695652174,82.20217391304347,2.4347826086956523,4.304347826086956,51.95652173913044,0.0217391304347826,0.0608695652173913,0.0521739130434782,0.6304347826086957,2.4782608695652173,0.4130434782608695,0.108695652173913,2.108695652173913
Shandon Baptiste,12.088235294117649,14.529411764705882,77.31176470588235,187.73529411764707,47.088235294117645,6.617647058823529,7.411764705882353,81.8,4.088235294117647,4.735294117647059,74.61764705882354,0.7941176470588235,1.3529411764705883,32.550000000000004,0.0,0.0441176470588235,0.0235294117647058,0.4411764705882353,1.0,0.4117647058823529,0.088235294117647,1.1470588235294117
Christian Nørgaard,35.17391304347826,44.15217391304348,79.15652173913044,568.304347826087,180.08695652173913,17.630434782608695,20.82608695652174,85.0608695652174,14.195652173913045,17.065217391304348,81.69782608695652,2.282608695652174,3.739130434782609,56.58695652173913,0.0869565217391304,0.0913043478260869,0.0652173913043478,0.717391304347826,3.847826086956522,0.5652173913043478,0.0652173913043478,3.260869565217391
Josh Dasilva,14.208333333333334,17.583333333333332,78.33749999999999,232.83333333333331,57.708333333333336,6.916666666666667,7.791666666666667,80.32083333333334,6.125,7.083333333333333,79.325,0.8333333333333334,1.6666666666666667,30.695833333333336,0.0416666666666666,0.05,0.0541666666666666,0.3333333333333333,1.0833333333333333,0.5416666666666666,0.0416666666666666,1.0833333333333333
Mathias Jensen,20.807692307692307,29.134615384615383,73.09423076923078,408.75,141.92307692307693,9.403846153846152,11.134615384615383,85.65961538461539,7.1923076923076925,9.538461538461538,67.17692307692309,3.7884615384615374,7.153846153846154,49.85192307692308,0.0769230769230769,0.1076923076923076,0.0961538461538461,1.1153846153846154,2.480769230769231,0.8269230769230769,0.2884615384615384,2.230769230769231
Bryan Mbeumo,14.01851851851852,21.61111111111111,63.57592592592593,210.92592592592592,51.42592592592592,8.203703703703704,10.462962962962964,76.43333333333332,4.055555555555555,6.296296296296297,63.45,1.1111111111111112,2.2962962962962963,39.083333333333336,0.1481481481481481,0.1018518518518518,0.0907407407407407,0.9074074074074074,0.8518518518518519,0.7962962962962963,0.2407407407407407,1.0555555555555556
Halil Dervişoğlu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoane Wissa,10.060240963855422,14.120481927710845,69.08072289156627,136.21686746987953,32.626506024096386,5.9397590361445785,7.373493975903615,81.04216867469879,2.963855421686747,3.963855421686747,62.11927710843374,0.3855421686746988,1.0240963855421688,20.161445783132528,0.072289156626506,0.0662650602409638,0.0409638554216867,0.5060240963855421,0.6987951807228916,0.3373493975903614,0.0240963855421686,0.9518072289156626
Ivan Toney,13.702127659574469,23.53191489361702,58.680851063829785,179.48936170212767,62.04255319148936,8.340425531914894,12.51063829787234,65.81914893617021,3.3404255319148937,6.042553191489362,58.75106382978724,0.7021276595744681,1.425531914893617,27.625531914893617,0.1489361702127659,0.1659574468085106,0.1297872340425531,1.2340425531914894,1.6382978723404256,0.7659574468085106,0.1063829787234042,1.893617021276596
Danny Ward,17.0,23.35483870967742,65.66451612903225,378.03225806451616,218.06451612903223,4.967741935483871,5.709677419354839,77.2967741935484,8.935483870967742,9.258064516129032,76.4774193548387,3.032258064516129,7.709677419354839,28.48064516129032,0.0,0.0064516129032258,0.0032258064516129,0.2258064516129032,0.4516129032258064,0.032258064516129,0.0,0.1935483870967742
Wesley Fofana,51.1551724137931,59.706896551724135,84.14482758620689,931.6206896551724,288.98275862068965,19.25862068965517,21.39655172413793,88.3655172413793,27.017241379310345,29.620689655172413,89.75344827586208,3.9827586206896552,6.862068965517241,54.16034482758621,0.0,0.0051724137931034,0.0068965517241379,0.1896551724137931,3.1379310344827585,0.0172413793103448,0.0,1.9482758620689653
Jonny Evans,47.40689655172414,55.710344827586205,83.31793103448275,940.4206896551724,338.4,14.517241379310343,16.2,88.22827586206897,27.32413793103448,29.848275862068967,88.89103448275863,5.165517241379311,8.655172413793103,56.19172413793103,0.0413793103448275,0.02,0.0089655172413793,0.2482758620689655,2.8413793103448275,0.1172413793103448,0.0275862068965517,2.1379310344827585
Daniel Amartey,43.8,50.07142857142857,85.9142857142857,763.2142857142857,270.35714285714283,18.51428571428572,20.0,92.41571428571427,21.4,23.542857142857144,87.98571428571427,3.2142857142857144,4.942857142857143,58.79857142857144,0.0,0.0114285714285714,0.0071428571428571,0.1571428571428571,2.557142857142857,0.0571428571428571,0.0,2.0285714285714285
Timothy Castagne,39.59722222222222,48.50694444444444,80.64097222222223,566.7222222222222,186.31944444444449,23.59722222222222,26.46527777777778,87.96944444444445,13.020833333333334,15.958333333333334,80.14375000000001,1.6805555555555556,3.0694444444444446,50.052083333333336,0.0763888888888889,0.0819444444444444,0.0652777777777777,0.7638888888888888,2.305555555555556,0.7777777777777778,0.3472222222222222,2.451388888888889
James Justin,45.953125,57.484375,79.759375,686.015625,221.15625,26.0625,28.90625,89.9734375,16.203125,19.484375,82.19999999999999,2.375,5.140625,40.646875,0.03125,0.0671875,0.0375,0.734375,2.796875,0.984375,0.328125,2.765625
Youri Tielemans,42.47540983606557,53.16393442622951,78.72349726775956,722.2896174863388,211.85245901639345,19.661202185792348,22.27322404371585,87.20109289617488,16.781420765027324,19.907103825136613,81.30874316939891,4.306010928961749,7.502732240437158,57.98907103825137,0.1147540983606557,0.1120218579234972,0.0923497267759562,1.147540983606557,4.830601092896175,0.8743169398907104,0.1693989071038251,4.360655737704918
Wilfred Ndidi,42.15822784810127,51.84177215189873,80.8139240506329,682.620253164557,180.1518987341772,20.481012658227847,23.90506329113924,85.11898734177215,16.481012658227847,19.25949367088608,84.89936708860759,3.3227848101265822,5.050632911392405,62.74240506329114,0.050632911392405,0.0253164556962025,0.0158227848101265,0.4240506329113924,3.746835443037975,0.2025316455696202,0.0063291139240506,2.670886075949367
Patson Daka,7.078947368421052,10.052631578947368,69.18947368421053,89.84210526315789,16.105263157894736,4.368421052631579,5.7105263157894735,65.07894736842104,2.026315789473684,2.631578947368421,65.55,0.131578947368421,0.3157894736842105,10.526315789473683,0.131578947368421,0.1105263157894737,0.0605263157894736,0.6052631578947368,0.2894736842105263,0.2631578947368421,0.0263157894736842,0.5263157894736842
Kiernan Dewsbury-Hall,32.65909090909091,43.09090909090909,73.72954545454546,497.25,132.02272727272728,18.068181818181817,20.931818181818183,84.07954545454545,10.863636363636363,13.840909090909092,75.35909090909091,2.2954545454545454,5.045454545454546,42.26590909090908,0.0909090909090909,0.1295454545454545,0.0727272727272727,1.3636363636363635,4.045454545454546,0.9545454545454546,0.1818181818181818,3.136363636363636
James Maddison,31.877551020408163,42.06802721088435,75.56666666666666,543.9591836734694,163.156462585034,15.285714285714286,17.38095238095238,87.17278911564625,11.408163265306122,13.979591836734691,80.43877551020408,3.748299319727891,7.564625850340136,48.8625850340136,0.1836734693877551,0.1897959183673469,0.1727891156462584,2.1020408163265305,3.761904761904762,1.183673469387755,0.1632653061224489,3.598639455782313
Jamie Vardy,7.939226519337017,12.513812154696131,63.29613259668508,109.72375690607734,20.585635359116026,4.45303867403315,6.287292817679558,69.0707182320442,2.3646408839779007,3.6298342541436464,61.61546961325967,0.3977900552486187,0.7348066298342542,23.98784530386741,0.1381215469613259,0.1176795580110497,0.0657458563535911,0.8121546961325967,0.3646408839779005,0.4640883977900552,0.0773480662983425,0.7403314917127072
Edouard Mendy,23.56934306569343,30.861313868613134,77.07956204379562,613.0875912408759,427.7226277372263,5.518248175182482,5.569343065693431,84.12554744525548,10.554744525547443,10.781021897810218,97.72116788321168,7.065693430656935,13.978102189781024,52.472992700729925,0.0,0.0007299270072992,0.0007299270072992,0.0145985401459854,0.2992700729927007,0.0072992700729927,0.0,0.0145985401459854
César Azpilicueta,62.69886363636363,75.43181818181819,82.42613636363636,955.1136363636364,340.2556818181818,33.84090909090909,37.0,90.6005681818182,23.988636363636363,28.19886363636364,84.52102272727274,3.034090909090909,6.005681818181818,47.121590909090905,0.1193181818181818,0.1079545454545454,0.0982954545454545,0.8806818181818182,4.346590909090909,1.1136363636363635,0.3693181818181818,3.7954545454545454
Thiago Silva,71.76811594202898,76.80434782608695,93.1376811594203,1334.572463768116,542.6884057971015,26.847826086956523,27.905797101449277,95.85072463768115,36.14492753623188,37.528985507246375,96.19347826086955,7.202898550724638,9.115942028985508,78.72391304347828,0.0217391304347826,0.0144927536231884,0.0195652173913043,0.1666666666666666,4.717391304347826,0.391304347826087,0.0072463768115942,3.717391304347826
Marc Cucurella,32.62337662337662,44.03896103896104,72.45064935064936,494.7792207792208,166.15584415584416,17.98051948051948,20.850649350649352,84.91688311688313,11.253246753246753,14.558441558441558,73.38376623376625,2.064935064935065,4.694805194805195,43.243506493506494,0.0779220779220779,0.0922077922077922,0.0889610389610389,1.1168831168831168,2.616883116883117,1.12987012987013,0.474025974025974,2.590909090909091
Kalidou Koulibaly,63.961783439490446,71.828025477707,87.97388535031845,1126.4012738853503,479.9426751592357,28.356687898089174,30.19108280254777,92.70509554140128,28.49044585987261,30.62420382165605,92.25222929936304,5.847133757961784,8.86624203821656,63.47324840764331,0.0382165605095541,0.0165605095541401,0.0057324840764331,0.2802547770700637,4.452229299363057,0.2229299363057325,0.019108280254777,3.573248407643312
Reece James,51.45555555555556,61.13333333333333,82.17777777777778,813.7555555555556,207.45555555555555,27.011111111111116,29.211111111111112,90.1877777777778,19.3,22.366666666666667,84.09666666666666,3.588888888888889,5.955555555555556,52.56555555555556,0.1555555555555555,0.1566666666666666,0.1344444444444444,1.3666666666666667,2.611111111111111,1.4333333333333331,0.5777777777777777,3.0
N'Golo Kanté,48.32450331125828,55.90066225165563,84.97748344370859,718.4172185430464,184.50993377483445,26.132450331125828,28.60264900662252,90.53841059602648,16.8476821192053,18.77483443708609,87.0701986754967,2.7152317880794703,3.6754966887417218,64.62384105960264,0.0794701986754966,0.0781456953642384,0.0748344370860927,1.0794701986754969,4.337748344370861,0.9271523178807948,0.1324503311258278,3.8543046357615895
Conor Gallagher,24.25,31.94736842105263,74.74736842105264,392.828947368421,98.94736842105264,12.236842105263158,14.210526315789474,84.19342105263158,8.223684210526315,10.197368421052632,79.54078947368421,2.381578947368421,4.552631578947368,45.275,0.0789473684210526,0.0855263157894736,0.0736842105263158,0.8947368421052632,2.3289473684210527,0.5263157894736842,0.1842105263157894,1.6710526315789471
Jorginho,66.82558139534883,75.52906976744185,86.7703488372093,1003.5,307.54651162790697,37.33720930232558,40.06976744186046,90.92906976744186,22.819767441860463,25.6046511627907,88.0139534883721,4.0523255813953485,5.784883720930233,65.23895348837209,0.0523255813953488,0.0819767441860465,0.0837209302325581,0.9069767441860463,8.30813953488372,1.069767441860465,0.0290697674418604,5.697674418604652
Ruben Loftus-Cheek,25.69918699186992,30.30081300813008,82.71544715447155,365.4308943089431,90.65040650406505,15.203252032520323,17.065040650406505,87.56829268292684,8.252032520325203,9.43089430894309,83.85040650406506,1.048780487804878,1.4146341463414631,49.8,0.065040650406504,0.0723577235772357,0.0617886178861788,0.6829268292682927,2.382113821138212,0.6178861788617886,0.032520325203252,2.1463414634146343
Ben Chilwell,45.21374045801527,60.99236641221374,72.18931297709923,677.412213740458,215.54961832061068,25.572519083969464,28.938931297709924,86.43129770992368,15.374045801526718,20.900763358778622,69.79312977099237,2.5801526717557253,6.748091603053435,36.3145038167939,0.1221374045801526,0.1007633587786259,0.0870229007633588,1.0916030534351144,2.992366412213741,0.8778625954198473,0.3740458015267175,2.8473282442748094
